rank	lexeme_id	cell	system	policy	expected_expanded	expected_printed	source_id	passage	provenance	decision	review_reason
674	synodal:pronoun:izhe	pronoun:locative:plural:feminine:none:inanimate	pronoun	strict	нихже	ни́хже	ponomar-elizabeth-bible-2026-08-09	Acts.13.39	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:genitive:plural:feminine:none:animate,pronoun:genitive:plural:feminine:none:inanimate,pronoun:genitive:plural:masculine:none:animate,pronoun:genitive:plural:masculine:none:inanimate,pronoun:genitive:plural:neuter:none:animate,pronoun:genitive:plural:neuter:none:inanimate,pronoun:locative:plural:feminine:none:animate,pronoun:locative:plural:feminine:none:inanimate,pronoun:locative:plural:masculine:none:animate,pronoun:locative:plural:masculine:none:inanimate,pronoun:locative:plural:neuter:none:animate,pronoun:locative:plural:neuter:none:inanimate
675	synodal:pronoun:izhe	pronoun:locative:plural:masculine:none:animate	pronoun	strict	нихже	ни́хже	ponomar-elizabeth-bible-2026-08-09	Acts.13.39	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:genitive:plural:feminine:none:animate,pronoun:genitive:plural:feminine:none:inanimate,pronoun:genitive:plural:masculine:none:animate,pronoun:genitive:plural:masculine:none:inanimate,pronoun:genitive:plural:neuter:none:animate,pronoun:genitive:plural:neuter:none:inanimate,pronoun:locative:plural:feminine:none:animate,pronoun:locative:plural:feminine:none:inanimate,pronoun:locative:plural:masculine:none:animate,pronoun:locative:plural:masculine:none:inanimate,pronoun:locative:plural:neuter:none:animate,pronoun:locative:plural:neuter:none:inanimate
676	synodal:pronoun:izhe	pronoun:locative:plural:masculine:none:inanimate	pronoun	strict	нихже	ни́хже	ponomar-elizabeth-bible-2026-08-09	Acts.13.39	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:genitive:plural:feminine:none:animate,pronoun:genitive:plural:feminine:none:inanimate,pronoun:genitive:plural:masculine:none:animate,pronoun:genitive:plural:masculine:none:inanimate,pronoun:genitive:plural:neuter:none:animate,pronoun:genitive:plural:neuter:none:inanimate,pronoun:locative:plural:feminine:none:animate,pronoun:locative:plural:feminine:none:inanimate,pronoun:locative:plural:masculine:none:animate,pronoun:locative:plural:masculine:none:inanimate,pronoun:locative:plural:neuter:none:animate,pronoun:locative:plural:neuter:none:inanimate
677	synodal:pronoun:izhe	pronoun:locative:plural:neuter:none:animate	pronoun	strict	нихже	ни́хже	ponomar-elizabeth-bible-2026-08-09	Acts.13.39	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:genitive:plural:feminine:none:animate,pronoun:genitive:plural:feminine:none:inanimate,pronoun:genitive:plural:masculine:none:animate,pronoun:genitive:plural:masculine:none:inanimate,pronoun:genitive:plural:neuter:none:animate,pronoun:genitive:plural:neuter:none:inanimate,pronoun:locative:plural:feminine:none:animate,pronoun:locative:plural:feminine:none:inanimate,pronoun:locative:plural:masculine:none:animate,pronoun:locative:plural:masculine:none:inanimate,pronoun:locative:plural:neuter:none:animate,pronoun:locative:plural:neuter:none:inanimate
678	synodal:pronoun:izhe	pronoun:locative:plural:neuter:none:inanimate	pronoun	strict	нихже	ни́хже	ponomar-elizabeth-bible-2026-08-09	Acts.13.39	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:genitive:plural:feminine:none:animate,pronoun:genitive:plural:feminine:none:inanimate,pronoun:genitive:plural:masculine:none:animate,pronoun:genitive:plural:masculine:none:inanimate,pronoun:genitive:plural:neuter:none:animate,pronoun:genitive:plural:neuter:none:inanimate,pronoun:locative:plural:feminine:none:animate,pronoun:locative:plural:feminine:none:inanimate,pronoun:locative:plural:masculine:none:animate,pronoun:locative:plural:masculine:none:inanimate,pronoun:locative:plural:neuter:none:animate,pronoun:locative:plural:neuter:none:inanimate
679	synodal:pronoun:izhe	pronoun:locative:singular:feminine:none:animate	pronoun	strict	нейже	не́йже	ponomar-elizabeth-bible-2026-08-09	Gen.24.7	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:locative:singular:feminine:none:animate,pronoun:locative:singular:feminine:none:inanimate
680	synodal:pronoun:izhe	pronoun:locative:singular:feminine:none:inanimate	pronoun	strict	нейже	не́йже	ponomar-elizabeth-bible-2026-08-09	Gen.24.7	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:locative:singular:feminine:none:animate,pronoun:locative:singular:feminine:none:inanimate
681	synodal:pronoun:izhe	pronoun:locative:singular:masculine:none:animate	pronoun	strict	немже	не́мже	ponomar-elizabeth-bible-2026-08-09	Acts.20.28	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:locative:singular:masculine:none:animate,pronoun:locative:singular:masculine:none:inanimate,pronoun:locative:singular:neuter:none:animate,pronoun:locative:singular:neuter:none:inanimate
682	synodal:pronoun:izhe	pronoun:locative:singular:masculine:none:inanimate	pronoun	strict	немже	не́мже	ponomar-elizabeth-bible-2026-08-09	Acts.20.28	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:locative:singular:masculine:none:animate,pronoun:locative:singular:masculine:none:inanimate,pronoun:locative:singular:neuter:none:animate,pronoun:locative:singular:neuter:none:inanimate
683	synodal:pronoun:izhe	pronoun:locative:singular:neuter:none:animate	pronoun	strict	немже	не́мже	ponomar-elizabeth-bible-2026-08-09	Acts.20.28	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:locative:singular:masculine:none:animate,pronoun:locative:singular:masculine:none:inanimate,pronoun:locative:singular:neuter:none:animate,pronoun:locative:singular:neuter:none:inanimate
684	synodal:pronoun:izhe	pronoun:locative:singular:neuter:none:inanimate	pronoun	strict	немже	не́мже	ponomar-elizabeth-bible-2026-08-09	Acts.20.28	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:locative:singular:masculine:none:animate,pronoun:locative:singular:masculine:none:inanimate,pronoun:locative:singular:neuter:none:animate,pronoun:locative:singular:neuter:none:inanimate
685	synodal:pronoun:izhe	pronoun:nominative:plural:feminine:none:animate	pronoun	strict	ꙗже	ꙗ҆̀же	ponomar-elizabeth-bible-2026-08-09	Acts.1.1	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:nominative:plural:feminine:none:animate,pronoun:nominative:plural:feminine:none:inanimate,pronoun:nominative:plural:neuter:none:animate,pronoun:nominative:plural:neuter:none:inanimate
686	synodal:pronoun:izhe	pronoun:nominative:plural:feminine:none:inanimate	pronoun	strict	ꙗже	ꙗ҆̀же	ponomar-elizabeth-bible-2026-08-09	Acts.1.1	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:nominative:plural:feminine:none:animate,pronoun:nominative:plural:feminine:none:inanimate,pronoun:nominative:plural:neuter:none:animate,pronoun:nominative:plural:neuter:none:inanimate
687	synodal:pronoun:izhe	pronoun:nominative:plural:masculine:none:animate	pronoun	strict	иже	и҆̀же	ponomar-elizabeth-bible-2026-08-09	Acts.10.41	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:nominative:plural:masculine:none:animate,pronoun:nominative:plural:masculine:none:inanimate
688	synodal:pronoun:izhe	pronoun:nominative:plural:masculine:none:inanimate	pronoun	strict	иже	и҆̀же	ponomar-elizabeth-bible-2026-08-09	Acts.10.41	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:nominative:plural:masculine:none:animate,pronoun:nominative:plural:masculine:none:inanimate
689	synodal:pronoun:izhe	pronoun:nominative:plural:neuter:none:animate	pronoun	strict	ꙗже	ꙗ҆̀же	ponomar-elizabeth-bible-2026-08-09	Acts.1.1	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:nominative:plural:feminine:none:animate,pronoun:nominative:plural:feminine:none:inanimate,pronoun:nominative:plural:neuter:none:animate,pronoun:nominative:plural:neuter:none:inanimate
690	synodal:pronoun:izhe	pronoun:nominative:plural:neuter:none:inanimate	pronoun	strict	ꙗже	ꙗ҆̀же	ponomar-elizabeth-bible-2026-08-09	Acts.1.1	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:nominative:plural:feminine:none:animate,pronoun:nominative:plural:feminine:none:inanimate,pronoun:nominative:plural:neuter:none:animate,pronoun:nominative:plural:neuter:none:inanimate
691	synodal:pronoun:izhe	pronoun:nominative:singular:feminine:none:animate	pronoun	strict	ꙗже	ꙗ҆́же	ponomar-elizabeth-bible-2026-08-09	Acts.1.12	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:nominative:singular:feminine:none:animate,pronoun:nominative:singular:feminine:none:inanimate
692	synodal:pronoun:izhe	pronoun:nominative:singular:feminine:none:inanimate	pronoun	strict	ꙗже	ꙗ҆́же	ponomar-elizabeth-bible-2026-08-09	Acts.1.12	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:nominative:singular:feminine:none:animate,pronoun:nominative:singular:feminine:none:inanimate
693	synodal:pronoun:izhe	pronoun:nominative:singular:masculine:none:inanimate	pronoun	strict	иже	и҆́же	ponomar-elizabeth-bible-2026-08-09	Acts.10.38	normative	candidate-unreviewed	requires context review and confirmation that the surface uniquely identifies this cell
694	synodal:pronoun:izhe	pronoun:nominative:singular:neuter:none:animate	pronoun	strict	єже	є҆́же	ponomar-elizabeth-bible-2026-08-09	Acts.1.16	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:nominative:singular:neuter:none:animate,pronoun:nominative:singular:neuter:none:inanimate
695	synodal:pronoun:izhe	pronoun:nominative:singular:neuter:none:inanimate	pronoun	strict	єже	є҆́же	ponomar-elizabeth-bible-2026-08-09	Acts.1.16	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:nominative:singular:neuter:none:animate,pronoun:nominative:singular:neuter:none:inanimate
696	synodal:pronoun:kto	pronoun:accusative:singular:any:none:animate	pronoun	strict	кого	кого̀	ponomar-elizabeth-bible-2026-08-09	Col.3.13	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:accusative:singular:any:none:animate,pronoun:accusative:singular:any:none:inanimate
697	synodal:pronoun:kto	pronoun:accusative:singular:any:none:inanimate	pronoun	strict	кого	кого̀	ponomar-elizabeth-bible-2026-08-09	Col.3.13	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:accusative:singular:any:none:animate,pronoun:accusative:singular:any:none:inanimate
698	synodal:pronoun:kto	pronoun:dative:singular:any:none:animate	pronoun	strict	комꙋ	комꙋ̀	ponomar-elizabeth-bible-2026-08-09	Acts.24.12	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:dative:singular:any:none:animate,pronoun:dative:singular:any:none:inanimate
699	synodal:pronoun:kto	pronoun:dative:singular:any:none:inanimate	pronoun	strict	комꙋ	комꙋ̀	ponomar-elizabeth-bible-2026-08-09	Acts.24.12	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:dative:singular:any:none:animate,pronoun:dative:singular:any:none:inanimate
700	synodal:pronoun:kto	pronoun:genitive:singular:any:none:animate	pronoun	strict	когѡ	когѡ̀	ponomar-elizabeth-bible-2026-08-09	Jn.18.7	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:genitive:singular:any:none:animate,pronoun:genitive:singular:any:none:inanimate
701	synodal:pronoun:kto	pronoun:genitive:singular:any:none:inanimate	pronoun	strict	когѡ	когѡ̀	ponomar-elizabeth-bible-2026-08-09	Jn.18.7	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:genitive:singular:any:none:animate,pronoun:genitive:singular:any:none:inanimate
702	synodal:pronoun:kto	pronoun:instrumental:singular:any:none:animate	pronoun	strict	кимъ	ки́мъ	ponomar-elizabeth-bible-2026-08-09	Isa.40.14	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:instrumental:singular:any:none:animate,pronoun:instrumental:singular:any:none:inanimate
703	synodal:pronoun:kto	pronoun:instrumental:singular:any:none:inanimate	pronoun	strict	кимъ	ки́мъ	ponomar-elizabeth-bible-2026-08-09	Isa.40.14	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:instrumental:singular:any:none:animate,pronoun:instrumental:singular:any:none:inanimate
704	synodal:pronoun:kto	pronoun:locative:singular:any:none:animate	pronoun	strict	комъ	ко́мъ	ponomar-elizabeth-bible-2026-08-09	Deut.21.22	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:locative:singular:any:none:animate,pronoun:locative:singular:any:none:inanimate
705	synodal:pronoun:kto	pronoun:locative:singular:any:none:inanimate	pronoun	strict	комъ	ко́мъ	ponomar-elizabeth-bible-2026-08-09	Deut.21.22	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:locative:singular:any:none:animate,pronoun:locative:singular:any:none:inanimate
706	synodal:pronoun:kto	pronoun:nominative:singular:any:none:animate	pronoun	strict	кто	кто̀	ponomar-elizabeth-bible-2026-08-09	Acts.21.33	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:nominative:singular:any:none:animate,pronoun:nominative:singular:any:none:inanimate
707	synodal:pronoun:kto	pronoun:nominative:singular:any:none:inanimate	pronoun	strict	кто	кто̀	ponomar-elizabeth-bible-2026-08-09	Acts.21.33	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:nominative:singular:any:none:animate,pronoun:nominative:singular:any:none:inanimate
708	synodal:pronoun:moi	pronoun:accusative:dual:feminine:none:inanimate	pronoun	strict	мои	моѝ	ponomar-elizabeth-bible-2026-08-09	Dan.4.33	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:accusative:dual:feminine:none:inanimate,pronoun:accusative:dual:neuter:none:inanimate,pronoun:nominative:dual:feminine:none:animate,pronoun:nominative:dual:feminine:none:inanimate,pronoun:nominative:dual:neuter:none:animate,pronoun:nominative:dual:neuter:none:inanimate,pronoun:nominative:plural:masculine:none:animate,pronoun:nominative:plural:masculine:none:inanimate
709	synodal:pronoun:moi	pronoun:accusative:dual:masculine:none:inanimate	pronoun	strict	моѧ	моѧ̑	ponomar-elizabeth-bible-2026-08-09	Acts.11.8	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:accusative:dual:masculine:none:inanimate,pronoun:accusative:plural:feminine:none:inanimate,pronoun:accusative:plural:masculine:none:inanimate,pronoun:accusative:plural:neuter:none:inanimate,pronoun:nominative:dual:masculine:none:animate,pronoun:nominative:dual:masculine:none:inanimate,pronoun:nominative:plural:feminine:none:animate,pronoun:nominative:plural:feminine:none:inanimate,pronoun:nominative:plural:neuter:none:animate,pronoun:nominative:plural:neuter:none:inanimate
710	synodal:pronoun:moi	pronoun:accusative:dual:neuter:none:inanimate	pronoun	strict	мои	моѝ	ponomar-elizabeth-bible-2026-08-09	Dan.4.33	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:accusative:dual:feminine:none:inanimate,pronoun:accusative:dual:neuter:none:inanimate,pronoun:nominative:dual:feminine:none:animate,pronoun:nominative:dual:feminine:none:inanimate,pronoun:nominative:dual:neuter:none:animate,pronoun:nominative:dual:neuter:none:inanimate,pronoun:nominative:plural:masculine:none:animate,pronoun:nominative:plural:masculine:none:inanimate
