rank	lexeme_id	cell	system	policy	expected_expanded	expected_printed	source_id	passage	provenance	decision	review_reason
609	synodal:pronoun:az	pronoun:locative:plural:any:first:inanimate	pronoun	strict	насъ	на́съ	ponomar-elizabeth-bible-2026-08-09	Acts.16.16	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:accusative:plural:any:first:animate,pronoun:accusative:plural:any:first:inanimate,pronoun:genitive:plural:any:first:animate,pronoun:genitive:plural:any:first:inanimate,pronoun:locative:plural:any:first:animate,pronoun:locative:plural:any:first:inanimate
610	synodal:pronoun:az	pronoun:locative:singular:any:first:animate	pronoun	strict	мнѣ	мнѣ̀	ponomar-elizabeth-bible-2026-08-09	Acts.20.22	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:locative:singular:any:first:animate,pronoun:locative:singular:any:first:inanimate
611	synodal:pronoun:az	pronoun:locative:singular:any:first:inanimate	pronoun	strict	мнѣ	мнѣ̀	ponomar-elizabeth-bible-2026-08-09	Acts.20.22	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:locative:singular:any:first:animate,pronoun:locative:singular:any:first:inanimate
612	synodal:pronoun:az	pronoun:nominative:dual:any:first:animate	pronoun	strict	мы	мы̀	ponomar-elizabeth-bible-2026-08-09	Acts.21.25	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:nominative:dual:any:first:animate,pronoun:nominative:dual:any:first:inanimate,pronoun:nominative:plural:any:first:animate,pronoun:nominative:plural:any:first:inanimate
613	synodal:pronoun:az	pronoun:nominative:dual:any:first:inanimate	pronoun	strict	мы	мы̀	ponomar-elizabeth-bible-2026-08-09	Acts.21.25	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:nominative:dual:any:first:animate,pronoun:nominative:dual:any:first:inanimate,pronoun:nominative:plural:any:first:animate,pronoun:nominative:plural:any:first:inanimate
614	synodal:pronoun:az	pronoun:nominative:plural:any:first:animate	pronoun	strict	мы	мы̀	ponomar-elizabeth-bible-2026-08-09	Acts.21.25	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:nominative:dual:any:first:animate,pronoun:nominative:dual:any:first:inanimate,pronoun:nominative:plural:any:first:animate,pronoun:nominative:plural:any:first:inanimate
615	synodal:pronoun:az	pronoun:nominative:plural:any:first:inanimate	pronoun	strict	мы	мы̀	ponomar-elizabeth-bible-2026-08-09	Acts.21.25	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:nominative:dual:any:first:animate,pronoun:nominative:dual:any:first:inanimate,pronoun:nominative:plural:any:first:animate,pronoun:nominative:plural:any:first:inanimate
616	synodal:pronoun:az	pronoun:nominative:plural:masculine:first:animate	pronoun	strict	мы	мы́	ponomar-elizabeth-bible-2026-08-09	Ezek.11.3	exact-attestation	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:nominative:plural:masculine:first:animate,pronoun:nominative:plural:masculine:first:inanimate
617	synodal:pronoun:az	pronoun:nominative:plural:masculine:first:inanimate	pronoun	strict	мы	мы́	ponomar-elizabeth-bible-2026-08-09	Ezek.11.3	exact-attestation	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:nominative:plural:masculine:first:animate,pronoun:nominative:plural:masculine:first:inanimate
618	synodal:pronoun:az	pronoun:nominative:singular:any:first:animate	pronoun	strict	азъ	а҆́зъ	ponomar-elizabeth-bible-2026-08-09	Acts.10.26	normative	candidate-unreviewed	requires context review and confirmation that the surface uniquely identifies this cell
619	synodal:pronoun:chto	pronoun:accusative:singular:any:none:animate	pronoun	strict	что	что̀	ponomar-elizabeth-bible-2026-08-09	Acts.12.18	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:accusative:singular:any:none:animate,pronoun:accusative:singular:any:none:inanimate,pronoun:nominative:singular:any:none:animate,pronoun:nominative:singular:any:none:inanimate
620	synodal:pronoun:chto	pronoun:accusative:singular:any:none:inanimate	pronoun	strict	что	что̀	ponomar-elizabeth-bible-2026-08-09	Acts.12.18	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:accusative:singular:any:none:animate,pronoun:accusative:singular:any:none:inanimate,pronoun:nominative:singular:any:none:animate,pronoun:nominative:singular:any:none:inanimate
621	synodal:pronoun:chto	pronoun:genitive:singular:any:none:animate	pronoun	strict	чегѡ	чегѡ̀	ponomar-elizabeth-bible-2026-08-09	I_Kings.18.8	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:genitive:singular:any:none:animate,pronoun:genitive:singular:any:none:inanimate
622	synodal:pronoun:chto	pronoun:genitive:singular:any:none:inanimate	pronoun	strict	чегѡ	чегѡ̀	ponomar-elizabeth-bible-2026-08-09	I_Kings.18.8	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:genitive:singular:any:none:animate,pronoun:genitive:singular:any:none:inanimate
623	synodal:pronoun:chto	pronoun:instrumental:singular:any:none:animate	pronoun	strict	чимъ	чи́мъ	ponomar-elizabeth-bible-2026-08-09	Gen.44.16	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:instrumental:singular:any:none:animate,pronoun:instrumental:singular:any:none:inanimate
624	synodal:pronoun:chto	pronoun:instrumental:singular:any:none:inanimate	pronoun	strict	чимъ	чи́мъ	ponomar-elizabeth-bible-2026-08-09	Gen.44.16	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:instrumental:singular:any:none:animate,pronoun:instrumental:singular:any:none:inanimate
625	synodal:pronoun:chto	pronoun:locative:singular:any:none:animate	pronoun	strict	чемъ	че́мъ	ponomar-elizabeth-bible-2026-08-09	III_Kings.20.14	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:locative:singular:any:none:animate,pronoun:locative:singular:any:none:inanimate
626	synodal:pronoun:chto	pronoun:locative:singular:any:none:inanimate	pronoun	strict	чемъ	че́мъ	ponomar-elizabeth-bible-2026-08-09	III_Kings.20.14	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:locative:singular:any:none:animate,pronoun:locative:singular:any:none:inanimate
627	synodal:pronoun:chto	pronoun:nominative:singular:any:none:animate	pronoun	strict	что	что̀	ponomar-elizabeth-bible-2026-08-09	Acts.12.18	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:accusative:singular:any:none:animate,pronoun:accusative:singular:any:none:inanimate,pronoun:nominative:singular:any:none:animate,pronoun:nominative:singular:any:none:inanimate
628	synodal:pronoun:chto	pronoun:nominative:singular:any:none:inanimate	pronoun	strict	что	что̀	ponomar-elizabeth-bible-2026-08-09	Acts.12.18	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:accusative:singular:any:none:animate,pronoun:accusative:singular:any:none:inanimate,pronoun:nominative:singular:any:none:animate,pronoun:nominative:singular:any:none:inanimate
629	synodal:pronoun:elik	pronoun:accusative:plural:neuter:none:inanimate	pronoun	strict	єлика	є҆ли̑ка	ponomar-elizabeth-bible-2026-08-09	Acts.14.27	exact-attestation	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:accusative:plural:neuter:none:inanimate,pronoun:nominative:plural:neuter:none:animate,pronoun:nominative:plural:neuter:none:inanimate
630	synodal:pronoun:elik	pronoun:nominative:plural:masculine:none:animate	pronoun	strict	єлики	є҆ли̑ки	ponomar-elizabeth-bible-2026-08-09	Deut.12.17	exact-attestation	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:nominative:plural:masculine:none:animate,pronoun:nominative:plural:masculine:none:inanimate
631	synodal:pronoun:elik	pronoun:nominative:plural:masculine:none:inanimate	pronoun	strict	єлики	є҆ли̑ки	ponomar-elizabeth-bible-2026-08-09	Deut.12.17	exact-attestation	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:nominative:plural:masculine:none:animate,pronoun:nominative:plural:masculine:none:inanimate
632	synodal:pronoun:elik	pronoun:nominative:plural:neuter:none:animate	pronoun	strict	єлика	є҆ли̑ка	ponomar-elizabeth-bible-2026-08-09	Acts.14.27	exact-attestation	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:accusative:plural:neuter:none:inanimate,pronoun:nominative:plural:neuter:none:animate,pronoun:nominative:plural:neuter:none:inanimate
633	synodal:pronoun:elik	pronoun:nominative:plural:neuter:none:inanimate	pronoun	strict	єлика	є҆ли̑ка	ponomar-elizabeth-bible-2026-08-09	Acts.14.27	exact-attestation	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:accusative:plural:neuter:none:inanimate,pronoun:nominative:plural:neuter:none:animate,pronoun:nominative:plural:neuter:none:inanimate
634	synodal:pronoun:izhe	pronoun:accusative:plural:feminine:none:animate	pronoun	strict	ихже	и҆̀хже	ponomar-elizabeth-bible-2026-08-09	Acts.1.2	normative	candidate-unreviewed	requires context review and confirmation that the surface uniquely identifies this cell
635	synodal:pronoun:izhe	pronoun:accusative:plural:feminine:none:inanimate	pronoun	strict	нѧже	нѧ́же	ponomar-elizabeth-bible-2026-08-09	Apoc.2.13	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:accusative:plural:feminine:none:inanimate,pronoun:accusative:plural:neuter:none:inanimate
636	synodal:pronoun:izhe	pronoun:accusative:plural:neuter:none:inanimate	pronoun	strict	нѧже	нѧ́же	ponomar-elizabeth-bible-2026-08-09	Apoc.2.13	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:accusative:plural:feminine:none:inanimate,pronoun:accusative:plural:neuter:none:inanimate
637	synodal:pronoun:izhe	pronoun:accusative:singular:feminine:none:animate	pronoun	strict	нюже	ню́же	ponomar-elizabeth-bible-2026-08-09	Deut.11.25	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:accusative:singular:feminine:none:animate,pronoun:accusative:singular:feminine:none:inanimate
638	synodal:pronoun:izhe	pronoun:accusative:singular:feminine:none:inanimate	pronoun	strict	нюже	ню́же	ponomar-elizabeth-bible-2026-08-09	Deut.11.25	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:accusative:singular:feminine:none:animate,pronoun:accusative:singular:feminine:none:inanimate
639	synodal:pronoun:izhe	pronoun:dative:plural:feminine:none:animate	pronoun	strict	имже	и҆̀мже	ponomar-elizabeth-bible-2026-08-09	Dan.1.4	exact-attestation	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:dative:plural:feminine:none:animate,pronoun:dative:plural:feminine:none:inanimate,pronoun:dative:plural:masculine:none:animate,pronoun:dative:plural:masculine:none:inanimate,pronoun:dative:plural:neuter:none:animate,pronoun:dative:plural:neuter:none:inanimate
640	synodal:pronoun:izhe	pronoun:dative:plural:feminine:none:inanimate	pronoun	strict	имже	и҆̀мже	ponomar-elizabeth-bible-2026-08-09	Dan.1.4	exact-attestation	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:dative:plural:feminine:none:animate,pronoun:dative:plural:feminine:none:inanimate,pronoun:dative:plural:masculine:none:animate,pronoun:dative:plural:masculine:none:inanimate,pronoun:dative:plural:neuter:none:animate,pronoun:dative:plural:neuter:none:inanimate
641	synodal:pronoun:izhe	pronoun:dative:plural:masculine:none:animate	pronoun	strict	имже	и҆̀мже	ponomar-elizabeth-bible-2026-08-09	Dan.1.4	exact-attestation	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:dative:plural:feminine:none:animate,pronoun:dative:plural:feminine:none:inanimate,pronoun:dative:plural:masculine:none:animate,pronoun:dative:plural:masculine:none:inanimate,pronoun:dative:plural:neuter:none:animate,pronoun:dative:plural:neuter:none:inanimate
642	synodal:pronoun:izhe	pronoun:dative:plural:masculine:none:inanimate	pronoun	strict	имже	и҆̀мже	ponomar-elizabeth-bible-2026-08-09	Dan.1.4	exact-attestation	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:dative:plural:feminine:none:animate,pronoun:dative:plural:feminine:none:inanimate,pronoun:dative:plural:masculine:none:animate,pronoun:dative:plural:masculine:none:inanimate,pronoun:dative:plural:neuter:none:animate,pronoun:dative:plural:neuter:none:inanimate
643	synodal:pronoun:izhe	pronoun:dative:plural:neuter:none:animate	pronoun	strict	имже	и҆̀мже	ponomar-elizabeth-bible-2026-08-09	Dan.1.4	exact-attestation	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:dative:plural:feminine:none:animate,pronoun:dative:plural:feminine:none:inanimate,pronoun:dative:plural:masculine:none:animate,pronoun:dative:plural:masculine:none:inanimate,pronoun:dative:plural:neuter:none:animate,pronoun:dative:plural:neuter:none:inanimate
644	synodal:pronoun:izhe	pronoun:dative:plural:neuter:none:inanimate	pronoun	strict	имже	и҆̀мже	ponomar-elizabeth-bible-2026-08-09	Dan.1.4	exact-attestation	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:dative:plural:feminine:none:animate,pronoun:dative:plural:feminine:none:inanimate,pronoun:dative:plural:masculine:none:animate,pronoun:dative:plural:masculine:none:inanimate,pronoun:dative:plural:neuter:none:animate,pronoun:dative:plural:neuter:none:inanimate
645	synodal:pronoun:izhe	pronoun:dative:singular:masculine:none:animate	pronoun	strict	ємꙋже	є҆мꙋ́же	ponomar-elizabeth-bible-2026-08-09	Acts.13.22	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:dative:singular:masculine:none:animate,pronoun:dative:singular:masculine:none:inanimate,pronoun:dative:singular:neuter:none:animate,pronoun:dative:singular:neuter:none:inanimate
646	synodal:pronoun:izhe	pronoun:dative:singular:masculine:none:inanimate	pronoun	strict	ємꙋже	є҆мꙋ́же	ponomar-elizabeth-bible-2026-08-09	Acts.13.22	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:dative:singular:masculine:none:animate,pronoun:dative:singular:masculine:none:inanimate,pronoun:dative:singular:neuter:none:animate,pronoun:dative:singular:neuter:none:inanimate
647	synodal:pronoun:izhe	pronoun:dative:singular:neuter:none:animate	pronoun	strict	ємꙋже	є҆мꙋ́же	ponomar-elizabeth-bible-2026-08-09	Acts.13.22	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:dative:singular:masculine:none:animate,pronoun:dative:singular:masculine:none:inanimate,pronoun:dative:singular:neuter:none:animate,pronoun:dative:singular:neuter:none:inanimate
648	synodal:pronoun:izhe	pronoun:dative:singular:neuter:none:inanimate	pronoun	strict	ємꙋже	є҆мꙋ́же	ponomar-elizabeth-bible-2026-08-09	Acts.13.22	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:dative:singular:masculine:none:animate,pronoun:dative:singular:masculine:none:inanimate,pronoun:dative:singular:neuter:none:animate,pronoun:dative:singular:neuter:none:inanimate
649	synodal:pronoun:izhe	pronoun:genitive:plural:feminine:none:animate	pronoun	strict	нихже	ни́хже	ponomar-elizabeth-bible-2026-08-09	Acts.13.39	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:genitive:plural:feminine:none:animate,pronoun:genitive:plural:feminine:none:inanimate,pronoun:genitive:plural:masculine:none:animate,pronoun:genitive:plural:masculine:none:inanimate,pronoun:genitive:plural:neuter:none:animate,pronoun:genitive:plural:neuter:none:inanimate,pronoun:locative:plural:feminine:none:animate,pronoun:locative:plural:feminine:none:inanimate,pronoun:locative:plural:masculine:none:animate,pronoun:locative:plural:masculine:none:inanimate,pronoun:locative:plural:neuter:none:animate,pronoun:locative:plural:neuter:none:inanimate
650	synodal:pronoun:izhe	pronoun:genitive:plural:feminine:none:inanimate	pronoun	strict	нихже	ни́хже	ponomar-elizabeth-bible-2026-08-09	Acts.13.39	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:genitive:plural:feminine:none:animate,pronoun:genitive:plural:feminine:none:inanimate,pronoun:genitive:plural:masculine:none:animate,pronoun:genitive:plural:masculine:none:inanimate,pronoun:genitive:plural:neuter:none:animate,pronoun:genitive:plural:neuter:none:inanimate,pronoun:locative:plural:feminine:none:animate,pronoun:locative:plural:feminine:none:inanimate,pronoun:locative:plural:masculine:none:animate,pronoun:locative:plural:masculine:none:inanimate,pronoun:locative:plural:neuter:none:animate,pronoun:locative:plural:neuter:none:inanimate
651	synodal:pronoun:izhe	pronoun:genitive:plural:masculine:none:animate	pronoun	strict	нихже	ни́хже	ponomar-elizabeth-bible-2026-08-09	Acts.13.39	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:genitive:plural:feminine:none:animate,pronoun:genitive:plural:feminine:none:inanimate,pronoun:genitive:plural:masculine:none:animate,pronoun:genitive:plural:masculine:none:inanimate,pronoun:genitive:plural:neuter:none:animate,pronoun:genitive:plural:neuter:none:inanimate,pronoun:locative:plural:feminine:none:animate,pronoun:locative:plural:feminine:none:inanimate,pronoun:locative:plural:masculine:none:animate,pronoun:locative:plural:masculine:none:inanimate,pronoun:locative:plural:neuter:none:animate,pronoun:locative:plural:neuter:none:inanimate
652	synodal:pronoun:izhe	pronoun:genitive:plural:masculine:none:inanimate	pronoun	strict	нихже	ни́хже	ponomar-elizabeth-bible-2026-08-09	Acts.13.39	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:genitive:plural:feminine:none:animate,pronoun:genitive:plural:feminine:none:inanimate,pronoun:genitive:plural:masculine:none:animate,pronoun:genitive:plural:masculine:none:inanimate,pronoun:genitive:plural:neuter:none:animate,pronoun:genitive:plural:neuter:none:inanimate,pronoun:locative:plural:feminine:none:animate,pronoun:locative:plural:feminine:none:inanimate,pronoun:locative:plural:masculine:none:animate,pronoun:locative:plural:masculine:none:inanimate,pronoun:locative:plural:neuter:none:animate,pronoun:locative:plural:neuter:none:inanimate
653	synodal:pronoun:izhe	pronoun:genitive:plural:neuter:none:animate	pronoun	strict	нихже	ни́хже	ponomar-elizabeth-bible-2026-08-09	Acts.13.39	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:genitive:plural:feminine:none:animate,pronoun:genitive:plural:feminine:none:inanimate,pronoun:genitive:plural:masculine:none:animate,pronoun:genitive:plural:masculine:none:inanimate,pronoun:genitive:plural:neuter:none:animate,pronoun:genitive:plural:neuter:none:inanimate,pronoun:locative:plural:feminine:none:animate,pronoun:locative:plural:feminine:none:inanimate,pronoun:locative:plural:masculine:none:animate,pronoun:locative:plural:masculine:none:inanimate,pronoun:locative:plural:neuter:none:animate,pronoun:locative:plural:neuter:none:inanimate
654	synodal:pronoun:izhe	pronoun:genitive:plural:neuter:none:inanimate	pronoun	strict	нихже	ни́хже	ponomar-elizabeth-bible-2026-08-09	Acts.13.39	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:genitive:plural:feminine:none:animate,pronoun:genitive:plural:feminine:none:inanimate,pronoun:genitive:plural:masculine:none:animate,pronoun:genitive:plural:masculine:none:inanimate,pronoun:genitive:plural:neuter:none:animate,pronoun:genitive:plural:neuter:none:inanimate,pronoun:locative:plural:feminine:none:animate,pronoun:locative:plural:feminine:none:inanimate,pronoun:locative:plural:masculine:none:animate,pronoun:locative:plural:masculine:none:inanimate,pronoun:locative:plural:neuter:none:animate,pronoun:locative:plural:neuter:none:inanimate
655	synodal:pronoun:izhe	pronoun:genitive:singular:feminine:none:animate	pronoun	strict	єѧже	є҆ѧ́же	ponomar-elizabeth-bible-2026-08-09	Acts.23.28	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:genitive:singular:feminine:none:animate,pronoun:genitive:singular:feminine:none:inanimate
656	synodal:pronoun:izhe	pronoun:genitive:singular:feminine:none:inanimate	pronoun	strict	єѧже	є҆ѧ́же	ponomar-elizabeth-bible-2026-08-09	Acts.23.28	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:genitive:singular:feminine:none:animate,pronoun:genitive:singular:feminine:none:inanimate
657	synodal:pronoun:izhe	pronoun:genitive:singular:masculine:none:animate	pronoun	strict	негѡже	негѡ́же	ponomar-elizabeth-bible-2026-08-09	Col.1.9	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:genitive:singular:masculine:none:animate,pronoun:genitive:singular:masculine:none:inanimate,pronoun:genitive:singular:neuter:none:animate,pronoun:genitive:singular:neuter:none:inanimate
658	synodal:pronoun:izhe	pronoun:genitive:singular:masculine:none:inanimate	pronoun	strict	негѡже	негѡ́же	ponomar-elizabeth-bible-2026-08-09	Col.1.9	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:genitive:singular:masculine:none:animate,pronoun:genitive:singular:masculine:none:inanimate,pronoun:genitive:singular:neuter:none:animate,pronoun:genitive:singular:neuter:none:inanimate
659	synodal:pronoun:izhe	pronoun:genitive:singular:neuter:none:animate	pronoun	strict	негѡже	негѡ́же	ponomar-elizabeth-bible-2026-08-09	Col.1.9	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:genitive:singular:masculine:none:animate,pronoun:genitive:singular:masculine:none:inanimate,pronoun:genitive:singular:neuter:none:animate,pronoun:genitive:singular:neuter:none:inanimate
660	synodal:pronoun:izhe	pronoun:genitive:singular:neuter:none:inanimate	pronoun	strict	негѡже	негѡ́же	ponomar-elizabeth-bible-2026-08-09	Col.1.9	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:genitive:singular:masculine:none:animate,pronoun:genitive:singular:masculine:none:inanimate,pronoun:genitive:singular:neuter:none:animate,pronoun:genitive:singular:neuter:none:inanimate
661	synodal:pronoun:izhe	pronoun:instrumental:plural:feminine:none:animate	pronoun	strict	имиже	и҆́миже	ponomar-elizabeth-bible-2026-08-09	Epistle.1.2	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:instrumental:plural:feminine:none:animate,pronoun:instrumental:plural:feminine:none:inanimate,pronoun:instrumental:plural:masculine:none:animate,pronoun:instrumental:plural:masculine:none:inanimate,pronoun:instrumental:plural:neuter:none:animate,pronoun:instrumental:plural:neuter:none:inanimate
662	synodal:pronoun:izhe	pronoun:instrumental:plural:feminine:none:inanimate	pronoun	strict	имиже	и҆́миже	ponomar-elizabeth-bible-2026-08-09	Epistle.1.2	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:instrumental:plural:feminine:none:animate,pronoun:instrumental:plural:feminine:none:inanimate,pronoun:instrumental:plural:masculine:none:animate,pronoun:instrumental:plural:masculine:none:inanimate,pronoun:instrumental:plural:neuter:none:animate,pronoun:instrumental:plural:neuter:none:inanimate
663	synodal:pronoun:izhe	pronoun:instrumental:plural:masculine:none:animate	pronoun	strict	имиже	и҆́миже	ponomar-elizabeth-bible-2026-08-09	Epistle.1.2	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:instrumental:plural:feminine:none:animate,pronoun:instrumental:plural:feminine:none:inanimate,pronoun:instrumental:plural:masculine:none:animate,pronoun:instrumental:plural:masculine:none:inanimate,pronoun:instrumental:plural:neuter:none:animate,pronoun:instrumental:plural:neuter:none:inanimate
664	synodal:pronoun:izhe	pronoun:instrumental:plural:masculine:none:inanimate	pronoun	strict	имиже	и҆́миже	ponomar-elizabeth-bible-2026-08-09	Epistle.1.2	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:instrumental:plural:feminine:none:animate,pronoun:instrumental:plural:feminine:none:inanimate,pronoun:instrumental:plural:masculine:none:animate,pronoun:instrumental:plural:masculine:none:inanimate,pronoun:instrumental:plural:neuter:none:animate,pronoun:instrumental:plural:neuter:none:inanimate
665	synodal:pronoun:izhe	pronoun:instrumental:plural:neuter:none:animate	pronoun	strict	имиже	и҆́миже	ponomar-elizabeth-bible-2026-08-09	Epistle.1.2	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:instrumental:plural:feminine:none:animate,pronoun:instrumental:plural:feminine:none:inanimate,pronoun:instrumental:plural:masculine:none:animate,pronoun:instrumental:plural:masculine:none:inanimate,pronoun:instrumental:plural:neuter:none:animate,pronoun:instrumental:plural:neuter:none:inanimate
666	synodal:pronoun:izhe	pronoun:instrumental:plural:neuter:none:inanimate	pronoun	strict	имиже	и҆́миже	ponomar-elizabeth-bible-2026-08-09	Epistle.1.2	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:instrumental:plural:feminine:none:animate,pronoun:instrumental:plural:feminine:none:inanimate,pronoun:instrumental:plural:masculine:none:animate,pronoun:instrumental:plural:masculine:none:inanimate,pronoun:instrumental:plural:neuter:none:animate,pronoun:instrumental:plural:neuter:none:inanimate
667	synodal:pronoun:izhe	pronoun:instrumental:singular:feminine:none:animate	pronoun	strict	єюже	є҆́юже	ponomar-elizabeth-bible-2026-08-09	Apoc.18.6	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:instrumental:singular:feminine:none:animate,pronoun:instrumental:singular:feminine:none:inanimate
668	synodal:pronoun:izhe	pronoun:instrumental:singular:feminine:none:inanimate	pronoun	strict	єюже	є҆́юже	ponomar-elizabeth-bible-2026-08-09	Apoc.18.6	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:instrumental:singular:feminine:none:animate,pronoun:instrumental:singular:feminine:none:inanimate
669	synodal:pronoun:izhe	pronoun:instrumental:singular:masculine:none:animate	pronoun	strict	имже	и҆́мже	ponomar-elizabeth-bible-2026-08-09	Acts.6.10	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:instrumental:singular:masculine:none:animate,pronoun:instrumental:singular:masculine:none:inanimate,pronoun:instrumental:singular:neuter:none:animate,pronoun:instrumental:singular:neuter:none:inanimate
670	synodal:pronoun:izhe	pronoun:instrumental:singular:masculine:none:inanimate	pronoun	strict	имже	и҆́мже	ponomar-elizabeth-bible-2026-08-09	Acts.6.10	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:instrumental:singular:masculine:none:animate,pronoun:instrumental:singular:masculine:none:inanimate,pronoun:instrumental:singular:neuter:none:animate,pronoun:instrumental:singular:neuter:none:inanimate
671	synodal:pronoun:izhe	pronoun:instrumental:singular:neuter:none:animate	pronoun	strict	имже	и҆́мже	ponomar-elizabeth-bible-2026-08-09	Acts.6.10	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:instrumental:singular:masculine:none:animate,pronoun:instrumental:singular:masculine:none:inanimate,pronoun:instrumental:singular:neuter:none:animate,pronoun:instrumental:singular:neuter:none:inanimate
672	synodal:pronoun:izhe	pronoun:instrumental:singular:neuter:none:inanimate	pronoun	strict	имже	и҆́мже	ponomar-elizabeth-bible-2026-08-09	Acts.6.10	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:instrumental:singular:masculine:none:animate,pronoun:instrumental:singular:masculine:none:inanimate,pronoun:instrumental:singular:neuter:none:animate,pronoun:instrumental:singular:neuter:none:inanimate
673	synodal:pronoun:izhe	pronoun:locative:plural:feminine:none:animate	pronoun	strict	нихже	ни́хже	ponomar-elizabeth-bible-2026-08-09	Acts.13.39	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:genitive:plural:feminine:none:animate,pronoun:genitive:plural:feminine:none:inanimate,pronoun:genitive:plural:masculine:none:animate,pronoun:genitive:plural:masculine:none:inanimate,pronoun:genitive:plural:neuter:none:animate,pronoun:genitive:plural:neuter:none:inanimate,pronoun:locative:plural:feminine:none:animate,pronoun:locative:plural:feminine:none:inanimate,pronoun:locative:plural:masculine:none:animate,pronoun:locative:plural:masculine:none:inanimate,pronoun:locative:plural:neuter:none:animate,pronoun:locative:plural:neuter:none:inanimate
