# projection-study.tsv — per-OCS-lexeme detail of the phase-1 projection study.
# generated-by: cargo xtask projection-study
# contract: docs/UNIFIED_LANGUAGE_PROMPT.md (execution plan step 1).
lexeme_id	pos	lemma	candidates	match_kind	matched_key	cells	cells_exact	cells_accent_blind	cells_divergent	cells_unprojectable
небогъ|adj|b3e6144e81768f83	adj	небогъ	1	none		252	0	0	252	0
небрѣщи|verb|61a40ba7692a52c7	verb	небрѣщи	1	none		11	0	0	11	0
неводъ|noun|302266c0d9b60c37	noun	неводъ	1	none		21	0	5	16	0
невѣдьство|noun|65590f30e450927a	noun	невѣдьство	3	none		21	0	0	21	0
невѣжда|noun|8793bc972da5b3ea	noun	невѣжда	1	oracle-type	невѣжда	21	0	1	20	0
невѣждьство|noun|e7f7cdaac1a5f437	noun	невѣждьство	3	none		21	0	0	21	0
невѣста|noun|dd705df12f0c7810	noun	невѣста	1	registered-lexeme	невѣста	21	0	14	7	0
невѣсть|noun|95de2b529087b24f	noun	невѣсть	1	none		26	0	0	26	0
невѣстьникъ|noun|6d5531f22ccf50da	noun	невѣстьникъ	3	oracle-type	невѣстникъ	21	0	4	17	0
недостатъкъ|noun|7fe31e6a63f9502f	noun	недостатъкъ	3	oracle-type	недостатокъ	21	0	5	16	0
недѣлꙗ|noun|301183e1cba1ee85	noun	недѣлꙗ	1	registered-lexeme	недѣлѧ	21	0	0	21	0
недѫгъ|noun|c79e25ce115d1e29	noun	недѫгъ	2	oracle-type	недугъ	21	0	10	11	0
недѫжьникъ|noun|990302541a69f85c	noun	недѫжьникъ	6	none		21	0	0	21	0
неиздреченьникъ|noun|e2a4a531b11f0622	noun	неиздреченьникъ	3	none		21	0	0	21	0
неистлѣньнъ|adj|465a979cc061ac5b	adj	неистлѣньнъ	3	oracle-type	неистлѣненъ	252	0	32	220	0
некън҄ижьникъ|noun|121375952db91e6c	noun	некън҄ижьникъ	9	none		21	0	0	21	0
нелѫчьнъ|adj|baa85190e8538a43	adj	нелѫчьнъ	6	none		252	0	0	252	0
немощь|noun|5e9cbd1a35d37949	noun	немощь	1	registered-lexeme	немощь	26	0	14	12	0
ненавидѣти|verb|1997ee36d1aa3928	verb	ненавидѣти	1	registered-lexeme	ненавидѣти	42	0	11	31	0
ненависть|noun|5e0705fc046b7cbd	noun	ненависть	1	registered-lexeme	ненависть	26	0	12	14	0
неподобьникъ|noun|33088e7d5073dee7	noun	неподобьникъ	3	none		21	0	0	21	0
неправьдьникъ|noun|0f4d6c2952d0ecf8	noun	неправьдьникъ	9	none		21	0	0	21	0
непричѧстьникъ|noun|f64e2654407456de	noun	непричѧстьникъ	3	none		21	0	0	21	0
неприꙗзнь|noun|b36f1a0cdbaecc71	noun	неприꙗзнь	1	none		26	0	0	26	0
неразлѫчьнъ|adj|efbf9b2f56725137	adj	неразлѫчьнъ	6	none		252	0	10	242	0
несвѣтьлъ|adj|6928cafc110122c5	adj	несвѣтьлъ	3	none		252	0	0	252	0
нести|verb|b826852d0adaaca0	verb	нести	1	registered-lexeme	нести	42	0	21	21	0
несъдравъ|adj|75bcfa93b0534c79	adj	несъдравъ	3	none		252	0	0	252	0
несꙑтьство|noun|6195b750568b28f0	noun	несꙑтьство	3	none		21	0	0	21	0
нетьлѣньнъ|adj|38335b86ad3dc779	adj	нетьлѣньнъ	9	none		252	0	10	242	0
нечловѣкъ|noun|b64a700871f80e8c	noun	нечловѣкъ	1	none		23	0	0	23	0
нечьсть|noun|076a9bdfc7b77e95	noun	нечьсть	3	none		26	0	0	26	0
неѩсꙑть|noun|addd938d38c46ac3	noun	неѩсꙑть	1	oracle-type	неѧсыть	26	0	13	13	0
нива|noun|719df356ecd25258	noun	нива	1	registered-lexeme	нива	21	0	15	6	0
низъвисѣти|verb|715e60667cd9c054	verb	низъвисѣти	3	none		40	0	0	40	0
низъвѣсити|verb|7cac638db48f3624	verb	низъвѣсити	3	none		43	0	0	43	0
низъкъ|adj|b49e42e04151c981	adj	низъкъ	3	none		252	0	0	252	0
низъринѫти|verb|9983fdfe5ea0115f	verb	низъринѫти	6	none		11	0	1	10	0
никнѫти|verb|e571cee5f5851d2f	verb	никнѫти	2	none		11	0	0	11	0
никола|noun|d35c669e1636ad68	noun	Никола	1	none		21	0	0	21	0
никъто|pron|1314171a83781313	pron	никъто	3	registered-lexeme	никто	6	0	2	4	0
нить|noun|b0049aa3d340741d	noun	нить	1	oracle-type	нить	26	0	12	14	0
ниць|adj|65c034bf0d5fa2c0	adj	ниць	1	registered-lexeme	ниць	252	0	0	252	0
нищета|noun|ab6fba853624990f	noun	нищета	1	registered-lexeme	нищета	21	0	14	7	0
нищь|adj|78f9710e07c14576	adj	нищь	1	registered-lexeme	нищь	252	0	126	126	0
новъ|adj|e42e61a72d57093b	adj	новъ	1	registered-lexeme	новъ	253	0	142	111	0
нога|noun|b33731cff2c0f930	noun	нога	1	registered-lexeme	нога	21	0	16	5	0
ногъть|noun|882676d25b45e9e7	noun	ногъть	3	none		44	0	13	31	0
ногъть|noun|bb3ff16c33cf4411	noun	ногъть	3	none		21	0	4	17	0
ножь|noun|6882eada9702c53a	noun	ножь	1	none		21	0	9	12	0
ноздри|noun|3e1e48f53aa38aaf	noun	ноздри	1	registered-lexeme	ноздри	7	0	0	7	0
носила|noun|16d7d92d620c64ad	noun	носила	1	registered-lexeme	носила	7	0	5	2	0
носити|verb|8b46bc8e644d0dbe	verb	носити	1	registered-lexeme	носити	11	0	9	2	0
носъ|noun|a0d6d2eedbb5252c	noun	носъ	1	oracle-type	носъ	21	0	9	12	0
ноудити|verb|586a65d62e8cfd5d	verb	ноудити	1	none		11	0	0	11	0
ноужда|noun|913845e84ae157e2	noun	ноужда	1	oracle-type	нужда	21	0	11	10	0
нощь|noun|f18f9b65aaee9e47	noun	нощь	1	registered-lexeme	нощь	26	0	13	13	0
ноѩбр҄ь|noun|58dd3943a346edd4	noun	ноѩбр҄ь	1	none		7	0	0	7	0
нъравъ|noun|6794d1e08acebb87	noun	нъравъ	3	oracle-type	нравъ	21	0	7	14	0
нѣмовати|verb|92bace609588ac1d	verb	нѣмовати	1	none		11	0	0	11	0
нѣмость|noun|bbb1b5ce9ba5e2ad	noun	нѣмость	1	none		26	0	0	26	0
нѣмъ|adj|9506298526f4d991	adj	нѣмъ	1	registered-lexeme	нѣмъ	252	0	76	176	0
нѣмьчьскъ|adj|e377ef47af4a8e7b	adj	нѣмьчьскъ	9	none		252	0	0	252	0
нѫждьникъ|noun|3f1b69b2cd3a2223	noun	нѫждьникъ	6	none		23	0	0	23	0
нꙑрище|noun|ae63101037e157ee	noun	нꙑрище	1	none		21	0	9	12	0
обавьникъ|noun|f463b631d9b0bb0d	noun	обавьникъ	3	none		21	0	0	21	0
обида|noun|2a1cd5eec2859c23	noun	обида	1	registered-lexeme	обида	21	0	16	5	0
обильѥ|noun|420a8c73accf2deb	noun	обильѥ	3	none		21	0	0	21	0
обитѣль|noun|0de6e83270e57d63	noun	обитѣль	1	none		26	0	0	26	0
обладати|verb|7bee2f39d6ff24bd	verb	обладати	1	registered-lexeme	обладати	11	0	1	10	0
облаженикъ|noun|48a744647de1545f	noun	облаженикъ	1	none		21	0	0	21	0
облазнити|verb|265214f6b8416a3e	verb	облазнити	1	none		11	0	0	11	0
облакъ|noun|e9900d91b14fa891	noun	облакъ	1	registered-lexeme	облакъ	21	0	14	7	0
область|noun|5e8fb4e47ac03997	noun	область	1	registered-lexeme	область	26	0	14	12	0
облачьць|noun|e200760259b17380	noun	облачьць	3	none		21	0	0	21	0
обличати|verb|76c86e6eade3108e	verb	обличати	1	oracle-type	обличати	11	0	2	9	0
обличител҄ь|noun|89d362671394fc4b	noun	обличител҄ь	1	none		23	0	0	23	0
обличити|verb|6613c1fb3726aede	verb	обличити	1	oracle-type	обличити	11	0	2	9	0
обличьникъ|noun|b9545a0c697fe3fc	noun	обличьникъ	3	none		23	0	0	23	0
облиꙗти|verb|3ca627ed65b07cd5	verb	облиꙗти	1	none		11	0	0	11	0
облѣщи|verb|40c102363254a160	verb	облѣщи	1	none		11	0	0	11	0
обнищавати|verb|6187edeb673d883e	verb	обнищавати	1	none		11	0	0	11	0
обнищати|verb|50a8ab4430b177f5	verb	обнищати	1	none		11	0	0	11	0
обоуꙗти|verb|b1503ed329bd43d8	verb	обоуꙗти	1	none		11	0	0	11	0
образъ|noun|223ee533911620dc	noun	образъ	1	registered-lexeme	образъ	21	0	17	4	0
обратити|verb|49a4351bd9fe10be	verb	обратити	1	registered-lexeme	обратити	11	0	3	8	0
обращати|verb|7737ee2fb9a29e93	verb	обращати	1	oracle-type	обращати	11	0	1	10	0
оброкъ|noun|e693aedf7e1a42b8	noun	оброкъ	1	registered-lexeme	оброкъ	21	0	6	15	0
обрѣсти|verb|d8d19014c3e6ed27	verb	обрѣсти	1	registered-lexeme	обрѣсти	11	0	1	10	0
обрѣтател҄ь|noun|c55850fc4d56821f	noun	обрѣтател҄ь	1	oracle-type	обрѣтатель	21	0	7	14	0
обрѣтати|verb|77acb956787e675e	verb	обрѣтати	1	none		11	0	0	11	0
обрѣтельникъ|noun|0c2a88e5642069c4	noun	обрѣтельникъ	3	none		21	0	0	21	0
обрѣтѣль|noun|af6b664e7904aacd	noun	обрѣтѣль	1	none		26	0	0	26	0
обьдо|noun|9c78619275368d3a	noun	обьдо	3	none		21	0	0	21	0
обьщениѥ|noun|82bc785f3c2c8c2d	noun	обьщениѥ	3	none		21	0	0	21	0
обьщина|noun|541e46a38b1c6f12	noun	обьщина	3	none		21	0	5	16	0
обьщь|adj|82ef0e6e7c6230b0	adj	обьщь	3	none		252	0	54	198	0
обьщьникъ|noun|d813462316a64c37	noun	обьщьникъ	9	oracle-type	общникъ	23	0	10	13	0
обьщьство|noun|6a96e8260f617834	noun	обьщьство	9	none		21	0	4	17	0
обѣдъ|noun|04601c00de5315ce	noun	обѣдъ	1	registered-lexeme	обѣдъ	21	0	7	14	0
обѣтованиѥ|noun|5a81af2a33d5a10d	noun	обѣтованиѥ	1	none		21	0	0	21	0
обѣтъ|noun|8886dbe8b04ca2af	noun	обѣтъ	1	registered-lexeme	обѣтъ	21	0	13	8	0
обѫзъ|noun|03eb6e6815eab4c2	noun	обѫзъ	2	none		21	0	0	21	0
обꙑчаи|noun|54df9dd9dff56961	noun	обꙑчаи	1	oracle-type	обычаи	21	0	17	4	0
овоще|noun|d5c7df3541f1860e	noun	овоще	1	none		21	0	6	15	0
овъца|noun|3ff406c2323cb69a	noun	овъца	3	oracle-type	овца	21	0	16	5	0
овьца|noun|335542c00c66f441	noun	овьца	3	registered-lexeme	овьца	21	0	17	4	0
овьчѧ|noun|cdbb64c3d1e2d6e7	noun	овьчѧ	3	none		21	0	0	21	0
огнѥзрачьнъ|adj|a36cf43ccffd90d3	adj	огнѥзрачьнъ	3	none		252	0	0	252	0
огн҄ь|noun|32c426c306072598	noun	огн҄ь	1	registered-lexeme	огнь	44	0	20	24	0
ограда|noun|5d37c67e9cb183c7	noun	ограда	1	oracle-type	ограда	21	0	15	6	0
оградити|verb|dd4d837224fb8b2a	verb	оградити	1	oracle-type	оградити	11	0	3	8	0
оградъ|noun|0343f3967ee490f2	noun	оградъ	1	oracle-type	оградъ	21	0	16	5	0
одежда|noun|ba12473b264cb75b	noun	одежда	1	oracle-type	одежда	21	0	12	9	0
одръ|noun|ad5dcd71154c38d7	noun	одръ	1	registered-lexeme	одръ	21	0	16	5	0
одрьць|noun|19841b6d43b637ff	noun	одрьць	3	none		21	0	0	21	0
одѣвати|verb|451f105f25894267	verb	одѣвати	1	none		11	0	0	11	0
одѣꙗло|noun|1471c53a37dd212c	noun	одѣꙗло	1	oracle-type	одѣѧло	21	0	3	18	0
одѣꙗти|verb|f11bc23885bdc827	verb	одѣꙗти	1	none		11	0	1	10	0
ожестити|verb|b769832347a35ad3	verb	ожестити	1	none		11	0	0	11	0
ожесточити|verb|8ded14c12adc04b3	verb	ожесточити	1	none		11	0	1	10	0
ожидати|verb|db1d2214398466a2	verb	ожидати	1	oracle-type	ожидати	11	0	1	10	0
оимъ|noun|4160f069b6a181b0	noun	оимъ	1	none		21	0	0	21	0
оимьство|noun|2e5f2b6946f8bc91	noun	оимьство	3	none		21	0	0	21	0
оклоснити|verb|e5023bdc3f3b8747	verb	оклоснити	1	none		11	0	0	11	0
око|noun|3c865b640ba360ee	noun	око	1	registered-lexeme	око	28	0	20	8	0
окови|noun|8150987926acfe99	noun	окови	1	none		7	0	2	5	0
окъньце|noun|3ab202ee5b4275b2	noun	окъньце	9	oracle-type	оконце	21	0	8	13	0
олово|noun|3715f34714e8801d	noun	олово	1	oracle-type	олово	21	0	13	8	0
олътарь|noun|49ee2dcd2ba61a29	noun	олътарь	3	registered-lexeme	олътарь	23	0	19	4	0
оманъ|noun|a372d5d821e28fc3	noun	оманъ	1	none		21	0	0	21	0
омета|noun|144228025fe54859	noun	омета	1	none		21	0	10	11	0
она|pron|ac110180a5ee43a2	pron	она	1	oracle-type	она	54	0	48	6	0
онагръ|noun|de4ac62cdb9fb7df	noun	онагръ	1	none		21	0	6	15	0
оно|pron|8da665624173994e	pron	оно	1	oracle-type	оно	54	0	48	6	0
оноуща|noun|2f9b30d2383774d9	noun	оноуща	1	none		21	0	0	21	0
онъ|pron|9d623727676064e0	pron	онъ	1	registered-lexeme	онъ	54	0	48	6	0
опасивъ|adj|a13f296717acdd91	adj	опасивъ	1	none		252	0	0	252	0
опасъ|noun|0e42cbca8a4c4f6f	noun	опасъ	1	none		21	0	0	21	0
опашь|noun|14f0924fbb34d33f	noun	опашь	1	none		26	0	0	26	0
опашь|noun|4e306c4a8663a8b5	noun	опашь	1	none		26	0	0	26	0
оплотъ|noun|908d1932da03d7de	noun	оплотъ	1	oracle-type	оплотъ	21	0	10	11	0
опона|noun|2b8791030a29a748	noun	опона	1	registered-lexeme	опона	21	0	15	6	0
опрѣснъкъ|noun|0e46164279f7921d	noun	опрѣснъкъ	3	registered-lexeme	опрѣснъкъ	21	0	6	15	0
опрѣти|verb|c00f3e789c477cd2	verb	опрѣти	1	none		11	0	0	11	0
орало|noun|8d9c0242a7360270	noun	орало	1	oracle-type	орало	21	0	7	14	0
орати|verb|aabc80d258826513	verb	орати	1	registered-lexeme	орати	11	0	6	5	0
орити|verb|cba4f715e5da8023	verb	орити	1	none		11	0	0	11	0
орьлъ|noun|e3ccf626ae20941e	noun	орьлъ	3	oracle-type	орелъ	21	0	13	8	0
орѣграждениѥ|noun|5639b7a7823551aa	noun	орѣграждениѥ	1	none		21	0	0	21	0
орѫдиѥ|noun|326ec2a3f7527352	noun	орѫдиѥ	2	none		21	0	0	21	0
орѫжиѥ|noun|e40ea0b37b0ccdc3	noun	орѫжиѥ	2	none		21	0	0	21	0
орѫжьникъ|noun|0338a6345f687754	noun	орѫжьникъ	6	oracle-type	оружникъ	23	0	3	20	0
освѣщати|verb|95d65c610e40b3de	verb	освѣщати	1	oracle-type	освѣщати	11	0	1	10	0
освѧтити|verb|eb98b4380579d025	verb	освѧтити	1	oracle-type	освѧтити	11	0	2	9	0
осило|noun|730bf5a8e714c70a	noun	осило	1	none		21	0	0	21	0
оскврьнити|verb|84c00c3953c4eacc	verb	оскврьнити	3	none		11	0	0	11	0
осклаблѥниѥ|noun|4bb5b3a7501da105	noun	осклаблѥниѥ	1	none		21	0	0	21	0
оскръбити|verb|a346798919919765	verb	оскръбити	3	none		11	0	0	11	0
осла|noun|aa6d135f02ce0341	noun	осла	1	oracle-type	осла	21	0	8	13	0
ослаба|noun|07d8c02a337dca5b	noun	ослаба	1	none		21	0	12	9	0
осльпнѫти|verb|0c1f6bb90b9745b0	verb	осльпнѫти	6	none		11	0	0	11	0
осмь|num|341cbd1d2057f828	num	осмь	1	registered-lexeme	осмь	7	0	6	1	0
осолити|verb|2ae1d913f710e48d	verb	осолити	1	none		43	0	0	43	0
оставити|verb|2068107da2ef4c5b	verb	оставити	1	registered-lexeme	оставити	43	0	23	20	0
останъкъ|noun|b9557cb7907145e2	noun	останъкъ	3	oracle-type	останокъ	21	0	13	8	0
остати|verb|ba7512913d54db18	verb	остати	1	oracle-type	остати	40	0	7	33	0
остатъкъ|noun|70f3c61d6f41bb44	noun	остатъкъ	3	none		21	0	0	21	0
острищи|verb|b615c9e94fa2a4ab	verb	острищи	1	oracle-type	острищи	42	0	5	37	0
островъ|noun|b0b55c43000face2	noun	островъ	1	oracle-type	островъ	21	0	11	10	0
острогъ|noun|7f8327009103e80d	noun	острогъ	1	oracle-type	острогъ	21	0	12	9	0
острость|noun|bf1b411cf461a68b	noun	острость	1	none		26	0	0	26	0
остръ|adj|cf57ebe448a1187d	adj	остръ	1	oracle-type	остръ	252	0	84	168	0
острьѥ|noun|652e98f87213a17d	noun	острьѥ	3	none		21	0	4	17	0
остьнъ|noun|ccb97434a0485791	noun	остьнъ	3	oracle-type	остенъ	21	0	9	12	0
осъпꙑ|noun|42a0bc9feeabad68	noun	осъпꙑ	3	none		7	0	0	7	0
осьлъ|noun|ef09974480b49e86	noun	осьлъ	3	oracle-type	оселъ	21	0	11	10	0
осьлѧ|noun|b83db40a791e0840	noun	осьлѧ	3	registered-lexeme	осьлѧ	21	0	12	9	0
осѣсти|verb|a54cc0ca25772e23	verb	осѣсти	1	none		40	0	0	40	0
отврьзати|verb|cd37b9282264dbd3	verb	отврьзати	3	none		11	0	0	11	0
отокъ|noun|13f1b38e94fa9e41	noun	отокъ	1	none		21	0	0	21	0
отравити|verb|2f308237d2378b41	verb	отравити	1	none		11	0	0	11	0
отрокъ|noun|4f256646bd1a9aa9	noun	отрокъ	1	registered-lexeme	отрокъ	23	0	18	5	0
отрочина|noun|a7e45636210f55f7	noun	отрочина	1	none		21	0	0	21	0
отрочищь|noun|78b52c6ebf91715f	noun	отрочищь	1	oracle-type	отрочищь	26	0	14	12	0
отрочьникъ|noun|0185aa3d5a3efabd	noun	отрочьникъ	3	none		21	0	0	21	0
отрочѧ|noun|7d72260938c45402	noun	отрочѧ	1	none		21	0	0	21	0
отрьти|verb|61e19723476b8407	verb	отрьти	3	none		11	0	0	11	0
отъвратити|verb|4e44c404251b7f71	verb	отъвратити	3	registered-lexeme	отъвратити	11	0	4	7	0
отъврѣсти|verb|0e00736c4ea10706	verb	отъврѣсти	3	registered-lexeme	отъврѣсти	11	0	0	11	0
отъврѣщи|verb|0b02f720d987e432	verb	отъврѣщи	3	none		11	0	0	11	0
отъвьрзати|verb|dac74a11bd1b88da	verb	отъвьрзати	9	oracle-type	отверзати	11	0	1	10	0
отъвѣтъ|noun|4a37baeed92a5f0e	noun	отъвѣтъ	3	oracle-type	отвѣтъ	21	0	14	7	0
отъвѣщавати|verb|eecf30b90dcd34a6	verb	отъвѣщавати	3	oracle-type	отвѣщавати	11	0	1	10	0
отъвѣщати|verb|ab268524314dd6d7	verb	отъвѣщати	3	registered-lexeme	отъвѣщати	11	0	3	8	0
отъкрꙑти|verb|5f00b224c5ed90fe	verb	отъкрꙑти	3	oracle-type	открыти	11	0	2	9	0
отълѣкъ|noun|e1673823eb8244d3	noun	отълѣкъ	3	none		21	0	0	21	0
отълѫчити|verb|048670dc09be1184	verb	отълѫчити	6	oracle-type	отлучити	11	0	3	8	0
отъметати|verb|e2ac13c029253d1a	verb	отъметати	3	none		11	0	0	11	0
отъпоустити|verb|7d18124bc03348de	verb	отъпоустити	3	registered-lexeme	отпустити	11	0	6	5	0
отърада|noun|6113c8f050783355	noun	отърада	3	oracle-type	отрада	21	0	4	17	0
отърещи|verb|f75f01c56a8e3ced	verb	отърещи	3	oracle-type	отрещи	42	0	1	41	0
отъринѫти|verb|b44b2ede49b42606	verb	отъринѫти	6	oracle-type	отринути	11	0	3	8	0
отъскочити|verb|36ccb2435c3b8646	verb	отъскочити	3	none		11	0	1	10	0
отъсѣкнѫти|verb|6b69c6c8ea4a9bc6	verb	отъсѣкнѫти	6	none		11	0	0	11	0
отъчоуждити|verb|3870cda7edce3347	verb	отъчоуждити	3	none		11	0	0	11	0
отъщетити|verb|8d479bba3aa0d1ff	verb	отъщетити	3	none		11	0	1	10	0
отьць|noun|b5bfdea175497289	noun	отьць	3	none		23	0	10	13	0
отьчина|noun|ff823f26da105c9d	noun	отьчина	3	none		21	0	0	21	0
отьчьство|noun|83aff532b7b01a11	noun	отьчьство	9	registered-lexeme	отечество	21	0	17	4	0
отѧти|verb|12abb23fe1395741	verb	отѧти	1	registered-lexeme	отѧти	42	0	7	35	0
оубииство|noun|3a3a83c37a4784ae	noun	оубииство	1	none		21	0	0	21	0
оубити|verb|10a14ce3379cd187	verb	оубити	1	registered-lexeme	убити	11	0	6	5	0
оубогъ|adj|678ca5f8ab8113b5	adj	оубогъ	1	oracle-type	убогъ	252	0	70	182	0
оубои|noun|556d1a92f3745321	noun	оубои	1	none		21	0	0	21	0
оубоиство|noun|1008a57d45316e0a	noun	оубоиство	1	none		21	0	0	21	0
оуброусъ|noun|72b9464acd8d7da2	noun	оуброусъ	1	none		21	0	3	18	0
оубѣжище|noun|c0533303a5d35fb3	noun	оубѣжище	1	oracle-type	убѣжище	21	0	12	9	0
оувѣтъ|noun|cecc1cd3dd68b506	noun	оувѣтъ	1	none		21	0	0	21	0
оувѣтьникъ|noun|d93686f48f9b6fc3	noun	оувѣтьникъ	3	none		21	0	0	21	0
оугасити|verb|d6416730f9380f4c	verb	оугасити	1	oracle-type	угасити	11	0	2	9	0
оугаснѫти|verb|774c947d67fdf0e3	verb	оугаснѫти	2	none		11	0	1	10	0
оуглаголати|verb|c9dbeb925f77e396	verb	оуглаголати	1	none		11	0	0	11	0
оугобьзити|verb|50893524840e07f1	verb	оугобьзити	3	none		11	0	0	11	0
оугодьникъ|noun|daaeeb76089211ad	noun	оугодьникъ	3	none		23	0	3	20	0
оугодьнъ|adj|11ae805cadca213b	adj	оугодьнъ	3	registered-lexeme	угодьнъ	252	0	78	174	0
оудавити|verb|8e55deafc50fb985	verb	оудавити	1	none		11	0	0	11	0
оудавлѥнина|noun|dcc0469e5bd2c3ed	noun	оудавлѥнина	1	none		21	0	4	17	0
оударити|verb|f0882dc8db45cb2c	verb	оударити	1	none		11	0	2	9	0
оудворьникъ|noun|05a2bb22a7b20a55	noun	оудворьникъ	3	none		21	0	0	21	0
оудобь|adj|67c20f8a9bb83598	adj	оудобь	1	oracle-type	удобь	252	0	12	240	0
оудъ|noun|02c4c837ad796566	noun	оудъ	1	registered-lexeme	удъ	21	0	10	11	0
оужаснѫти|verb|0f6905b3e59a48a4	verb	оужаснѫти	2	none		11	0	0	11	0
оужасть|noun|4690d693b7c2cb19	noun	оужасть	1	none		26	0	0	26	0
оужасъ|noun|5cd500d4c3e5d5a7	noun	оужасъ	1	oracle-type	ужасъ	21	0	14	7	0
оузда|noun|2e4409559067e33a	noun	оузда	1	none		21	0	14	7	0
оузьрѣти|verb|e1a5fa92584e9fc7	verb	оузьрѣти	3	registered-lexeme	узрѣти	42	0	12	30	0
оуказъ|noun|d15048f3fde67187	noun	оуказъ	1	none		21	0	0	21	0
оукоръ|noun|7cacbbc668b53e47	noun	оукоръ	1	none		21	0	0	21	0
оукрасти|verb|2302b3abe21cd666	verb	оукрасти	1	none		42	0	10	32	0
оукрои|noun|9f72636dc636f6f0	noun	оукрои	1	none		21	0	1	20	0
оукропъ|noun|99c11fd2ca38eb5a	noun	оукропъ	1	oracle-type	укропъ	21	0	3	18	0
оукротити|verb|380d8bf048ebb3e4	verb	оукротити	1	oracle-type	укротити	11	0	2	9	0
оукроухъ|noun|21008c2cd0557968	noun	оукроухъ	1	oracle-type	укрухъ	21	0	12	9	0
оулица|noun|c116908515a981a6	noun	оулица	1	none		21	0	5	16	0
оулоучити|verb|5695869497e95539	verb	оулоучити	1	oracle-type	улучити	11	0	2	9	0
оумирати|verb|07981339bab9c2f3	verb	оумирати	1	oracle-type	умирати	11	0	1	10	0
оумрѣти|verb|c86179420ddc661b	verb	оумрѣти	1	none		40	0	9	31	0
оумъ|noun|36c30b67f61bf6f1	noun	оумъ	1	registered-lexeme	умъ	21	0	12	9	0
оумьнъ|noun|4bc869ee278abd87	noun	оумьнъ	3	none		82	0	9	73	0
оумѣти|verb|4e2cd2785998e065	verb	оумѣти	1	none		11	0	0	11	0
оумѧкнѫти|verb|06feda98670782b4	verb	оумѧкнѫти	2	none		11	0	0	11	0
оумꙑслити|verb|556020737df32dd6	verb	оумꙑслити	1	none		43	0	9	34	0
оун҄ьшиина|noun|50b8239e7cbe94a0	noun	оун҄ьшиина	3	none		21	0	0	21	0
оунꙑньѥ|noun|719b2212e25a7f2f	noun	оунꙑньѥ	3	none		21	0	0	21	0
оунꙑти|verb|dd435438cb6f67cb	verb	оунꙑти	1	none		11	0	4	7	0
оупити|verb|a112f4dddc07ef0b	verb	оупити	1	none		11	0	0	11	0
оупъвати|verb|5a71316038c036a8	verb	оупъвати	3	oracle-type	уповати	11	0	5	6	0
оурокъ|noun|677d6fb98aa10387	noun	оурокъ	1	oracle-type	урокъ	21	0	9	12	0
оусирити|verb|72f1ecd105101e33	verb	оусирити	1	none		11	0	0	11	0
оуспѣхъ|noun|200026c9247041e5	noun	оуспѣхъ	1	oracle-type	успѣхъ	21	0	3	18	0
оуста|noun|ea87629518c1e243	noun	оуста	1	registered-lexeme	уста	7	0	7	0	0
оуставъ|noun|af7503cea9226b3d	noun	оуставъ	1	oracle-type	уставъ	21	0	14	7	0
оустити|verb|29854d12563d73de	verb	оустити	1	none		11	0	0	11	0
оустроити|verb|aa7e22cc1ef88902	verb	оустроити	1	oracle-type	устроити	11	0	3	8	0
оустроѥниѥ|noun|fa56337e1140ed07	noun	оустроѥниѥ	1	none		21	0	0	21	0
оустрьмити|verb|52780e829f64a142	verb	оустрьмити	3	oracle-type	устремити	11	0	1	10	0
оусть|noun|8e956cd5c45526db	noun	оусть	1	none		26	0	0	26	0
оусꙑрити|verb|c87ac4c47d19111d	verb	оусꙑрити	1	none		11	0	1	10	0
оутварь|noun|72020033ea85fcc5	noun	оутварь	1	oracle-type	утварь	26	0	12	14	0
оутврьдити|verb|897380a37d508830	verb	оутврьдити	3	none		11	0	0	11	0
оутомити|verb|2dc758df8d11b8c3	verb	оутомити	1	none		11	0	0	11	0
оутро|noun|1ef8b58230b61909	noun	оутро	1	registered-lexeme	утро	21	0	14	7	0
оутръпати|verb|5709ce2466999198	verb	оутръпати	3	none		11	0	0	11	0
оутѣха|noun|a03832791e9567c6	noun	оутѣха	1	oracle-type	утѣха	21	0	1	20	0
оутѣшити|verb|5d6ee9276a326ba8	verb	оутѣшити	1	oracle-type	утѣшити	43	0	12	31	0
оутѧжити|verb|2241909c11ba917b	verb	оутѧжити	1	none		11	0	0	11	0
оутѧти|verb|143ced1d162973c9	verb	оутѧти	1	none		11	0	0	11	0
оухо|noun|ad13ef1e3063c31a	noun	оухо	1	registered-lexeme	ухо	24	0	16	8	0
оученикъ|noun|3c87df78e3aff663	noun	оученикъ	1	oracle-type	ученикъ	23	0	13	10	0
оученьѥ|noun|75c299433f7d2302	noun	оученьѥ	3	none		21	0	6	15	0
оучительнъ|adj|8f9517e8bf912a7b	adj	оучительнъ	3	none		252	0	18	234	0
оучительство|noun|7c596dde0c8a2b3b	noun	оучительство	3	none		21	0	0	21	0
оучител҄ь|noun|a77c4f6fedd32729	noun	оучител҄ь	1	oracle-type	учитель	23	0	8	15	0
оучити|verb|be2fc00fd86d052d	verb	оучити	1	oracle-type	учити	11	0	3	8	0
оушидь|noun|fa578ca9b395ee9f	noun	оушидь	1	none		26	0	0	26	0
оуѥдинити|verb|b9c6c2487d0ca9cb	verb	оуѥдинити	1	none		11	0	0	11	0
охлѧданьѥ|noun|01b3c06306e5b599	noun	охлѧданьѥ	3	none		21	0	0	21	0
