# synodal-gold-gap.tsv — the committed gap worklist of the Synodal gold gate.
# generated-by: cargo xtask synodal-gold --fix
# contract: docs/SYNODAL_GOLD_ORACLE.md; one row per failing token type or paradigm cell.
# The gate (synodal-gold --check) fails if the regenerated gap is not a subset of this file.
oracle	key	reason	engine_output	expected
token	ᲂу҆го́днагѡ	unregistered-lemma		ᲂу҆го́днагѡ
token	ᲂу҆го́днаѧ	unregistered-lemma		ᲂу҆го́днаѧ
token	ᲂу҆го́дни	unregistered-lemma		ᲂу҆го́дни
token	ᲂу҆го́дникꙋ	unregistered-lemma		ᲂу҆го́дникꙋ
token	ᲂу҆го́дное	unregistered-lemma		ᲂу҆го́дное
token	ᲂу҆го́днѡ	unregistered-lemma		ᲂу҆го́днѡ
token	ᲂу҆го́днѣйшїй	unregistered-lemma		ᲂу҆го́днѣйшїй
token	ᲂу҆го́днѣмъ	unregistered-lemma		ᲂу҆го́днѣмъ
token	ᲂу҆го́дїѧ	unregistered-lemma		ᲂу҆го́дїѧ
token	ᲂу҆го́ждши	unregistered-lemma		ᲂу҆го́ждши
token	ᲂу҆го́льныхъ	unregistered-lemma		ᲂу҆го́льныхъ
token	ᲂу҆го́нзетъ	unregistered-lemma		ᲂу҆го́нзетъ
token	ᲂу҆гобзи́сѧ	unregistered-lemma		ᲂу҆гобзи́сѧ
token	ᲂу҆гобзи́шасѧ	unregistered-lemma		ᲂу҆гобзи́шасѧ
token	ᲂу҆годи́вшихъ	unregistered-lemma		ᲂу҆годи́вшихъ
token	ᲂу҆годи́ти	unregistered-lemma		ᲂу҆годи́ти
token	ᲂу҆годи́тъ	unregistered-lemma		ᲂу҆годи́тъ
token	ᲂу҆годѝ	unregistered-lemma		ᲂу҆годѝ
token	ᲂу҆гожда́етъ	unregistered-lemma		ᲂу҆гожда́етъ
token	ᲂу҆гожда́лъ	unregistered-lemma		ᲂу҆гожда́лъ
token	ᲂу҆гожда́ти	unregistered-lemma		ᲂу҆гожда́ти
token	ᲂу҆гожда́хъ	unregistered-lemma		ᲂу҆гожда́хъ
token	ᲂу҆гожда́ю	unregistered-lemma		ᲂу҆гожда́ю
token	ᲂу҆гожда́ютъ	unregistered-lemma		ᲂу҆гожда́ютъ
token	ᲂу҆гожда́юще	unregistered-lemma		ᲂу҆гожда́юще
token	ᲂу҆гожда́ющꙋ	unregistered-lemma		ᲂу҆гожда́ющꙋ
token	ᲂу҆гожда́ѧ	unregistered-lemma		ᲂу҆гожда́ѧ
token	ᲂу҆гожда́ѧй	unregistered-lemma		ᲂу҆гожда́ѧй
token	ᲂу҆гожде́нїе	unregistered-lemma		ᲂу҆гожде́нїе
token	ᲂу҆гожде́нїи	unregistered-lemma		ᲂу҆гожде́нїи
token	ᲂу҆гожде́нїю	unregistered-lemma		ᲂу҆гожде́нїю
token	ᲂу҆гожде́нїѧ	unregistered-lemma		ᲂу҆гожде́нїѧ
token	ᲂу҆гождє́нїѧ	unregistered-lemma		ᲂу҆гождє́нїѧ
token	ᲂу҆гонзѐ	unregistered-lemma		ᲂу҆гонзѐ
token	ᲂу҆гости́ши	unregistered-lemma		ᲂу҆гости́ши
token	ᲂу҆гото́вавъ	unregistered-lemma		ᲂу҆гото́вавъ
token	ᲂу҆гото́ваимъ	unregistered-lemma		ᲂу҆гото́ваимъ
token	ᲂу҆гото́вана	unregistered-lemma		ᲂу҆гото́вана
token	ᲂу҆гото́вани	unregistered-lemma		ᲂу҆гото́вани
token	ᲂу҆гото́ванна	unregistered-lemma		ᲂу҆гото́ванна
token	ᲂу҆гото́ваннагѡ	unregistered-lemma		ᲂу҆гото́ваннагѡ
token	ᲂу҆гото́ванное	unregistered-lemma		ᲂу҆гото́ванное
token	ᲂу҆гото́ванный	unregistered-lemma		ᲂу҆гото́ванный
token	ᲂу҆гото́ванныѧ	unregistered-lemma		ᲂу҆гото́ванныѧ
token	ᲂу҆гото́ваннѣмъ	unregistered-lemma		ᲂу҆гото́ваннѣмъ
token	ᲂу҆гото́вано	unregistered-lemma		ᲂу҆гото́вано
token	ᲂу҆гото́ванъ	unregistered-lemma		ᲂу҆гото́ванъ
token	ᲂу҆гото́ванїе	unregistered-lemma		ᲂу҆гото́ванїе
token	ᲂу҆гото́ванїи	unregistered-lemma		ᲂу҆гото́ванїи
token	ᲂу҆гото́ванїю	unregistered-lemma		ᲂу҆гото́ванїю
token	ᲂу҆гото́ванїѧ	unregistered-lemma		ᲂу҆гото́ванїѧ
token	ᲂу҆гото́ванꙋ	unregistered-lemma		ᲂу҆гото́ванꙋ
token	ᲂу҆гото́вастѣ	unregistered-lemma		ᲂу҆гото́вастѣ
token	ᲂу҆гото́вати	unregistered-lemma		ᲂу҆гото́вати
token	ᲂу҆гото́вити	unregistered-lemma		ᲂу҆гото́вити
token	ᲂу҆гото́вльшесѧ	unregistered-lemma		ᲂу҆гото́вльшесѧ
token	ᲂу҆гото́влєнымъ	unregistered-lemma		ᲂу҆гото́влєнымъ
token	ᲂу҆готова́нїе	unregistered-lemma		ᲂу҆готова́нїе
token	ᲂу҆готовле́нїе	unregistered-lemma		ᲂу҆готовле́нїе
token	ᲂу҆готовлѧ́етсѧ	unregistered-lemma		ᲂу҆готовлѧ́етсѧ
token	ᲂу҆готовлѧ́етъ	unregistered-lemma		ᲂу҆готовлѧ́етъ
token	ᲂу҆готовлѧ́ти	unregistered-lemma		ᲂу҆готовлѧ́ти
token	ᲂу҆готовлѧ́ю	unregistered-lemma		ᲂу҆готовлѧ́ю
token	ᲂу҆готовлѧ́ютъ	unregistered-lemma		ᲂу҆готовлѧ́ютъ
token	ᲂу҆готовлѧ́ющемꙋ	unregistered-lemma		ᲂу҆готовлѧ́ющемꙋ
token	ᲂу҆готовлѧ́ющь	unregistered-lemma		ᲂу҆готовлѧ́ющь
token	ᲂу҆готовлѧ́ющїи	unregistered-lemma		ᲂу҆готовлѧ́ющїи
token	ᲂу҆готовлѧ́ѧй	unregistered-lemma		ᲂу҆готовлѧ́ѧй
token	ᲂу҆готѡ́вана	unregistered-lemma		ᲂу҆готѡ́вана
token	ᲂу҆готѡ́ванныѧ	unregistered-lemma		ᲂу҆готѡ́ванныѧ
token	ᲂу҆готѡ́ванїѧ	unregistered-lemma		ᲂу҆готѡ́ванїѧ
token	ᲂу҆гры́знетъ	unregistered-lemma		ᲂу҆гры́знетъ
token	ᲂу҆грыза́ете	unregistered-lemma		ᲂу҆грыза́ете
token	ᲂу҆грыза́хꙋ	unregistered-lemma		ᲂу҆грыза́хꙋ
token	ᲂу҆грыза́ше	unregistered-lemma		ᲂу҆грыза́ше
token	ᲂу҆грыза́ющыѧ	unregistered-lemma		ᲂу҆грыза́ющыѧ
token	ᲂу҆грыза́ющїи	unregistered-lemma		ᲂу҆грыза́ющїи
token	ᲂу҆грыза́ѧ	unregistered-lemma		ᲂу҆грыза́ѧ
token	ᲂу҆грызе́нный	unregistered-lemma		ᲂу҆грызе́нный
token	ᲂу҆грызе́нъ	unregistered-lemma		ᲂу҆грызе́нъ
token	ᲂу҆грызе́ньми	unregistered-lemma		ᲂу҆грызе́ньми
token	ᲂу҆грызе́нїемъ	unregistered-lemma		ᲂу҆грызе́нїемъ
token	ᲂу҆грызе́тъ	unregistered-lemma		ᲂу҆грызе́тъ
token	ᲂу҆грызꙋ́тъ	unregistered-lemma		ᲂу҆грызꙋ́тъ
token	ᲂу҆гѡ́дна	unregistered-lemma		ᲂу҆гѡ́дна
token	ᲂу҆гѡ́днаѧ	unregistered-lemma		ᲂу҆гѡ́днаѧ
token	ᲂу҆гѡ́дницы	unregistered-lemma		ᲂу҆гѡ́дницы
token	ᲂу҆гѡ́дны	unregistered-lemma		ᲂу҆гѡ́дны
token	ᲂу҆да́вленины	unregistered-lemma		ᲂу҆да́вленины
token	ᲂу҆да́лилъ	unregistered-lemma		ᲂу҆да́лилъ
token	ᲂу҆да́рена	unregistered-lemma		ᲂу҆да́рена
token	ᲂу҆да́ри	unregistered-lemma		ᲂу҆да́ри
token	ᲂу҆да́ривый	unregistered-lemma		ᲂу҆да́ривый
token	ᲂу҆да́рилъ	unregistered-lemma		ᲂу҆да́рилъ
token	ᲂу҆да́римъ	unregistered-lemma		ᲂу҆да́римъ
token	ᲂу҆да́ритъ	unregistered-lemma		ᲂу҆да́ритъ
token	ᲂу҆да́риша	unregistered-lemma		ᲂу҆да́риша
token	ᲂу҆да́риши	unregistered-lemma		ᲂу҆да́риши
token	ᲂу҆да́рю	unregistered-lemma		ᲂу҆да́рю
token	ᲂу҆дави́сѧ	unregistered-lemma		ᲂу҆дави́сѧ
token	ᲂу҆дави́тисѧ	unregistered-lemma		ᲂу҆дави́тисѧ
token	ᲂу҆давле́нъ	unregistered-lemma		ᲂу҆давле́нъ
token	ᲂу҆давѝ	unregistered-lemma		ᲂу҆давѝ
token	ᲂу҆дале́ныхъ	unregistered-lemma		ᲂу҆дале́ныхъ
token	ᲂу҆дали́босѧ	unregistered-lemma		ᲂу҆дали́босѧ
token	ᲂу҆дали́сѧ	unregistered-lemma		ᲂу҆дали́сѧ
token	ᲂу҆дали́тесѧ	unregistered-lemma		ᲂу҆дали́тесѧ
token	ᲂу҆дали́тисѧ	unregistered-lemma		ᲂу҆дали́тисѧ
token	ᲂу҆дали́тсѧ	unregistered-lemma		ᲂу҆дали́тсѧ
token	ᲂу҆дали́хомсѧ	unregistered-lemma		ᲂу҆дали́хомсѧ
token	ᲂу҆дали́хсѧ	unregistered-lemma		ᲂу҆дали́хсѧ
token	ᲂу҆дали́шасѧ	unregistered-lemma		ᲂу҆дали́шасѧ
token	ᲂу҆далє́нымъ	unregistered-lemma		ᲂу҆далє́нымъ
token	ᲂу҆далѝ	unregistered-lemma		ᲂу҆далѝ
token	ᲂу҆далѧ́етесѧ	unregistered-lemma		ᲂу҆далѧ́етесѧ
token	ᲂу҆далѧ́йсѧ	unregistered-lemma		ᲂу҆далѧ́йсѧ
token	ᲂу҆далѧ́тисѧ	unregistered-lemma		ᲂу҆далѧ́тисѧ
token	ᲂу҆далѧ́тсѧ	unregistered-lemma		ᲂу҆далѧ́тсѧ
token	ᲂу҆далѧ́ющїи	unregistered-lemma		ᲂу҆далѧ́ющїи
token	ᲂу҆далѧ́ѧсѧ	unregistered-lemma		ᲂу҆далѧ́ѧсѧ
token	ᲂу҆даре́й	unregistered-lemma		ᲂу҆даре́й
token	ᲂу҆даре́нїи	unregistered-lemma		ᲂу҆даре́нїи
token	ᲂу҆дарѧ́етъ	unregistered-lemma		ᲂу҆дарѧ́етъ
token	ᲂу҆дарѧ́ти	unregistered-lemma		ᲂу҆дарѧ́ти
token	ᲂу҆дарѧ́шесѧ	unregistered-lemma		ᲂу҆дарѧ́шесѧ
token	ᲂу҆дарѧ́ютъ	unregistered-lemma		ᲂу҆дарѧ́ютъ
token	ᲂу҆дарѧ́ѧй	unregistered-lemma		ᲂу҆дарѧ́ѧй
token	ᲂу҆дво́и	unregistered-lemma		ᲂу҆дво́и
token	ᲂу҆дво́иша	unregistered-lemma		ᲂу҆дво́иша
token	ᲂу҆дво́йте	unregistered-lemma		ᲂу҆дво́йте
token	ᲂу҆де́ржани	unregistered-lemma		ᲂу҆де́ржани
token	ᲂу҆де́ржитсѧ	unregistered-lemma		ᲂу҆де́ржитсѧ
token	ᲂу҆держа̀	unregistered-lemma		ᲂу҆держа̀
token	ᲂу҆держа́	unregistered-lemma		ᲂу҆держа́
token	ᲂу҆держа́вшаѧ	unregistered-lemma		ᲂу҆держа́вшаѧ
token	ᲂу҆держа́лъ	unregistered-lemma		ᲂу҆держа́лъ
token	ᲂу҆держа́на	unregistered-lemma		ᲂу҆держа́на
token	ᲂу҆держа́наѧ	unregistered-lemma		ᲂу҆держа́наѧ
token	ᲂу҆держа́нъ	unregistered-lemma		ᲂу҆держа́нъ
token	ᲂу҆держа́нїе	unregistered-lemma		ᲂу҆держа́нїе
token	ᲂу҆держа́нїемъ	unregistered-lemma		ᲂу҆держа́нїемъ
token	ᲂу҆держа́сте	unregistered-lemma		ᲂу҆держа́сте
token	ᲂу҆держа́сѧ	unregistered-lemma		ᲂу҆держа́сѧ
token	ᲂу҆держа́ти	unregistered-lemma		ᲂу҆держа́ти
token	ᲂу҆держа́тисѧ	unregistered-lemma		ᲂу҆держа́тисѧ
token	ᲂу҆держа́тсѧ	unregistered-lemma		ᲂу҆держа́тсѧ
token	ᲂу҆держа́тъ	unregistered-lemma		ᲂу҆держа́тъ
token	ᲂу҆держа́хсѧ	unregistered-lemma		ᲂу҆держа́хсѧ
token	ᲂу҆держа́хъ	unregistered-lemma		ᲂу҆держа́хъ
token	ᲂу҆держа́ша	unregistered-lemma		ᲂу҆держа́ша
token	ᲂу҆держа́шасѧ	unregistered-lemma		ᲂу҆держа́шасѧ
token	ᲂу҆держава́ти	unregistered-lemma		ᲂу҆держава́ти
token	ᲂу҆держава́хꙋ	unregistered-lemma		ᲂу҆держава́хꙋ
token	ᲂу҆держава́ющее	unregistered-lemma		ᲂу҆держава́ющее
token	ᲂу҆держава́ющїи	unregistered-lemma		ᲂу҆держава́ющїи
token	ᲂу҆держава́ѧй	unregistered-lemma		ᲂу҆держава́ѧй
token	ᲂу҆держи́мо	unregistered-lemma		ᲂу҆держи́мо
token	ᲂу҆держи́мъ	unregistered-lemma		ᲂу҆держи́мъ
token	ᲂу҆держи́те	unregistered-lemma		ᲂу҆держи́те
token	ᲂу҆держи́тсѧ	unregistered-lemma		ᲂу҆держи́тсѧ
token	ᲂу҆держи́тъ	unregistered-lemma		ᲂу҆держи́тъ
token	ᲂу҆держи́ши	unregistered-lemma		ᲂу҆держи́ши
token	ᲂу҆держите́сѧ	unregistered-lemma		ᲂу҆держите́сѧ
token	ᲂу҆держитѐ	unregistered-lemma		ᲂу҆держитѐ
token	ᲂу҆держꙋ̀	unregistered-lemma		ᲂу҆держꙋ̀
token	ᲂу҆держꙋ́сѧ	unregistered-lemma		ᲂу҆держꙋ́сѧ
token	ᲂу҆десы̀	unregistered-lemma		ᲂу҆десы̀
token	ᲂу҆десє́мъ	unregistered-lemma		ᲂу҆десє́мъ
token	ᲂу҆диви́всѧ	unregistered-lemma		ᲂу҆диви́всѧ
token	ᲂу҆диви́ла	unregistered-lemma		ᲂу҆диви́ла
token	ᲂу҆диви́лсѧ	unregistered-lemma		ᲂу҆диви́лсѧ
token	ᲂу҆диви́мь	unregistered-lemma		ᲂу҆диви́мь
token	ᲂу҆диви́сѧ	unregistered-lemma		ᲂу҆диви́сѧ
token	ᲂу҆диви́тесѧ	unregistered-lemma		ᲂу҆диви́тесѧ
token	ᲂу҆диви́тисѧ	unregistered-lemma		ᲂу҆диви́тисѧ
token	ᲂу҆диви́тсѧ	unregistered-lemma		ᲂу҆диви́тсѧ
token	ᲂу҆диви́тъ	unregistered-lemma		ᲂу҆диви́тъ
token	ᲂу҆диви́хсѧ	unregistered-lemma		ᲂу҆диви́хсѧ
token	ᲂу҆диви́шасѧ	unregistered-lemma		ᲂу҆диви́шасѧ
token	ᲂу҆диви́шисѧ	unregistered-lemma		ᲂу҆диви́шисѧ
token	ᲂу҆дивите́сѧ	unregistered-lemma		ᲂу҆дивите́сѧ
token	ᲂу҆дивле́нъ	unregistered-lemma		ᲂу҆дивле́нъ
token	ᲂу҆дивле́нїе	unregistered-lemma		ᲂу҆дивле́нїе
token	ᲂу҆дивле́нїѧ	unregistered-lemma		ᲂу҆дивле́нїѧ
token	ᲂу҆дивлѧ́емое	unregistered-lemma		ᲂу҆дивлѧ́емое
token	ᲂу҆дивлѧ́лсѧ	unregistered-lemma		ᲂу҆дивлѧ́лсѧ
token	ᲂу҆дивлѧ́хꙋсѧ	unregistered-lemma		ᲂу҆дивлѧ́хꙋсѧ
token	ᲂу҆дивлѧ́ше	unregistered-lemma		ᲂу҆дивлѧ́ше
token	ᲂу҆дивлѧ́ѧ	unregistered-lemma		ᲂу҆дивлѧ́ѧ
token	ᲂу҆дивѝ	unregistered-lemma		ᲂу҆дивѝ
token	ᲂу҆дивѧ́тсѧ	unregistered-lemma		ᲂу҆дивѧ́тсѧ
token	ᲂу҆до́бна	unregistered-lemma		ᲂу҆до́бна
token	ᲂу҆до́бно	unregistered-lemma		ᲂу҆до́бно
token	ᲂу҆до́бнѡ	unregistered-lemma		ᲂу҆до́бнѡ
token	ᲂу҆до́брєны	unregistered-lemma		ᲂу҆до́брєны
token	ᲂу҆до́бь	unregistered-lemma		ᲂу҆до́бь
token	ᲂу҆до́бѣе	unregistered-lemma		ᲂу҆до́бѣе
token	ᲂу҆до́ли	unregistered-lemma		ᲂу҆до́ли
token	ᲂу҆до́ль	unregistered-lemma		ᲂу҆до́ль
token	ᲂу҆до́льный	unregistered-lemma		ᲂу҆до́льный
token	ᲂу҆до́лїе	unregistered-lemma		ᲂу҆до́лїе
token	ᲂу҆до́лїи	unregistered-lemma		ᲂу҆до́лїи
token	ᲂу҆до́лїихъ	unregistered-lemma		ᲂу҆до́лїихъ
token	ᲂу҆до́лїѧ	unregistered-lemma		ᲂу҆до́лїѧ
token	ᲂу҆до́лѣ	unregistered-lemma		ᲂу҆до́лѣ
token	ᲂу҆добопрело́жный	unregistered-lemma		ᲂу҆добопрело́жный
token	ᲂу҆добота́ѧй	unregistered-lemma		ᲂу҆добота́ѧй
token	ᲂу҆доботлѣ́нныхъ	unregistered-lemma		ᲂу҆доботлѣ́нныхъ
token	ᲂу҆добрѣ́ста	unregistered-lemma		ᲂу҆добрѣ́ста
token	ᲂу҆довли́сѧ	unregistered-lemma		ᲂу҆довли́сѧ
token	ᲂу҆довлите́сѧ	unregistered-lemma		ᲂу҆довлите́сѧ
token	ᲂу҆довлѝ	unregistered-lemma		ᲂу҆довлѝ
token	ᲂу҆дово́ли	unregistered-lemma		ᲂу҆дово́ли
token	ᲂу҆дово́литъ	unregistered-lemma		ᲂу҆дово́литъ
token	ᲂу҆дрꙋжа́юща	unregistered-lemma		ᲂу҆дрꙋжа́юща
token	ᲂу҆дрꙋчи́тъ	unregistered-lemma		ᲂу҆дрꙋчи́тъ
token	ᲂу҆дѡ́бна	unregistered-lemma		ᲂу҆дѡ́бна
token	ᲂу҆дѡ́бныѧ	unregistered-lemma		ᲂу҆дѡ́бныѧ
token	ᲂу҆дѡ́въ	unregistered-lemma		ᲂу҆дѡ́въ
token	ᲂу҆дѡ́лїѧ	unregistered-lemma		ᲂу҆дѡ́лїѧ
token	ᲂу҆дѣле́нїѧ	unregistered-lemma		ᲂу҆дѣле́нїѧ
token	ᲂу҆дѣлѝ	unregistered-lemma		ᲂу҆дѣлѝ
token	ᲂу҆дꙋи́лихъ	unregistered-lemma		ᲂу҆дꙋи́лихъ
token	ᲂу҆е́млите	unregistered-lemma		ᲂу҆е́млите
token	ᲂу҆едине́на	unregistered-lemma		ᲂу҆едине́на
token	ᲂу҆едине́нный	unregistered-lemma		ᲂу҆едине́нный
token	ᲂу҆едине́нїи	unregistered-lemma		ᲂу҆едине́нїи
token	ᲂу҆есві́й	unregistered-lemma		ᲂу҆есві́й
token	ᲂу҆ехавѡ́ѳъ	unregistered-lemma		ᲂу҆ехавѡ́ѳъ
token	ᲂу҆жа́сенъ	unregistered-lemma		ᲂу҆жа́сенъ
token	ᲂу҆жа́снетсѧ	unregistered-lemma		ᲂу҆жа́снетсѧ
token	ᲂу҆жа́снешисѧ	unregistered-lemma		ᲂу҆жа́снешисѧ
token	ᲂу҆жа́сни	unregistered-lemma		ᲂу҆жа́сни
token	ᲂу҆жа́сный	unregistered-lemma		ᲂу҆жа́сный
token	ᲂу҆жа́снꙋтсѧ	unregistered-lemma		ᲂу҆жа́снꙋтсѧ
token	ᲂу҆жа́стивъ	unregistered-lemma		ᲂу҆жа́стивъ
token	ᲂу҆жа́сшесѧ	unregistered-lemma		ᲂу҆жа́сшесѧ
token	ᲂу҆жа̑снаѧ	unregistered-lemma		ᲂу҆жа̑снаѧ
token	ᲂу҆жалѣ́хсѧ	unregistered-lemma		ᲂу҆жалѣ́хсѧ
token	ᲂу҆жаса́етсѧ	unregistered-lemma		ᲂу҆жаса́етсѧ
token	ᲂу҆жаса́етъ	unregistered-lemma		ᲂу҆жаса́етъ
token	ᲂу҆жаса́еши	unregistered-lemma		ᲂу҆жаса́еши
token	ᲂу҆жаса́йсѧ	unregistered-lemma		ᲂу҆жаса́йсѧ
token	ᲂу҆жаса́йтесѧ	unregistered-lemma		ᲂу҆жаса́йтесѧ
token	ᲂу҆жаса́тисѧ	unregistered-lemma		ᲂу҆жаса́тисѧ
token	ᲂу҆жаса́хсѧ	unregistered-lemma		ᲂу҆жаса́хсѧ
token	ᲂу҆жаса́хꙋсѧ	unregistered-lemma		ᲂу҆жаса́хꙋсѧ
token	ᲂу҆жаса́ющесѧ	unregistered-lemma		ᲂу҆жаса́ющесѧ
token	ᲂу҆жаса́ѧсѧ	unregistered-lemma		ᲂу҆жаса́ѧсѧ
token	ᲂу҆жасе́сѧ	unregistered-lemma		ᲂу҆жасе́сѧ
token	ᲂу҆жаси́тъ	unregistered-lemma		ᲂу҆жаси́тъ
token	ᲂу҆жаси́ша	unregistered-lemma		ᲂу҆жаси́ша
token	ᲂу҆жаси́ши	unregistered-lemma		ᲂу҆жаси́ши
token	ᲂу҆жасни́тесѧ	unregistered-lemma		ᲂу҆жасни́тесѧ
token	ᲂу҆жаснꙋ́всѧ	unregistered-lemma		ᲂу҆жаснꙋ́всѧ
token	ᲂу҆жаснꙋ́вшымсѧ	unregistered-lemma		ᲂу҆жаснꙋ́вшымсѧ
token	ᲂу҆жаснꙋ́сѧ	unregistered-lemma		ᲂу҆жаснꙋ́сѧ
token	ᲂу҆жаснꙋ́шасѧ	unregistered-lemma		ᲂу҆жаснꙋ́шасѧ
token	ᲂу҆жасо́хомсѧ	unregistered-lemma		ᲂу҆жасо́хомсѧ
token	ᲂу҆жасо́хсѧ	unregistered-lemma		ᲂу҆жасо́хсѧ
token	ᲂу҆жасо́шасѧ	unregistered-lemma		ᲂу҆жасо́шасѧ
token	ᲂу҆жасѝ	unregistered-lemma		ᲂу҆жасѝ
token	ᲂу҆за́инъ	unregistered-lemma		ᲂу҆за́инъ
token	ᲂу҆за́ла	unregistered-lemma		ᲂу҆за́ла
token	ᲂу҆зако́нисѧ	unregistered-lemma		ᲂу҆зако́нисѧ
token	ᲂу҆зако́ниша	unregistered-lemma		ᲂу҆зако́ниша
token	ᲂу҆законе́нїємъ	unregistered-lemma		ᲂу҆законе́нїємъ
token	ᲂу҆звлѧ́тисѧ	unregistered-lemma		ᲂу҆звлѧ́тисѧ
token	ᲂу҆здо́ю	unregistered-lemma		ᲂу҆здо́ю
token	ᲂу҆зды̑	unregistered-lemma		ᲂу҆зды̑
token	ᲂу҆здѣ̀	unregistered-lemma		ᲂу҆здѣ̀
token	ᲂу҆здꙋ̀	unregistered-lemma		ᲂу҆здꙋ̀
token	ᲂу҆зи́лище	unregistered-lemma		ᲂу҆зи́лище
token	ᲂу҆зи́лищи	unregistered-lemma		ᲂу҆зи́лищи
token	ᲂу҆зи́нахъ	unregistered-lemma		ᲂу҆зи́нахъ
token	ᲂу҆знава́й	unregistered-lemma		ᲂу҆знава́й
token	ᲂу҆зрѣ́вый	unregistered-lemma		ᲂу҆зрѣ́вый
token	ᲂу҆и́лъ	unregistered-lemma		ᲂу҆и́лъ
token	ᲂу҆ймѝ	unregistered-lemma		ᲂу҆ймѝ
token	ᲂу҆ймꙋ̀	unregistered-lemma		ᲂу҆ймꙋ̀
token	ᲂу҆ка́жетъ	unregistered-lemma		ᲂу҆ка́жетъ
token	ᲂу҆ка́мъ	unregistered-lemma		ᲂу҆ка́мъ
token	ᲂу҆ка́нетъ	unregistered-lemma		ᲂу҆ка́нетъ
token	ᲂу҆ка́нъ	unregistered-lemma		ᲂу҆ка́нъ
token	ᲂу҆ка́нꙋ	unregistered-lemma		ᲂу҆ка́нꙋ
token	ᲂу҆кланѧ́етсѧ	unregistered-lemma		ᲂу҆кланѧ́етсѧ
token	ᲂу҆кланѧ́етъ	unregistered-lemma		ᲂу҆кланѧ́етъ
token	ᲂу҆кланѧ́ти	unregistered-lemma		ᲂу҆кланѧ́ти
token	ᲂу҆кланѧ́тисѧ	unregistered-lemma		ᲂу҆кланѧ́тисѧ
token	ᲂу҆кланѧ́ю	unregistered-lemma		ᲂу҆кланѧ́ю
token	ᲂу҆кланѧ́ютсѧ	unregistered-lemma		ᲂу҆кланѧ́ютсѧ
token	ᲂу҆кланѧ́юще	unregistered-lemma		ᲂу҆кланѧ́юще
token	ᲂу҆кланѧ́ющихсѧ	unregistered-lemma		ᲂу҆кланѧ́ющихсѧ
token	ᲂу҆кланѧ́ющыѧ	unregistered-lemma		ᲂу҆кланѧ́ющыѧ
token	ᲂу҆кланѧ́ющьсѧ	unregistered-lemma		ᲂу҆кланѧ́ющьсѧ
token	ᲂу҆клоне́нїю	unregistered-lemma		ᲂу҆клоне́нїю
token	ᲂу҆клоне́нїѧ	unregistered-lemma		ᲂу҆клоне́нїѧ
token	ᲂу҆клони́	unregistered-lemma		ᲂу҆клони́
token	ᲂу҆клони́всѧ	unregistered-lemma		ᲂу҆клони́всѧ
token	ᲂу҆клони́ласѧ	unregistered-lemma		ᲂу҆клони́ласѧ
token	ᲂу҆клони́лъ	unregistered-lemma		ᲂу҆клони́лъ
token	ᲂу҆клони́мсѧ	unregistered-lemma		ᲂу҆клони́мсѧ
token	ᲂу҆клони́стесѧ	unregistered-lemma		ᲂу҆клони́стесѧ
token	ᲂу҆клони́сѧ	unregistered-lemma		ᲂу҆клони́сѧ
token	ᲂу҆клони́тесѧ	unregistered-lemma		ᲂу҆клони́тесѧ
token	ᲂу҆клони́ти	unregistered-lemma		ᲂу҆клони́ти
token	ᲂу҆клони́тисѧ	unregistered-lemma		ᲂу҆клони́тисѧ
token	ᲂу҆клони́тсѧ	unregistered-lemma		ᲂу҆клони́тсѧ
token	ᲂу҆клони́тъ	unregistered-lemma		ᲂу҆клони́тъ
token	ᲂу҆клони́хомсѧ	unregistered-lemma		ᲂу҆клони́хомсѧ
token	ᲂу҆клони́хсѧ	unregistered-lemma		ᲂу҆клони́хсѧ
token	ᲂу҆клони́ша	unregistered-lemma		ᲂу҆клони́ша
token	ᲂу҆клони́шасѧ	unregistered-lemma		ᲂу҆клони́шасѧ
token	ᲂу҆клони́ши	unregistered-lemma		ᲂу҆клони́ши
token	ᲂу҆клони́шисѧ	unregistered-lemma		ᲂу҆клони́шисѧ
token	ᲂу҆клоните́сѧ	unregistered-lemma		ᲂу҆клоните́сѧ
token	ᲂу҆клоно́ста	unregistered-lemma		ᲂу҆клоно́ста
token	ᲂу҆клоню́сѧ	unregistered-lemma		ᲂу҆клоню́сѧ
token	ᲂу҆клонѝ	unregistered-lemma		ᲂу҆клонѝ
token	ᲂу҆клонѧ́етсѧ	unregistered-lemma		ᲂу҆клонѧ́етсѧ
token	ᲂу҆клонѧ́йсѧ	unregistered-lemma		ᲂу҆клонѧ́йсѧ
token	ᲂу҆клонѧ́тсѧ	unregistered-lemma		ᲂу҆клонѧ́тсѧ
token	ᲂу҆клонѧ́тъ	unregistered-lemma		ᲂу҆клонѧ́тъ
token	ᲂу҆клонѧ́шесѧ	unregistered-lemma		ᲂу҆клонѧ́шесѧ
token	ᲂу҆клонѧ́ющагосѧ	unregistered-lemma		ᲂу҆клонѧ́ющагосѧ
token	ᲂу҆клонѧ́ющесѧ	unregistered-lemma		ᲂу҆клонѧ́ющесѧ
token	ᲂу҆клонѧ́ющїисѧ	unregistered-lemma		ᲂу҆клонѧ́ющїисѧ
token	ᲂу҆клонѧ́ѧсѧ	unregistered-lemma		ᲂу҆клонѧ́ѧсѧ
token	ᲂу҆ко́рно	unregistered-lemma		ᲂу҆ко́рно
