source_row	lemma	class	inflection_lemma	number_restriction
3278	памѧть	1/f	памѧть	all
3279	паница	2/f	паница	all
3280	паничица	2/f	паничица	all
3281	папа	2/f	папа	all
3282	папежь	2/m	папежь	all
3283	папрьтъ	2/m	папрьтъ	all
3285	паства	2/f	паства	all
3286	паствина	2/f	паствина	all
3291	пастухъ	2/m	пастухъ	all
3292	пастыр҄ь	2/m	пастыр҄ь	all
3293	пелена	2/f	пелена	all
3294	пепелъ	2/m	пепелъ	all
3298	печаль	1/f	печаль	all
3300	печать	1/m	печать	all
3302	пещера	2/f	пещера	all
3305	пещь	1/f	пещь	all
3306	пещьница	2/f	пещьница	all
3308	пиꙗница	2/f	пиꙗница	all
3310	пиꙗньствиѥ	2/n	пиꙗньствиѥ	all
3311	пиꙗньство	2/n	пиꙗньство	all
3312	пиво	2/n	пиво	all
3313	пивьца	2/f	пивьца	all
3314	пила	2/f	пила	all
3315	пиръ	2/m	пиръ	all
3316	писаниѥ	2/n	писаниѥ	all
3322	питиѥ	2/n	питиѥ	all
3324	питѣниѥ	2/n	питѣниѥ	all
3326	пища	2/f	пища	all
3328	пѫть	1/m	пѫть	all
3329	пѫтьникъ	2/m	пѫтьникъ	all
3331	пѫчина	2/f	пѫчина	all
3335	пламень	1/m	пламень	all
3338	платъ	2/m	платъ	all
3340	плачь	2/m	плачь	all
3341	плащаница	2/f	плащаница	all
3343	плащь	2/m	плащь	all
3346	пленица	2/f	пленица	all
3348	плесно	2/n	плесно	all
3349	плесньце	2/n	плесньце	all
3351	плеще	2/n	плеще	all
3353	плищь	2/m	плищь	all
3356	плодъ	2/m	плодъ	all
3359	плотъ	2/m	плотъ	all
3361	плуща	2/n	плуще	pl
3362	плъкъ	2/m	плъкъ	all
3363	плъниѥ	2/n	плъниѥ	all
3364	плъть	1/f	плъть	all
3374	плѣн҄ѥниѥ	2/n	плѣн҄ѥниѥ	all
3375	плѣва	2/f	плѣва	all
3376	плѣвелъ	2/m	плѣвелъ	all
3377	плѣвьница	2/f	плѣвьница	all
3380	плѣнъ	2/m	плѣнъ	all
3381	плѣньникъ	2/m	плѣньникъ	all
3382	плѣньница	2/f	плѣньница	all
3384	плѧсаниѥ	2/n	плѧсаниѥ	all
3386	плѧсьць	2/m	плѧсьць	all
3390	поꙗсъ	2/m	поꙗсъ	all
3391	пол҄ѥ	2/n	пол҄ѥ	all
3392	пон҄ꙗва	2/f	пон҄ꙗва	all
3393	пон҄ꙗвица	2/f	пон҄ꙗвица	all
3402	побыть	1/f	побыть	all
3404	побѣждениѥ	2/n	побѣждениѥ	all
3407	побѣда	2/f	побѣда	all
3411	побѣдьникъ	2/m	побѣдьникъ	all
3417	повелѣниѥ	2/n	повелѣниѥ	all
3426	поводатаи	2/m	поводатаи	all
3431	повѣданиѥ	2/n	повѣданиѥ	all
3434	повѣдь	1/f	повѣдь	all
3437	повѣсть	1/f	повѣсть	all
3452	погребениѥ	2/n	погребениѥ	all
3457	погрѫжениѥ	2/n	погрѫжениѥ	all
3459	погрѣбаниѥ	2/n	погрѣбаниѥ	all
3461	погрѣшениѥ	2/n	погрѣшениѥ	all
3465	погубл҄ѥниѥ	2/n	погубл҄ѥниѥ	all
3469	погыбл҄ѥниѥ	2/n	погыбл҄ѥниѥ	all
3470	погыбѣль	1/f	погыбѣль	all
3477	подвижьникъ	2/m	подвижьникъ	all
3480	подобл҄ѥниѥ	2/n	подобл҄ѥниѥ	all
3481	подоба	2/f	подоба	all
3483	подобиѥ	2/n	подобиѥ	all
3486	подобьствиѥ	2/n	подобьствиѥ	all
3487	подрагъ	2/m	подрагъ	all
3488	подражаниѥ	2/n	подражаниѥ	all
3491	подражениѥ	2/n	подражениѥ	all
3494	подражьникъ	2/m	подражьникъ	all
3496	подругъ	2/m	подругъ	all
3497	подружиѥ	2/n	подружиѥ	all
3498	подрьжаниѥ	2/n	подрьжаниѥ	all
3502	подъѩтиѥ	2/n	подъѩтиѥ	all
3503	подъгориѥ	2/n	подъгориѥ	all
3506	подъземиѥ	2/n	подъземиѥ	all
3508	порокъ	2/m	порокъ	all
3512	порѧдиѥ	2/n	порѧдиѥ	all
3517	посѫждениѥ	2/n	посѫждениѥ	all
3521	послужениѥ	2/n	послужениѥ	all
3524	послухъ	2/m	послухъ	all
3525	послушаниѥ	2/n	послушаниѥ	all
3528	послушьникъ	2/m	послушьникъ	all
3529	послушьство	2/n	послушьство	all
3532	послѣдъкъ	2/m	послѣдъкъ	all
3539	подъметъ	2/m	подъметъ	all
3542	подъножиѥ	2/n	подъножиѥ	all
3548	подѣлиѥ	2/n	подѣлиѥ	all
3551	пожеланиѥ	2/n	пожеланиѥ	all
3562	познаниѥ	2/n	познаниѥ	all
3565	позоратаи	2/m	позоратаи	all
3566	позорище	2/n	позорище	all
3568	позоръ	2/m	позоръ	all
3569	позорьникъ	2/m	позорьникъ	all
3570	позъваниѥ	2/n	позъваниѥ	all
3579	покаꙗзнь	1/f	покаꙗзнь	all
3581	покаꙗниѥ	2/n	покаꙗниѥ	all
3587	показаниѥ	2/n	показаниѥ	all
3591	поклан҄ꙗниѥ	2/n	поклан҄ꙗниѥ	all
3593	поклон҄ѥниѥ	2/n	поклон҄ѥниѥ	all
3595	поклонъ	2/m	поклонъ	all
3596	поклоньникъ	2/m	поклоньникъ	all
3597	покор҄ѥниѥ	2/n	покор҄ѥниѥ	all
3599	покои	2/m	покои	all
3602	поконь	1/m	поконь	all
3605	покровище	2/n	покровище	all
3606	покровъ	2/m	покровъ	all
3612	покываниѥ	2/n	покываниѥ	all
3614	покыновениѥ	2/n	покыновениѥ	all
3615	пола	2/f	пола	all
3617	полата	2/f	полата	all
3622	положениѥ	2/n	положениѥ	all
3624	получаи	2/m	получаи	all
3625	получениѥ	2/n	получениѥ	all
3628	полъ	2/m	полъ	all
3629	польѕа	2/f	польѕа	all
3634	помаꙗниѥ	2/n	помаꙗниѥ	all
3638	помазаниѥ	2/n	помазаниѥ	all
3639	помазаньникъ	2/m	помазаньникъ	all
3648	поможениѥ	2/n	поможениѥ	all
3650	помор҄иѥ	2/n	помор҄иѥ	all
3652	помощиѥ	2/n	помощиѥ	all
3653	помощь	1/f	помощь	all
3654	помощьникъ	2/m	помощьникъ	all
3655	помрачениѥ	2/n	помрачениѥ	all
3662	помыслъ	2/m	помыслъ	all
3663	помышл҄ꙗниѥ	2/n	помышл҄ꙗниѥ	all
3665	помышл҄ѥниѥ	2/n	помышл҄ѥниѥ	all
3670	помѧновениѥ	2/n	помѧновениѥ	all
3671	понедѣл҄ьникъ	2/m	понедѣл҄ьникъ	all
3674	поновл҄ѥниѥ	2/n	поновл҄ѥниѥ	all
3677	поносъ	2/m	поносъ	all
3678	поношениѥ	2/n	поношениѥ	all
3683	попелъ	2/m	попелъ	all
3684	попечениѥ	2/n	попечениѥ	all
3691	попущениѥ	2/n	попущениѥ	all
3692	попъ	2/m	попъ	all
3694	попьраниѥ	2/n	попьраниѥ	all
3696	попьрище	2/n	попьрище	all
3697	попьство	2/n	попьство	all
3708	порѫганиѥ	2/n	порѫганиѥ	all
3713	порѫчьникъ	2/m	порѫчьникъ	all
3714	порождениѥ	2/n	порождениѥ	all
3715	порода	2/f	порода	all
3718	породьство	2/n	породьство	all
3722	пособиѥ	2/n	пособиѥ	all
3724	посоха	2/f	посоха	all
3727	поспѣхъ	2/m	поспѣхъ	all
3729	поспѣшениѥ	2/n	поспѣшениѥ	all
3731	поспѣшьникъ	2/m	поспѣшьникъ	all
3737	поставл҄ѥниѥ	2/n	поставл҄ѥниѥ	all
3739	постел҄ꙗ	2/f	постел҄ꙗ	all
3741	постижениѥ	2/n	постижениѥ	all
3744	постоꙗниѥ	2/n	постоꙗниѥ	all
3746	постраданиѥ	2/n	постраданиѥ	all
3748	пострашениѥ	2/n	пострашениѥ	all
3752	пострижениѥ	2/n	пострижениѥ	all
3755	постъ	2/m	постъ	all
3758	постьникъ	2/m	постьникъ	all
3759	постьница	2/f	постьница	all
3761	посъланиѥ	2/n	посъланиѥ	all
3774	посѣщениѥ	2/n	посѣщениѥ	all
3782	потокъ	2/m	потокъ	all
3784	потопъ	2/m	потопъ	all
3793	потрѣба	2/f	потрѣба	all
3795	потрѣбованиѥ	2/n	потрѣбованиѥ	all
3799	потъ	2/m	потъ	all
3801	потъчениѥ	2/n	потъчениѥ	all
3802	потъщаниѥ	2/n	потъщаниѥ	all
3806	потьпѣга	2/f	потьпѣга	all
3809	поуврьзениѥ	2/n	поуврьзениѥ	all
3815	поучениѥ	2/n	поучениѥ	all
3817	поущаниѥ	2/n	поущаниѥ	all
3819	поущениѥ	2/n	поущениѥ	all
3821	похвал҄ѥниѥ	2/n	похвал҄ѥниѥ	all
3822	похвала	2/f	похвала	all
3827	похода	2/f	похода	all
3829	похоть	1/f	похоть	all
3831	похотѣниѥ	2/n	похотѣниѥ	all
3834	похул҄ѥниѥ	2/n	похул҄ѥниѥ	all
3839	прикладъ	2/m	прикладъ	all
3842	прикосновениѥ	2/n	прикосновениѥ	all
3843	прикръвениѥ	2/n	прикръвениѥ	all
3847	прикупъ	2/m	прикупъ	all
3849	прилежаниѥ	2/n	прилежаниѥ	all
3852	прилогъ	2/m	прилогъ	all
3853	приложениѥ	2/n	приложениѥ	all
3858	почитаниѥ	2/n	почитаниѥ	all
3861	почрьпало	2/n	почрьпало	all
3862	почрьпальникъ	2/m	почрьпальникъ	all
3867	почьтениѥ	2/n	почьтениѥ	all
3868	пощениѥ	2/n	пощениѥ	all
3870	правл҄ѥниѥ	2/n	правл҄ѥниѥ	all
3871	правило	2/n	правило	all
3874	правость	1/f	правость	all
3875	правота	2/f	правота	all
3878	правьда	2/f	правьда	all
3880	правьдьникъ	2/m	правьдьникъ	all
3883	прагъ	2/m	прагъ	all
3884	прадѣдъ	2/m	прадѣдъ	all
3885	праздьникъ	2/m	праздьникъ	all
3888	праздьньствиѥ	2/n	праздьньствиѥ	all
3889	праздьньство	2/n	праздьньство	all
3891	прапрѫда	2/f	прапрѫда	all
3892	прапрѫдъ	2/m	прапрѫдъ	all
3895	прахъ	2/m	прахъ	all
3898	приꙗзнь	1/f	приꙗзнь	all
3902	прил҄юбл҄ѥниѥ	2/n	прил҄юбл҄ѥниѥ	all
3905	приѩтиѥ	2/n	приѩтиѥ	all
3912	прибытъкъ	2/m	прибытъкъ	all
3914	прибѣганиѥ	2/n	прибѣганиѥ	all
3918	прибѣжище	2/n	прибѣжище	all
3923	привидѣниѥ	2/n	привидѣниѥ	all
3930	привѣтъ	2/m	привѣтъ	all
3931	привѧзаниѥ	2/n	привѧзаниѥ	all
3934	пригвождениѥ	2/n	пригвождениѥ	all
3941	приградъ	2/m	приградъ	all
3951	прижитиѥ	2/n	прижитиѥ	all
3953	призракъ	2/m	призракъ	all
3954	призъваниѥ	2/n	призъваниѥ	all
3956	призываниѥ	2/n	призываниѥ	all
3960	прииманиѥ	2/n	прииманиѥ	all
3963	прикл҄ючаи	2/m	прикл҄ючаи	all
3966	прилучаи	2/m	прилучаи	all
3973	примор҄иѥ	2/n	примор҄иѥ	all
3974	примракъ	2/m	примракъ	all
3977	примышл҄ѥниѥ	2/n	примышл҄ѥниѥ	all
3982	принесениѥ	2/n	принесениѥ	all
3986	приносъ	2/m	приносъ	all
3987	приношениѥ	2/n	приношениѥ	all
3992	приобрѣтел҄ьникъ	2/m	приобрѣтел҄ьникъ	all
3993	приобрѣтениѥ	2/n	приобрѣтениѥ	all
3994	приобрѣтѣль	1/f	приобрѣтѣль	all
4009	прирокъ	2/m	прирокъ	all
4010	присвоѥниѥ	2/n	присвоѥниѥ	all
4017	присность	1/f	присность	all
4021	приставл҄ѥниѥ	2/n	приставл҄ѥниѥ	all
4023	приставьникъ	2/m	приставьникъ	all
4024	пристанище	2/n	пристанище	all
4026	пристѫпл҄ѥниѥ	2/n	пристѫпл҄ѥниѥ	all
4034	присѣщениѥ	2/n	присѣщениѥ	all
4035	присѧга	2/f	присѧга	all
4037	присѧжениѥ	2/n	присѧжениѥ	all
4046	притъча	2/f	притъча	all
4048	притѧжаниѥ	2/n	притѧжаниѥ	all
4051	прихождениѥ	2/n	прихождениѥ	all
4053	приходъ	2/m	приходъ	all
4059	причьтьникъ	2/m	причьтьникъ	all
4060	причѧстиѥ	2/n	причѧстиѥ	all
4062	причѧстьникъ	2/m	причѧстьникъ	all
4064	причѧщаниѥ	2/n	причѧщаниѥ	all
4066	причѧщениѥ	2/n	причѧщениѥ	all
4067	пришьльствиѥ	2/n	пришьльствиѥ	all
4068	пришьльство	2/n	пришьльство	all
4070	пришьльць	2/m	пришьльць	all
4071	пришьствиѥ	2/n	пришьствиѥ	all
4072	пришьстиѥ	2/n	пришьстиѥ	all
4073	прѫгъ	2/m	прѫгъ	all
4075	прѫтиѥ	2/n	прѫтиѥ	all
4080	пробрѣзгъ	2/m	пробрѣзгъ	all
4092	прогнѣваниѥ	2/n	прогнѣваниѥ	all
4094	прогон҄ѥниѥ	2/n	прогон҄ѥниѥ	all
4098	проданиѥ	2/n	проданиѥ	all
4101	продльжениѥ	2/n	продльжениѥ	all
4107	прозьрѣниѥ	2/n	прозьрѣниѥ	all
4110	прозѧбениѥ	2/n	прозѧбениѥ	all
4119	прокъ	2/m	прокъ	all
4121	пролиꙗниѥ	2/n	пролиꙗниѥ	all
4127	промыслъ	2/m	промыслъ	all
4128	промысльникъ	2/m	промысльникъ	all
4129	промышл҄ѥниѥ	2/n	промышл҄ѥниѥ	all
4132	проныриѥ	2/n	проныриѥ	all
4134	проныръ	2/m	проныръ	all
4135	пронырьство	2/n	пронырьство	all
4143	противл҄ѥниѥ	2/n	противл҄ѥниѥ	all
4146	противьникъ	2/m	противьникъ	all
4149	противьство	2/n	противьство	all
4153	проображениѥ	2/n	проображениѥ	all
4155	прообразованиѥ	2/n	прообразованиѥ	all
4156	пропадь	1/f	пропадь	all
4157	пропасть	1/f	пропасть	all
4160	проповѣданиѥ	2/n	проповѣданиѥ	all
4164	проповѣдь	1/f	проповѣдь	all
4165	проповѣдьникъ	2/m	проповѣдьникъ	all
4168	пропѧтиѥ	2/n	пропѧтиѥ	all
4172	проречениѥ	2/n	проречениѥ	all
4174	прорицаниѥ	2/n	прорицаниѥ	all
4176	пророкъ	2/m	пророкъ	all
4177	пророчица	2/f	пророчица	all
4180	пророчьство	2/n	пророчьство	all
4186	просвѣщениѥ	2/n	просвѣщениѥ	all
4190	проскупьство	2/n	проскупьство	all
4193	прослутиѥ	2/n	прослутиѥ	all
4199	простость	1/f	простость	all
4200	пространиѥ	2/n	пространиѥ	all
4203	пространьство	2/n	пространьство	all
4211	прохлаждениѥ	2/n	прохлаждениѥ	all
4213	прохождениѥ	2/n	прохождениѥ	all
4218	прошениѥ	2/n	прошениѥ	all
4220	прощениѥ	2/n	прощениѥ	all
4221	прътищь	2/m	прътищь	all
4222	прътъ	2/m	прътъ	all
4224	прьвѣньць	2/m	прьвѣньць	all
4225	прьси	1/f	прьсь	pl
4226	прьстъ	2/m	прьстъ	all
4227	пръсть	1/f	пръсть	all
4231	прѣждьникъ	2/m	прѣждьникъ	all
4239	прѣбываниѥ	2/n	прѣбываниѥ	all
4258	прѣвѣса	2/f	прѣвѣса	all
4260	прѣгѫдьница	2/f	прѣгѫдьница	all
4262	прѣгрѣшениѥ	2/n	прѣгрѣшениѥ	all
4264	прѣгын҄ꙗ	2/f	прѣгын҄ꙗ	all
4266	прѣдаꙗниѥ	2/n	прѣдаꙗниѥ	all
4268	прѣдавьникъ	2/m	прѣдавьникъ	all
4270	прѣданиѥ	2/n	прѣданиѥ	all
4271	прѣданьникъ	2/m	прѣданьникъ	all
4276	прѣдолѣниѥ	2/n	прѣдолѣниѥ	all
4280	прѣдъборьникъ	2/m	прѣдъборьникъ	all
4284	прѣдъдвориѥ	2/n	прѣдъдвориѥ	all
4285	прѣдъзъваниѥ	2/n	прѣдъзъваниѥ	all
4290	прѣдъложениѥ	2/n	прѣдъложениѥ	all
4297	прѣдъпьсаниѥ	2/n	прѣдъпьсаниѥ	all
4302	прѣдъстолиѥ	2/n	прѣдъстолиѥ	all
4303	прѣдъсѣданиѥ	2/n	прѣдъсѣданиѥ	all
4305	прѣдътеча	2/f	прѣдътеча	all
4311	прѣдѣдъ	2/m	прѣдѣдъ	all
4312	прѣдѣлъ	2/m	прѣдѣлъ	all
4315	прѣзорьство	2/n	прѣзорьство	all
4316	прѣзьрѣниѥ	2/n	прѣзьрѣниѥ	all
4320	прѣимьникъ	2/m	прѣимьникъ	all
4324	прѣклада	2/f	прѣклада	all
4325	прѣклон҄ѥниѥ	2/n	прѣклон҄ѥниѥ	all
4340	прѣлогъ	2/m	прѣлогъ	all
4341	прѣложениѥ	2/n	прѣложениѥ	all
4343	прѣломл҄ѥниѥ	2/n	прѣломл҄ѥниѥ	all
4346	прѣльсть	1/f	прѣльсть	all
4347	прѣльстьникъ	2/m	прѣльстьникъ	all
4349	прѣльщениѥ	2/n	прѣльщениѥ	all
4357	прѣмѫдрость	1/f	прѣмѫдрость	all
4369	прѣмѣна	2/f	прѣмѣна	all
4372	прѣмѣньникъ	2/m	прѣмѣньникъ	all
4374	прѣнемаганиѥ	2/n	прѣнемаганиѥ	all
4378	прѣношениѥ	2/n	прѣношениѥ	all
4381	прѣображениѥ	2/n	прѣображениѥ	all
4385	прѣотьць	2/m	прѣотьць	all
4392	прѣподобиѥ	2/n	прѣподобиѥ	all
4395	прѣполовл҄ѥниѥ	2/n	прѣполовл҄ѥниѥ	all
4397	прѣпрѫда	2/f	прѣпрѫда	all
4398	прѣпрѫдъ	2/m	прѣпрѫдъ	all
4403	прѣпьрѣниѥ	2/n	прѣпьрѣниѥ	all
4406	прѣровъ	2/m	прѣровъ	all
4410	прѣрѣканиѥ	2/n	прѣрѣканиѥ	all
4415	прѣсел҄ѥниѥ	2/n	прѣсел҄ѥниѥ	all
4417	прѣсельникъ	2/m	прѣсельникъ	all
4423	прѣслушаниѥ	2/n	прѣслушаниѥ	all
4429	прѣставл҄ѥниѥ	2/n	прѣставл҄ѥниѥ	all
4433	прѣстѫпл҄ѥниѥ	2/n	прѣстѫпл҄ѥниѥ	all
4436	прѣстѫпьникъ	2/m	прѣстѫпьникъ	all
4438	прѣстоꙗниѥ	2/n	прѣстоꙗниѥ	all
4440	прѣстолъ	2/m	прѣстолъ	all
4452	прѣтрьпѣниѥ	2/n	прѣтрьпѣниѥ	all
4457	прѣтыканиѥ	2/n	прѣтыканиѥ	all
4467	прѣчьсть	1/f	прѣчьсть	all
4470	прѣщениѥ	2/n	прѣщениѥ	all
4474	пустота	2/f	пустота	all
4475	пустошь	1/f	пустошь	all
4479	пустын҄ьникъ	2/m	пустын҄ьникъ	all
4483	пущеница	2/f	пущеница	all
4484	пъваниѥ	2/n	пъваниѥ	all
4486	пътеньць	2/m	пътеньць	all
4487	пътица	2/f	пътица	all
4488	пътищь	2/m	пътищь	all
4489	пътѣньць	2/m	пътѣньць	all
4490	пытаниѥ	2/n	пытаниѥ	all
4492	пьр҄ꙗ	2/f	пьр҄ꙗ	all
4494	пьрѣниѥ	2/n	пьрѣниѥ	all
4496	пьсаниѥ	2/n	пьсаниѥ	all
4499	пьсъ	2/m	пьсъ	all
4501	пьцьлъ	2/m	пьцьлъ	all
4503	пьшеница	2/f	пьшеница	all
4506	пѣвьць	2/m	пѣвьць	all
4508	пѣготы	2/f	пѣгота	pl
4509	пѣна	2/f	пѣна	all
4510	пѣниѥ	2/n	пѣниѥ	all
4513	пѣнѧѕь	2/m	пѣнѧѕь	all
4514	пѣнѧжьникъ	2/m	пѣнѧжьникъ	all
4515	пѣснь	1/f	пѣснь	all
4517	пѣстунъ	2/m	пѣстунъ	all
4518	пѣсъкъ	2/m	пѣсъкъ	all
4520	пѣтиѥ	2/n	пѣтиѥ	all
4522	пѧдь	1/f	пѧдь	all
4523	пѧта	2/f	пѧта	all
4525	пѧтъкъ	2/m	пѧтъкъ	all
4526	пѧть	1/f	пѧть	all
4527	ражданиѥ	2/n	ражданиѥ	all
4529	раждежениѥ	2/n	раждежениѥ	all
4531	раждиѕаниѥ	2/n	раждиѕаниѥ	all
4533	раба	2/f	раба	all
4535	работа	2/f	работа	all
4536	работаниѥ	2/n	работаниѥ	all
4538	работьникъ	2/m	работьникъ	all
4540	рабъ	2/m	рабъ	all
4545	радованиѥ	2/n	радованиѥ	all
4547	радость	1/f	радость	all
4549	радоща	2/f	радоща	all
4555	разбои	2/m	разбои	all
4556	разбоиникъ	2/m	разбоиникъ	all
4558	разбоиство	2/n	разбоиство	all
4559	разболѣниѥ	2/n	разболѣниѥ	all
4568	развращениѥ	2/n	развращениѥ	all
4570	разврьзениѥ	2/n	разврьзениѥ	all
4577	разграбл҄ѥниѥ	2/n	разграбл҄ѥниѥ	all
4583	раздавьникъ	2/m	раздавьникъ	all
4585	раздоръ	2/m	раздоръ	all
4591	раздрушениѥ	2/n	раздрушениѥ	all
4594	раздрѣшениѥ	2/n	раздрѣшениѥ	all
4598	раздѣл҄ѥниѥ	2/n	раздѣл҄ѥниѥ	all
4601	различениѥ	2/n	различениѥ	all
4602	различиѥ	2/n	различиѥ	all
4604	разлѫка	2/f	разлѫка	all
4606	разлѫчениѥ	2/n	разлѫчениѥ	all
4613	размышл҄ѥниѥ	2/n	размышл҄ѥниѥ	all
4616	разор҄ѥниѥ	2/n	разор҄ѥниѥ	all
4620	разумъ	2/m	разумъ	all
4624	разумѣниѥ	2/n	разумѣниѥ	all
4627	разьньствиѥ	2/n	разьньствиѥ	all
4629	разьньство	2/n	разьньство	all
4631	раи	2/m	раи	all
4633	рака	2/f	рака	all
4634	рало	2/n	рало	all
4635	рана	2/f	рана	all
4638	расѫждениѥ	2/n	расѫждениѥ	all
4650	распал҄ѥниѥ	2/n	распал҄ѥниѥ	all
4652	распалина	2/f	распалина	all
4657	распѫтиѥ	2/n	распѫтиѥ	all
4658	распонъ	2/m	распонъ	all
4664	распьр҄ꙗ	2/f	распьр҄ꙗ	all
4667	распьрѣниѥ	2/n	распьрѣниѥ	all
4669	распѧтиѥ	2/n	распѧтиѥ	all
4673	раствор҄ѥниѥ	2/n	раствор҄ѥниѥ	all
4684	растрьѕаниѥ	2/n	растрьѕаниѥ	all
4686	растъ	2/m	растъ	all
4694	расѣꙗниѥ	2/n	расѣꙗниѥ	all
4698	ратаи	2/m	ратаи	all
4699	рать	1/f	рать	all
4700	ратьникъ	2/m	ратьникъ	all
4706	ращениѥ	2/n	ращениѥ	all
4707	ребро	2/n	ребро	all
4708	ремень	1/m	ремень	all
4709	ремьство	2/n	ремьство	all
4711	реть	1/f	реть	all
4714	риза	2/f	риза	all
4715	ризьница	2/f	ризьница	all
4721	рѫгъ	2/m	рѫгъ	all
4722	рѫжениѥ	2/n	рѫжениѥ	all
4724	рѫка	2/f	рѫка	all
4726	рождениѥ	2/n	рождениѥ	all
4727	рождиѥ	2/n	рождиѥ	all
4728	рождьство	2/n	рождьство	all
4730	ровъ	2/m	ровъ	all
4731	ровьникъ	2/m	ровьникъ	all
4732	рогозина	2/f	рогозина	all
4733	рогъ	2/m	рогъ	all
4736	родител҄ьница	2/f	родител҄ьница	all
4738	родител҄ьство	2/n	родител҄ьство	all
4740	родъ	2/m	родъ	all
4741	родьство	2/n	родьство	all
4743	рожьць	2/m	рожьць	all
4744	розвьнъ	2/m	розвьнъ	all
4745	розга	2/f	розга	all
4746	рокъ	2/m	рокъ	all
4747	роса	2/f	роса	all
4750	руда	2/f	руда	all
4752	руно	2/n	руно	all
4755	ръжда	2/f	ръжда	all
4756	ръватва	2/f	ръватва	all
4757	ръвеникъ	2/m	ръвеникъ	all
4759	ръпътаниѥ	2/n	ръпътаниѥ	all
4761	ръпътъ	2/m	ръпътъ	all
4762	рыба	2/f	рыба	all
4764	рыбитвъ	2/m	рыбитвъ	all
4765	рыбица	2/f	рыбица	all
4766	рыданиѥ	2/n	рыданиѥ	all
4768	рыло	2/n	рыло	all
4770	рьвьниѥ	2/n	рьвьниѥ	all
4774	рьвьность	1/f	рьвьность	all
4779	сѫдиище	2/n	сѫдиище	all
4780	сѫдилище	2/n	сѫдилище	all
4783	сѫдище	2/n	сѫдище	all
4784	сѫдъ	2/m	сѫдъ	all
4785	сѫдьба	2/f	сѫдьба	all
4788	сѫкъ	2/m	сѫкъ	all
4789	сѫмьнѣниѥ	2/n	сѫмьнѣниѥ	all
4793	рѣка	2/f	рѣка	all
4794	рѣпиѥ	2/n	рѣпиѥ	all
4795	рѣснота	2/f	рѣснота	all
4797	рѣчь	1/f	рѣчь	all
4801	рѧдъ	2/m	рѧдъ	all
4803	садъ	2/m	садъ	all
4807	санъ	2/m	санъ	all
4808	сапогъ	2/m	сапогъ	all
4809	сваръ	2/m	сваръ	all
4810	сварьникъ	2/m	сварьникъ	all
4814	сверѣпьство	2/n	сверѣпьство	all
4818	свирьць	2/m	свирьць	all
4819	свирѣль	1/f	свирѣль	all
4820	свистаниѥ	2/n	свистаниѥ	all
4823	свобождениѥ	2/n	свобождениѥ	all
4824	свобода	2/f	свобода	all
4831	свьтѣниѥ	2/n	свьтѣниѥ	all
4833	свѣтило	2/n	свѣтило	all
4834	свѣтильникъ	2/m	свѣтильникъ	all
4838	свѣтъ	2/m	свѣтъ	all
4839	свѣтьлость	1/f	свѣтьлость	all
4840	свѣтьлота	2/f	свѣтьлота	all
4842	свѣтьльство	2/n	свѣтьльство	all
4843	свѣща	2/f	свѣща	all
4844	свѣщило	2/n	свѣщило	all
4845	свѣщьникъ	2/m	свѣщьникъ	all
4846	свѧтилище	2/n	свѧтилище	all
4847	свѧтило	2/n	свѧтило	all
4851	свѧтость	1/f	свѧтость	all
4855	свѧтьба	2/f	свѧтьба	all
4856	свѧтьць	2/m	свѧтьць	all
4858	свѧщениѥ	2/n	свѧщениѥ	all
4859	свѧщеникъ	2/m	свѧщеникъ	all
4860	седмица	2/f	седмица	all
4861	седморица	2/f	седморица	all
4864	седмь	1/f	седмь	all
4865	сеица	2/f	сеица	all
4866	секыра	2/f	секыра	all
4869	селище	2/n	селище	all
4870	село	2/n	село	all
4872	сестра	2/f	сестра	all
4874	сиꙗниѥ	2/n	сиꙗниѥ	all
4876	сила	2/f	сила	all
4877	сило	2/n	сило	all
4879	сирота	2/f	сирота	all
4880	сиротьство	2/n	сиротьство	all
4884	сѫпостатъ	2/m	сѫпостатъ	all
4885	сѫпрѫгъ	2/m	сѫпрѫгъ	all
4887	сѫпротивьникъ	2/m	сѫпротивьникъ	all
4889	сѫпьр҄ь	2/m	сѫпьр҄ь	all
4890	сѫпьр҄ьникъ	2/m	сѫпьр҄ьникъ	all
4891	сѫсѣдъ	2/m	сѫсѣдъ	all
4893	сѫчьць	2/m	сѫчьць	all
4894	сѫщиѥ	2/n	сѫщиѥ	all
4896	сѫщьство	2/n	сѫщьство	all
4898	сквара	2/f	сквара	all
4899	сквожьн҄ꙗ	2/f	сквожьн҄ꙗ	all
4900	скврьн҄ѥниѥ	2/n	скврьн҄ѥниѥ	all
4901	скврьна	2/f	скврьна	all
4904	скврьность	1/f	скврьность	all
4906	скврьньникъ	2/m	скврьньникъ	all
4908	скѫдость	1/f	скѫдость	all
4910	скѫдълъ	2/m	скѫдълъ	all
4912	скѫдъльникъ	2/m	скѫдъльникъ	all
4915	скѫпость	1/f	скѫпость	all
4917	сковрада	2/f	сковрада	all
4919	скопьць	2/m	скопьць	all
4920	скорость	1/f	скорость	all
4921	скорота	2/f	скорота	all
4924	скотъ	2/m	скотъ	all
4927	скрин҄ꙗ	2/f	скрин҄ꙗ	all
4928	скрижаль	1/f	скрижаль	all
4929	скриница	2/f	скриница	all
4931	скръбь	1/f	скръбь	all
4934	скрьжьтаниѥ	2/n	скрьжьтаниѥ	all
