id	lemma	pos	gender	anim	class	stress	stems	overrides	variants	src	note
недомысленнѣ.x.2	недомы́сленнѣ	x	-	-	adv	a	-	-	-	P:-	adv
недреманнѡ.x.2	недрема́ннѡ	x	-	-	adv	a	-	-	-	P:-	adv
недремленнѡ.x.2	недре́мленнѡ	x	-	-	adv	a	-	-	-	P:-	adv
недꙋмѣннѡ.x.2	недꙋмѣ́ннѡ	x	-	-	adv	a	-	-	-	P:-	adv
неже.x.2	не́же	x	-	-	conj	a	-	-	-	P:-	conj
нежегомѡ.x.2	нежего́мѡ	x	-	-	adv	a	-	-	-	P:-	adv
нежели.x.2	не́жели	x	-	-	conj	a	-	-	-	P:-	conj
незабвеннѡ.x.2	незабве́ннѡ	x	-	-	adv	a	-	-	-	P:-	adv
незабвеннѣ.x.2	незабве́ннѣ	x	-	-	adv	a	-	-	-	P:-	adv
неизглаголаннѡ.x.2	неизглаго́ланнѡ	x	-	-	adv	a	-	-	-	P:-	adv
неизглаголаннѣ.x.2	неизглаго́ланнѣ	x	-	-	adv	a	-	-	-	P:-	adv
неизлѣчнѡ.x.2	неизлѣ́чнѡ	x	-	-	adv	a	-	-	-	P:-	adv
неизмѣннѡ.x.2	неизмѣ́ннѡ	x	-	-	adv	a	-	-	-	P:-	adv
неизмѣннѣ.x.2	неизмѣ́ннѣ	x	-	-	adv	a	-	-	-	P:-	adv
неизреченнѡ.x.2	неизрече́ннѡ	x	-	-	adv	a	-	-	-	P:-	adv
неизреченнѣ.x.2	неизрече́ннѣ	x	-	-	adv	a	-	-	-	P:-	adv
неизчетнѡ.x	неизче́тнѡ	x	-	-	adv	a	-	-	word=неисче́тнѡ	P:-	adv
неисправленнѣ.x.2	неиспра́вленнѣ	x	-	-	adv	a	-	-	-	P:-	adv
неистлѣннѡ.x.2	неистлѣ́ннѡ	x	-	-	adv	a	-	-	-	P:-	adv
неистѧзательнѣ.x.2	неистѧза́тельнѣ	x	-	-	adv	a	-	-	-	P:-	adv
неклоннѡ.x.2	некло́ннѡ	x	-	-	adv	a	-	-	-	P:-	adv
некогда.x	не́когда	x	-	-	advpro	-	-	-	-	P:-	advpro
некосненнѡ.x.2	неко́сненнѡ	x	-	-	adv	a	-	-	-	P:-	adv
некоснительнѣ.x.2	некосни́тельнѣ	x	-	-	adv	a	-	-	-	P:-	adv
нектомꙋ.x.2	нектомꙋ̀	x	-	-	adv	a	-	-	-	P:-	adv
нелюбопоказательнѣ.x.2	нелюбопоказа́тельнѣ	x	-	-	adv	a	-	-	-	P:-	adv
немедленнѡ.x.2	неме́дленнѡ	x	-	-	adv	a	-	-	-	P:-	adv
