source_row	lemma	class	class_four_basic_stem
5856	укрѣпѣти	7	-
5857	улавл҄ꙗти	7	-
5859	улѫчити	1	-
5861	уловити	1	-
5862	улучити	1	-
5863	ульстити	1	-
5864	умал҄ꙗти	7	-
5866	умар҄ꙗти	7	-
5867	умалити	1	-
5868	умастити	1	-
5870	умилити	1	-
5871	умирати	7	-
5872	умѫдр҄ꙗти	7	-
5873	умѫдрити	1	-
5874	умѫчити	1	-
5875	умлькнѫти	5	-
5876	умльчати	2	-
5877	умолити	1	-
5878	уморити	1	-
5879	умочити	1	-
5881	умрьтвити	1	-
5882	умрьтвѣти	7	-
5884	умрьщвл҄ꙗти	7	-
5887	умѫдити	1	-
5889	умъножати	7	-
5891	умъножити	1	-
5894	умывати	7	-
5895	умыслити	1	-
5899	умьн҄ити	1	-
5901	умѣсити	1	-
5902	умѣти	7	-
5903	умѧкнѫти	5	-
5904	умѧчити	1	-
5905	ун҄ити	1	-
5906	уничьжати	7	-
5908	уничьжити	1	-
5910	унывати	7	-
5912	уныти	4v	-
5913	уньзнѫти	5	-
5914	уобидѣти	2	-
5915	уобразити	1	-
5916	уорѫжити	1	-
5917	упаꙗти	7	-
5918	упасти	4c	упас
5919	упасти	4c	упад
5920	упепелити	1	-
5921	упивати	7	-
5924	упитѣти	7	-
5925	уплъчити	1	-
5926	уподобити	1	-
5927	упоити	1	-
5928	управл҄ꙗти	7	-
5930	управити	1	-
5932	упразнити	1	-
5933	упустити	1	-
5934	упущати	7	-
5936	упъвати	7	-
5937	уравьнити	1	-
5939	уривати	7	-
5940	урицати	3	-
5943	урѣзати	3	-
5944	урѣшити	1	-
5946	усѫждати	7	-
5947	усѫдити	1	-
5948	усѫмьнѣти	2	-
5949	услаждати	7	-
5950	услужити	1	-
5952	услышати	2	-
5955	успѣвати	7	-
5956	успѣти	4v	-
5960	усрамл҄ꙗти	7	-
5964	уставл҄ꙗти	7	-
5966	уставити	1	-
5970	устити	1	-
5971	устѫпати	7	-
5972	устѫпити	1	-
5973	устоꙗти	2	-
5974	устраꙗти	7	-
5975	устрабити	1	-
5976	устрашати	7	-
5978	устрашити	1	-
5981	устроити	1	-
5983	устрьмити	1	-
5984	устрѣлити	1	-
5985	устудити	1	-
5986	устыдѣти	2	-
5988	усугубити	1	-
5989	усушити	1	-
5992	усъпити	1	-
5994	усъхнѫти	5	-
5996	усыпати	7	-
5997	усырити	1	-
5998	усѣкнѫти	5	-
6000	усѣщи	4c	усѣк
6001	утаити	1	-
6002	утапати	7	-
6003	утвар҄ꙗти	7	-
6005	утворити	1	-
6006	утврьждати	7	-
6008	утврьдити	1	-
6009	утети	4c	утеп
6010	утискати	7	-
6011	утишити	1	-
6012	утлъстѣти	7	-
6013	утолити	1	-
6014	утомити	1	-
6015	утопити	1	-
6018	утруждати	7	-
6019	утрудити	1	-
6020	утрьн҄ѥвати	6	-
6025	утуждити	1	-
6026	утъкнѫти	5	-
6028	утѣшати	7	-
6030	утѣшити	1	-
6032	утѣщати	7	-
6033	утѧгнѫти	5	-
6034	утѧжити	1	-
6035	утѧжьчити	1	-
6038	ухудѣти	7	-
6039	уцѣсар҄ити	1	-
6046	учинити	1	-
6050	учити	1	-
6051	учути	4v	-
6056	уширити	1	-
6057	ущедрити	1	-
6058	хаждати	7	-
6063	ходатаити	1	-
6064	ходити	1	-
6076	хранити	1	-
6086	хулити	1	-
6112	цѣлити	1	-
6114	цѣловати	6	-
6120	цѣлѣти	7	-
6122	цѣнити	1	-
6123	цѣсар҄ѥвати	6	-
6127	цѣсар҄ити	1	-
6132	цѣсар҄ьствовати	6	-
6133	цѣстити	1	-
6136	чаꙗти	3	-
6145	чесати	3	-
6154	чинити	1	-
6163	чистити	1	-
6174	чрьвити	1	-
6176	чрьмьновати	6	-
6185	чрьтати	7	-
6196	чувьствовати	6	-
6199	прѣчудити	1	-
6201	съгънѫти	5	-
6206	усънѫти	5	-
6207	утопнѫти	5	-
6221	чудити	1	-
6225	чути	4v	-
6228	чьстити	1	-
6245	шибати	7	-
6257	шьпътати	3	-
6259	шьствовати	6	-
6262	шѧтати	7	-
6266	щѧдѣти	2	-
6303	отъщещати	7	-
6304	защищати	7	-
6305	съдолѣвати	7	-
6308	въсхул҄ꙗти	7	-
6309	въсчудити	1	-
6310	высити	1	-
6311	гыбнѫти	5	-
6313	движати	2	-
6314	изгыбнѫти	5	-
6315	истопнѫти	5	-
6316	ичазати	7	-
6318	ичистити	1	-
6320	канѫти	5	-
6321	клицати	7	-
6322	насѣл҄ꙗти	7	-
6323	объходити	1	-
6325	осльпнѫти	5	-
6326	отрѣшати	7	-
6327	отъстоꙗти	2	-
6328	повинѫти	5	-
6329	погыбнѫти	5	-
6331	прозѧбнѫти	5	-
6332	прокудити	1	-
6333	пронырити	1	-
6335	растворити	1	-
6336	растворити	1	-
6337	прѣстран҄ꙗти	7	-
6338	разгънѫти	5	-
6339	распьрѣти	2	-
6340	расцѣпити	1	-
6376	измѣти	4v	-
6391	истѧгнѫти	5	-
6392	уселити	1	-
6394	издрицати	3	-
6396	кликнѫти	5	-
