# Gold paradigm oracle: Alypy (Gamanovich) grammar printed paradigm tables.
# Source: alypy-gamanovich-grammar-web-2023 (references/downloads/alypy-grammar).
# Generator: cargo xtask alypy-paradigm-oracle (crates/xtask/src/alypy_oracle.rs).
# Surfaces are verbatim as printed (accents, hyphenated morpheme boundaries,
# variant parentheses intact); the comparison contract decides equivalence.
section	artifact	table_index	pos	headword	column_label	case	number	gender	person	tense	form	surface
§81	p081.htm	1	verb		настоящее время		singular		third	present		є҆́сть
§81	p081.htm	1	verb		будущее простое		singular		third	future		бꙋ́детъ
§81	p081.htm	1	verb		будущее сложное		singular		third	future		хо́щетъ бы́ти
§81	p081.htm	1	verb		настоящее время		dual		first	present		є҆сва̀ (-ѣ̀)
§81	p081.htm	1	verb		будущее простое		dual		first	future		бꙋ́дева (-ѣ)
§81	p081.htm	1	verb		будущее сложное		dual		first	future		хо́щева (-ѣ) бы́ти
§81	p081.htm	1	verb		настоящее время		dual		second	present		є҆ста̀ (-ѣ̀)
§81	p081.htm	1	verb		будущее простое		dual		second	future		бꙋ́дета (-ѣ)
§81	p081.htm	1	verb		будущее сложное		dual		second	future		хо́щета (-ѣ) бы́ти
§81	p081.htm	1	verb		настоящее время		dual		third	present		є҆ста̀ (-ѣ̀)
§81	p081.htm	1	verb		будущее простое		dual		third	future		бꙋ́дета (-ѣ)
§81	p081.htm	1	verb		будущее сложное		dual		third	future		хо́щета (-ѣ) бы́ти
§81	p081.htm	1	verb		настоящее время		plural		first	present		є҆смы̀
§81	p081.htm	1	verb		будущее простое		plural		first	future		бꙋ́демъ
§81	p081.htm	1	verb		будущее сложное		plural		first	future		хо́щемъ бы́ти
§81	p081.htm	1	verb		настоящее время		plural		second	present		є҆стѐ
§81	p081.htm	1	verb		будущее простое		plural		second	future		бꙋ́дете
§81	p081.htm	1	verb		будущее сложное		plural		second	future		хо́щете бы́ти
§81	p081.htm	1	verb		настоящее время		plural		third	present		сꙋ́ть
§81	p081.htm	1	verb		будущее простое		plural		third	future		бꙋ́дꙋтъ
§81	p081.htm	1	verb		будущее сложное		plural		third	future		хотѧ́тъ бы́ти
§81	p081.htm	2	verb		аорист совершенного вида		singular		first	aorist		бы́хъ
§81	p081.htm	2	verb		аорист несовершенного вида		singular		first	aorist		бѣ́хъ
§81	p081.htm	2	verb		имперфект (преходящее)		singular		first	imperfect		бѧ́хъ
§81	p081.htm	2	verb		аорист совершенного вида		singular		second	aorist		бы́сть (бы̀)
§81	p081.htm	2	verb		аорист несовершенного вида		singular		second	aorist		бѣ̀
§81	p081.htm	2	verb		имперфект (преходящее)		singular		second	imperfect		бѧ́ше
§81	p081.htm	2	verb		аорист совершенного вида		singular		third	aorist		бы́сть (бы̀)
§81	p081.htm	2	verb		аорист несовершенного вида		singular		third	aorist		бѣ̀
§81	p081.htm	2	verb		имперфект (преходящее)		singular		third	imperfect		бѧ́ше
§81	p081.htm	2	verb		аорист совершенного вида		dual		first	aorist		бы́хова (-ѣ)
§81	p081.htm	2	verb		аорист несовершенного вида		dual		first	aorist		бѣ́хова (-ѣ)
§81	p081.htm	2	verb		имперфект (преходящее)		dual		first	imperfect		бѧ́хова (-ѣ)
§81	p081.htm	2	verb		аорист совершенного вида		dual		second	aorist		бы́ста (-ѣ)
§81	p081.htm	2	verb		аорист несовершенного вида		dual		second	aorist		бѣ́ста (-ѣ)
§81	p081.htm	2	verb		имперфект (преходящее)		dual		second	imperfect		бѧ́ста (-ѣ)
§81	p081.htm	2	verb		аорист совершенного вида		dual		third	aorist		бы́ста (-ѣ)
§81	p081.htm	2	verb		аорист несовершенного вида		dual		third	aorist		бѣ́ста (-ѣ)
§81	p081.htm	2	verb		имперфект (преходящее)		dual		third	imperfect		бѧ́ста (-ѣ)
§81	p081.htm	2	verb		аорист совершенного вида		plural		first	aorist		бы́хомъ
§81	p081.htm	2	verb		аорист несовершенного вида		plural		first	aorist		бѣ́хомъ
§81	p081.htm	2	verb		имперфект (преходящее)		plural		first	imperfect		бѧ́хомъ
§81	p081.htm	2	verb		аорист совершенного вида		plural		second	aorist		бы́сте
§81	p081.htm	2	verb		аорист несовершенного вида		plural		second	aorist		бѣ́сте
§81	p081.htm	2	verb		имперфект (преходящее)		plural		second	imperfect		бѧ́сте
§81	p081.htm	2	verb		аорист совершенного вида		plural		third	aorist		бы́ша
§81	p081.htm	2	verb		аорист несовершенного вида		plural		third	aorist		бѣ́ша
§81	p081.htm	2	verb		имперфект (преходящее)		plural		third	imperfect		бѧ́хꙋ
§82. Изъявительное наклонение. Настоящее время	p082.htm	1	verb	нес-тѝ			singular		first	present		нес-ꙋ̀
§82. Изъявительное наклонение. Настоящее время	p082.htm	1	verb	пис-а́-ти			singular		first	present		пиш-ꙋ̀
§82. Изъявительное наклонение. Настоящее время	p082.htm	1	verb	люб-и́-ти			singular		first	present		любл-ю̀
§82. Изъявительное наклонение. Настоящее время	p082.htm	1	verb	вел-ѣ́-ти			singular		first	present		вел-ю̀
§82. Изъявительное наклонение. Настоящее время	p082.htm	1	verb	сꙋд-и́-ти			singular		first	present		сꙋжд-ꙋ̀
§82. Изъявительное наклонение. Настоящее время	p082.htm	1	verb	нес-тѝ			singular		second	present		нес-е́-ши
§82. Изъявительное наклонение. Настоящее время	p082.htm	1	verb	пис-а́-ти			singular		second	present		пи́ш-е-ши
§82. Изъявительное наклонение. Настоящее время	p082.htm	1	verb	люб-и́-ти			singular		second	present		лю́б-и-ши
§82. Изъявительное наклонение. Настоящее время	p082.htm	1	verb	вел-ѣ́-ти			singular		second	present		вел-и́-ши
§82. Изъявительное наклонение. Настоящее время	p082.htm	1	verb	сꙋд-и́-ти			singular		second	present		сꙋ́д-и-ши
§82. Изъявительное наклонение. Настоящее время	p082.htm	1	verb	нес-тѝ			singular		third	present		нес-е́-тъ
§82. Изъявительное наклонение. Настоящее время	p082.htm	1	verb	пис-а́-ти			singular		third	present		пи́ш-е-тъ
§82. Изъявительное наклонение. Настоящее время	p082.htm	1	verb	люб-и́-ти			singular		third	present		лю́б-и-тъ
§82. Изъявительное наклонение. Настоящее время	p082.htm	1	verb	вел-ѣ́-ти			singular		third	present		вел-и́-тъ
§82. Изъявительное наклонение. Настоящее время	p082.htm	1	verb	сꙋд-и́-ти			singular		third	present		сꙋ́д-и-тъ
§82. Изъявительное наклонение. Настоящее время	p082.htm	1	verb	нес-тѝ			dual		first	present		нес-е́-ва, -ѣ
§82. Изъявительное наклонение. Настоящее время	p082.htm	1	verb	пис-а́-ти			dual		first	present		пи́ш-е-ва, -ѣ
§82. Изъявительное наклонение. Настоящее время	p082.htm	1	verb	люб-и́-ти			dual		first	present		лю́б-и-ва, -ѣ
§82. Изъявительное наклонение. Настоящее время	p082.htm	1	verb	вел-ѣ́-ти			dual		first	present		вел-и́-ва, -ѣ
§82. Изъявительное наклонение. Настоящее время	p082.htm	1	verb	сꙋд-и́-ти			dual		first	present		сꙋ́д-и-ва, -ѣ
§82. Изъявительное наклонение. Настоящее время	p082.htm	1	verb	нес-тѝ			dual		second	present		нес-е́-та, -ѣ
§82. Изъявительное наклонение. Настоящее время	p082.htm	1	verb	пис-а́-ти			dual		second	present		пи́ш-е-та, -ѣ
§82. Изъявительное наклонение. Настоящее время	p082.htm	1	verb	люб-и́-ти			dual		second	present		лю́б-и-та, -ѣ
§82. Изъявительное наклонение. Настоящее время	p082.htm	1	verb	вел-ѣ́-ти			dual		second	present		вел-и́-та, -ѣ
§82. Изъявительное наклонение. Настоящее время	p082.htm	1	verb	сꙋд-и́-ти			dual		second	present		сꙋ́д-и-та, -ѣ
§82. Изъявительное наклонение. Настоящее время	p082.htm	1	verb	нес-тѝ			dual		third	present		нес-е́-та, -ѣ
§82. Изъявительное наклонение. Настоящее время	p082.htm	1	verb	пис-а́-ти			dual		third	present		пи́ш-е-та, -ѣ
§82. Изъявительное наклонение. Настоящее время	p082.htm	1	verb	люб-и́-ти			dual		third	present		лю́б-и-та, -ѣ
§82. Изъявительное наклонение. Настоящее время	p082.htm	1	verb	вел-ѣ́-ти			dual		third	present		вел-и́-та, -ѣ
§82. Изъявительное наклонение. Настоящее время	p082.htm	1	verb	сꙋд-и́-ти			dual		third	present		сꙋ́д-и-та, -ѣ
§82. Изъявительное наклонение. Настоящее время	p082.htm	1	verb	нес-тѝ			plural		first	present		нес-е́-мъ
§82. Изъявительное наклонение. Настоящее время	p082.htm	1	verb	пис-а́-ти			plural		first	present		пи́ш-е-мъ
§82. Изъявительное наклонение. Настоящее время	p082.htm	1	verb	люб-и́-ти			plural		first	present		лю́б-и-мъ
§82. Изъявительное наклонение. Настоящее время	p082.htm	1	verb	вел-ѣ́-ти			plural		first	present		вел-и́-мъ
§82. Изъявительное наклонение. Настоящее время	p082.htm	1	verb	сꙋд-и́-ти			plural		first	present		сꙋ́д-и-мъ
§82. Изъявительное наклонение. Настоящее время	p082.htm	1	verb	нес-тѝ			plural		second	present		нес-е́-те
§82. Изъявительное наклонение. Настоящее время	p082.htm	1	verb	пис-а́-ти			plural		second	present		пи́ш-е-те
§82. Изъявительное наклонение. Настоящее время	p082.htm	1	verb	люб-и́-ти			plural		second	present		лю́б-и-те
§82. Изъявительное наклонение. Настоящее время	p082.htm	1	verb	вел-ѣ́-ти			plural		second	present		вел-и́-те
§82. Изъявительное наклонение. Настоящее время	p082.htm	1	verb	сꙋд-и́-ти			plural		second	present		сꙋ́д-и-те
§82. Изъявительное наклонение. Настоящее время	p082.htm	1	verb	нес-тѝ			plural		third	present		нес-ꙋ́тъ
§82. Изъявительное наклонение. Настоящее время	p082.htm	1	verb	пис-а́-ти			plural		third	present		пи́ш-ꙋтъ
§82. Изъявительное наклонение. Настоящее время	p082.htm	1	verb	люб-и́-ти			plural		third	present		лю́б-ѧтъ
§82. Изъявительное наклонение. Настоящее время	p082.htm	1	verb	вел-ѣ́-ти			plural		third	present		вел-ѧ́тъ
§82. Изъявительное наклонение. Настоящее время	p082.htm	1	verb	сꙋд-и́-ти			plural		third	present		сꙋ́д-ѧтъ
§86. Прошедшие времена. Аорист	p086.htm	2	verb	нес-тѝ			singular		first	aorist		нес-о́-хъ
§86. Прошедшие времена. Аорист	p086.htm	2	verb	писа́-ти			singular		first	aorist		писа́-хъ
§86. Прошедшие времена. Аорист	p086.htm	2	verb	люби́-ти			singular		first	aorist		люби́-хъ
§86. Прошедшие времена. Аорист	p086.htm	2	verb	велѣ́-ти			singular		first	aorist		велѣ́-хъ
§86. Прошедшие времена. Аорист	p086.htm	2	verb	нес-тѝ			singular		second	aorist		нес-ѐ
§86. Прошедшие времена. Аорист	p086.htm	2	verb	писа́-ти			singular		second	aorist		писа̀
§86. Прошедшие времена. Аорист	p086.htm	2	verb	люби́-ти			singular		second	aorist		любѝ
§86. Прошедшие времена. Аорист	p086.htm	2	verb	велѣ́-ти			singular		second	aorist		велѣ̀
§86. Прошедшие времена. Аорист	p086.htm	2	verb	нес-тѝ			singular		third	aorist		нес-ѐ
§86. Прошедшие времена. Аорист	p086.htm	2	verb	писа́-ти			singular		third	aorist		писа̀
§86. Прошедшие времена. Аорист	p086.htm	2	verb	люби́-ти			singular		third	aorist		любѝ
§86. Прошедшие времена. Аорист	p086.htm	2	verb	велѣ́-ти			singular		third	aorist		велѣ̀
§86. Прошедшие времена. Аорист	p086.htm	2	verb	нес-тѝ			dual		first	aorist		нес-о́-х-о-ва, -ѣ
§86. Прошедшие времена. Аорист	p086.htm	2	verb	писа́-ти			dual		first	aorist		писа́-х-о-ва, -ѣ
§86. Прошедшие времена. Аорист	p086.htm	2	verb	люби́-ти			dual		first	aorist		люби́-х-о-ва, -ѣ
§86. Прошедшие времена. Аорист	p086.htm	2	verb	велѣ́-ти			dual		first	aorist		велѣ́-х-о-ва, -ѣ
§86. Прошедшие времена. Аорист	p086.htm	2	verb	нес-тѝ			dual		second	aorist		нес-о́-с-та, -ѣ
§86. Прошедшие времена. Аорист	p086.htm	2	verb	писа́-ти			dual		second	aorist		писа́-с-та, -ѣ
§86. Прошедшие времена. Аорист	p086.htm	2	verb	люби́-ти			dual		second	aorist		люби́-с-та, -ѣ
§86. Прошедшие времена. Аорист	p086.htm	2	verb	велѣ́-ти			dual		second	aorist		велѣ́-с-та, -ѣ
§86. Прошедшие времена. Аорист	p086.htm	2	verb	нес-тѝ			dual		third	aorist		нес-о́-с-та, -ѣ
§86. Прошедшие времена. Аорист	p086.htm	2	verb	писа́-ти			dual		third	aorist		писа́-с-та, -ѣ
§86. Прошедшие времена. Аорист	p086.htm	2	verb	люби́-ти			dual		third	aorist		люби́-с-та, -ѣ
§86. Прошедшие времена. Аорист	p086.htm	2	verb	велѣ́-ти			dual		third	aorist		велѣ́-с-та, -ѣ
§86. Прошедшие времена. Аорист	p086.htm	2	verb	нес-тѝ			plural		first	aorist		нес-о́-х-о-мъ
§86. Прошедшие времена. Аорист	p086.htm	2	verb	писа́-ти			plural		first	aorist		писа́-х-о-мъ
§86. Прошедшие времена. Аорист	p086.htm	2	verb	люби́-ти			plural		first	aorist		люби́-х-о-мъ
§86. Прошедшие времена. Аорист	p086.htm	2	verb	велѣ́-ти			plural		first	aorist		велѣ́-х-о-мъ
§86. Прошедшие времена. Аорист	p086.htm	2	verb	нес-тѝ			plural		second	aorist		нес-о́-с-те
§86. Прошедшие времена. Аорист	p086.htm	2	verb	писа́-ти			plural		second	aorist		писа́-с-те
§86. Прошедшие времена. Аорист	p086.htm	2	verb	люби́-ти			plural		second	aorist		люби́-с-те
§86. Прошедшие времена. Аорист	p086.htm	2	verb	велѣ́-ти			plural		second	aorist		велѣ́-с-те
§86. Прошедшие времена. Аорист	p086.htm	2	verb	нес-тѝ			plural		third	aorist		нес-о́-ш-а
§86. Прошедшие времена. Аорист	p086.htm	2	verb	писа́-ти			plural		third	aorist		писа́-ш-а
§86. Прошедшие времена. Аорист	p086.htm	2	verb	люби́-ти			plural		third	aorist		люби́-ш-а
§86. Прошедшие времена. Аорист	p086.htm	2	verb	велѣ́-ти			plural		third	aorist		велѣ́-ш-а
§87. Имперфект (преходящее)	p087.htm	3	verb	писа́-ти			singular		first	imperfect		писа́хъ
§87. Имперфект (преходящее)	p087.htm	3	verb	и҆збавлѧ́-ти			singular		first	imperfect		и҆збавлѧ́хъ
§87. Имперфект (преходящее)	p087.htm	3	verb	болѣ́-ти			singular		first	imperfect		болѧ́хъ
§87. Имперфект (преходящее)	p087.htm	3	verb	писа́-ти			singular		second	imperfect		писа́ше
§87. Имперфект (преходящее)	p087.htm	3	verb	и҆збавлѧ́-ти			singular		second	imperfect		и҆збавлѧ́ше
§87. Имперфект (преходящее)	p087.htm	3	verb	болѣ́-ти			singular		second	imperfect		болѧ́ше
§87. Имперфект (преходящее)	p087.htm	3	verb	писа́-ти			singular		third	imperfect		писа́ше
§87. Имперфект (преходящее)	p087.htm	3	verb	и҆збавлѧ́-ти			singular		third	imperfect		и҆збавлѧ́ше
§87. Имперфект (преходящее)	p087.htm	3	verb	болѣ́-ти			singular		third	imperfect		болѧ́ше
§87. Имперфект (преходящее)	p087.htm	3	verb	писа́-ти			dual		first	imperfect		писа́хова, -ѣ
§87. Имперфект (преходящее)	p087.htm	3	verb	и҆збавлѧ́-ти			dual		first	imperfect		и҆збавлѧ́хова, -ѣ
§87. Имперфект (преходящее)	p087.htm	3	verb	болѣ́-ти			dual		first	imperfect		болѧ́хова, -ѣ
§87. Имперфект (преходящее)	p087.htm	3	verb	писа́-ти			dual		second	imperfect		писа́ста, -ѣ
§87. Имперфект (преходящее)	p087.htm	3	verb	и҆збавлѧ́-ти			dual		second	imperfect		и҆збавлѧ́ста, -ѣ
§87. Имперфект (преходящее)	p087.htm	3	verb	болѣ́-ти			dual		second	imperfect		болѧ́ста, -ѣ
§87. Имперфект (преходящее)	p087.htm	3	verb	писа́-ти			dual		third	imperfect		писа́ста, -ѣ
§87. Имперфект (преходящее)	p087.htm	3	verb	и҆збавлѧ́-ти			dual		third	imperfect		и҆збавлѧ́ста, -ѣ
§87. Имперфект (преходящее)	p087.htm	3	verb	болѣ́-ти			dual		third	imperfect		болѧ́ста, -ѣ
§87. Имперфект (преходящее)	p087.htm	3	verb	писа́-ти			plural		first	imperfect		писа́хомъ
§87. Имперфект (преходящее)	p087.htm	3	verb	и҆збавлѧ́-ти			plural		first	imperfect		и҆збавлѧ́хомъ
§87. Имперфект (преходящее)	p087.htm	3	verb	болѣ́-ти			plural		first	imperfect		болѧ́хомъ
§87. Имперфект (преходящее)	p087.htm	3	verb	писа́-ти			plural		second	imperfect		писа́сте
§87. Имперфект (преходящее)	p087.htm	3	verb	и҆збавлѧ́-ти			plural		second	imperfect		и҆збавлѧ́сте
§87. Имперфект (преходящее)	p087.htm	3	verb	болѣ́-ти			plural		second	imperfect		болѧ́сте
§87. Имперфект (преходящее)	p087.htm	3	verb	писа́-ти			plural		third	imperfect		писа́хꙋ
§87. Имперфект (преходящее)	p087.htm	3	verb	и҆збавлѧ́-ти			plural		third	imperfect		и҆збавлѧ́хꙋ
§87. Имперфект (преходящее)	p087.htm	3	verb	болѣ́-ти			plural		third	imperfect		болѧ́хꙋ
§87. Имперфект (преходящее)	p087.htm	4	verb	ходи́-ти			singular		first	imperfect		хожда́хъ
§87. Имперфект (преходящее)	p087.htm	4	verb	бра́-тисѧ = бо́р-ѧтсѧ			singular		first	imperfect		борѧ́хсѧ
§87. Имперфект (преходящее)	p087.htm	4	verb	клѧ́-ти = клен-ꙋ́тъ			singular		first	imperfect		кленѧ́хъ
§87. Имперфект (преходящее)	p087.htm	4	verb	ходи́-ти			singular		second	imperfect		хожда́ше
§87. Имперфект (преходящее)	p087.htm	4	verb	бра́-тисѧ = бо́р-ѧтсѧ			singular		second	imperfect		борѧ́шесѧ
§87. Имперфект (преходящее)	p087.htm	4	verb	клѧ́-ти = клен-ꙋ́тъ			singular		second	imperfect		кленѧ́ше
§87. Имперфект (преходящее)	p087.htm	4	verb	ходи́-ти			singular		third	imperfect		хожда́ше
§87. Имперфект (преходящее)	p087.htm	4	verb	бра́-тисѧ = бо́р-ѧтсѧ			singular		third	imperfect		борѧ́шесѧ
§87. Имперфект (преходящее)	p087.htm	4	verb	клѧ́-ти = клен-ꙋ́тъ			singular		third	imperfect		кленѧ́ше
§87. Имперфект (преходящее)	p087.htm	4	verb	ходи́-ти			dual		first	imperfect		хожда́хова, -ѣ
§87. Имперфект (преходящее)	p087.htm	4	verb	бра́-тисѧ = бо́р-ѧтсѧ			dual		first	imperfect		борѧ́хо-васѧ, -вѣсѧ
§87. Имперфект (преходящее)	p087.htm	4	verb	клѧ́-ти = клен-ꙋ́тъ			dual		first	imperfect		кленѧ́хова, -ѣ
§87. Имперфект (преходящее)	p087.htm	4	verb	ходи́-ти			dual		second	imperfect		хожда́ста, -ѣ
§87. Имперфект (преходящее)	p087.htm	4	verb	бра́-тисѧ = бо́р-ѧтсѧ			dual		second	imperfect		борѧ́с-тасѧ, -тѣсѧ
§87. Имперфект (преходящее)	p087.htm	4	verb	клѧ́-ти = клен-ꙋ́тъ			dual		second	imperfect		кленѧ́ста, -ѣ
§87. Имперфект (преходящее)	p087.htm	4	verb	ходи́-ти			dual		third	imperfect		хожда́ста, -ѣ
§87. Имперфект (преходящее)	p087.htm	4	verb	бра́-тисѧ = бо́р-ѧтсѧ			dual		third	imperfect		борѧ́с-тасѧ, -тѣсѧ
§87. Имперфект (преходящее)	p087.htm	4	verb	клѧ́-ти = клен-ꙋ́тъ			dual		third	imperfect		кленѧ́ста, -ѣ
§87. Имперфект (преходящее)	p087.htm	4	verb	ходи́-ти			plural		first	imperfect		хожда́хомъ
§87. Имперфект (преходящее)	p087.htm	4	verb	бра́-тисѧ = бо́р-ѧтсѧ			plural		first	imperfect		борѧ́хомсѧ
§87. Имперфект (преходящее)	p087.htm	4	verb	клѧ́-ти = клен-ꙋ́тъ			plural		first	imperfect		кленѧ́хомъ
§87. Имперфект (преходящее)	p087.htm	4	verb	ходи́-ти			plural		second	imperfect		хожда́сте
§87. Имперфект (преходящее)	p087.htm	4	verb	бра́-тисѧ = бо́р-ѧтсѧ			plural		second	imperfect		борѧ́стесѧ
§87. Имперфект (преходящее)	p087.htm	4	verb	клѧ́-ти = клен-ꙋ́тъ			plural		second	imperfect		кленѧ́сте
§87. Имперфект (преходящее)	p087.htm	4	verb	ходи́-ти			plural		third	imperfect		хожда́хꙋ
§87. Имперфект (преходящее)	p087.htm	4	verb	бра́-тисѧ = бо́р-ѧтсѧ			plural		third	imperfect		борѧ́хꙋсѧ
§87. Имперфект (преходящее)	p087.htm	4	verb	клѧ́-ти = клен-ꙋ́тъ			plural		third	imperfect		кленѧ́хꙋ
§93. Повелительное наклонение	p093.htm	2	verb	и҆-тѝ — и҆д-ꙋ́тъ	а) несмягченное		singular		second		imperative	и҆дѝ
§93. Повелительное наклонение	p093.htm	2	verb	рещѝ — рек-ꙋ́тъ	а) несмягченное | С основой на гортанный		singular		second		imperative	рцы̀
§93. Повелительное наклонение	p093.htm	2	verb	пла́ка-ти — пла́ч-ꙋтъ	б) смягченное | С мягким согласным перед -и-		singular		second		imperative	пла́чи
§93. Повелительное наклонение	p093.htm	2	verb	пѣ́-ти — по-ю́тъ	б) смягченное | С гласным перед -и-		singular		second		imperative	по́й
§93. Повелительное наклонение	p093.htm	2	verb	и҆-тѝ — и҆д-ꙋ́тъ	а) несмягченное		singular		third		imperative	и҆дѝ
§93. Повелительное наклонение	p093.htm	2	verb	рещѝ — рек-ꙋ́тъ	а) несмягченное | С основой на гортанный		singular		third		imperative	рцы̀
§93. Повелительное наклонение	p093.htm	2	verb	пла́ка-ти — пла́ч-ꙋтъ	б) смягченное | С мягким согласным перед -и-		singular		third		imperative	пла́чи
§93. Повелительное наклонение	p093.htm	2	verb	пѣ́-ти — по-ю́тъ	б) смягченное | С гласным перед -и-		singular		third		imperative	по́й
§93. Повелительное наклонение	p093.htm	2	verb	и҆-тѝ — и҆д-ꙋ́тъ	а) несмягченное		dual		first		imperative	и҆́дева(вѣ)
§93. Повелительное наклонение	p093.htm	2	verb	рещѝ — рек-ꙋ́тъ	а) несмягченное | С основой на гортанный		dual		first		imperative	рце́ва(вѣ)
§93. Повелительное наклонение	p093.htm	2	verb	пла́ка-ти — пла́ч-ꙋтъ	б) смягченное | С мягким согласным перед -и-		dual		first		imperative	пла́чива(вѣ), -ева(вѣ)
§93. Повелительное наклонение	p093.htm	2	verb	пѣ́-ти — по-ю́тъ	б) смягченное | С гласным перед -и-		dual		first		imperative	пои́ва(вѣ)
§93. Повелительное наклонение	p093.htm	2	verb	и҆-тѝ — и҆д-ꙋ́тъ	а) несмягченное		dual		second		imperative	и҆ди́та(тѣ)
§93. Повелительное наклонение	p093.htm	2	verb	рещѝ — рек-ꙋ́тъ	а) несмягченное | С основой на гортанный		dual		second		imperative	рцы́та(тѣ)
§93. Повелительное наклонение	p093.htm	2	verb	пла́ка-ти — пла́ч-ꙋтъ	б) смягченное | С мягким согласным перед -и-		dual		second		imperative	пла́чита(тѣ)
§93. Повелительное наклонение	p093.htm	2	verb	пѣ́-ти — по-ю́тъ	б) смягченное | С гласным перед -и-		dual		second		imperative	по́ита(тѣ)
§93. Повелительное наклонение	p093.htm	2	verb	и҆-тѝ — и҆д-ꙋ́тъ	а) несмягченное		plural		first		imperative	и҆́демъ
§93. Повелительное наклонение	p093.htm	2	verb	рещѝ — рек-ꙋ́тъ	а) несмягченное | С основой на гортанный		plural		first		imperative	рце́мъ
§93. Повелительное наклонение	p093.htm	2	verb	пла́ка-ти — пла́ч-ꙋтъ	б) смягченное | С мягким согласным перед -и-		plural		first		imperative	пла́чимъ, -емъ
§93. Повелительное наклонение	p093.htm	2	verb	пѣ́-ти — по-ю́тъ	б) смягченное | С гласным перед -и-		plural		first		imperative	пои́мъ
§93. Повелительное наклонение	p093.htm	2	verb	и҆-тѝ — и҆д-ꙋ́тъ	а) несмягченное		plural		second		imperative	и҆ди́те
§93. Повелительное наклонение	p093.htm	2	verb	рещѝ — рек-ꙋ́тъ	а) несмягченное | С основой на гортанный		plural		second		imperative	рцы́те
§93. Повелительное наклонение	p093.htm	2	verb	пла́ка-ти — пла́ч-ꙋтъ	б) смягченное | С мягким согласным перед -и-		plural		second		imperative	пла́чите
§93. Повелительное наклонение	p093.htm	2	verb	пѣ́-ти — по-ю́тъ	б) смягченное | С гласным перед -и-		plural		second		imperative	по́йте
§93. Повелительное наклонение	p093.htm	3	verb	люби́-ти — лю́б-ѧтъ			singular		second		imperative	любѝ
§93. Повелительное наклонение	p093.htm	3	verb	стꙋча́-ти — стꙋч-а́тъ			singular		second		imperative	стꙋчѝ
§93. Повелительное наклонение	p093.htm	3	verb	люби́-ти — лю́б-ѧтъ			singular		third		imperative	любѝ
§93. Повелительное наклонение	p093.htm	3	verb	стꙋча́-ти — стꙋч-а́тъ			singular		third		imperative	стꙋчѝ
§93. Повелительное наклонение	p093.htm	3	verb	люби́-ти — лю́б-ѧтъ			dual		first		imperative	лю́бива(вѣ)
§93. Повелительное наклонение	p093.htm	3	verb	стꙋча́-ти — стꙋч-а́тъ			dual		first		imperative	стꙋчи́ва(вѣ)
§93. Повелительное наклонение	p093.htm	3	verb	люби́-ти — лю́б-ѧтъ			dual		second		imperative	люби́та(тѣ)
§93. Повелительное наклонение	p093.htm	3	verb	стꙋча́-ти — стꙋч-а́тъ			dual		second		imperative	стꙋчи́та(тѣ)
§93. Повелительное наклонение	p093.htm	3	verb	люби́-ти — лю́б-ѧтъ			plural		first		imperative	лю́бимъ
§93. Повелительное наклонение	p093.htm	3	verb	стꙋча́-ти — стꙋч-а́тъ			plural		first		imperative	стꙋчи́мъ
§93. Повелительное наклонение	p093.htm	3	verb	люби́-ти — лю́б-ѧтъ			plural		second		imperative	люби́те
§93. Повелительное наклонение	p093.htm	3	verb	стꙋча́-ти — стꙋч-а́тъ			plural		second		imperative	стꙋчи́те
§97	p097.htm	1	verb				singular	masculine			l-participle	не́слъ
§97	p097.htm	1	verb				singular	feminine			l-participle	несла̀
§97	p097.htm	1	verb				singular	neuter			l-participle	несло̀
§97	p097.htm	1	verb				dual	masculine			l-participle	несла̑
§97	p097.htm	1	verb				dual	feminine			l-participle	неслѝ
§97	p097.htm	1	verb				dual	neuter			l-participle	неслѝ
§97	p097.htm	1	verb				plural	masculine			l-participle	неслѝ
§97	p097.htm	1	verb				plural	feminine			l-participle	неслѝ
§97	p097.htm	1	verb				plural	neuter			l-participle	неслѝ
§98. Склонение действительных причастий	p098.htm	1	participle	творѧ̀, -ѧ́щ-ь		nominative	singular	masculine				творѧ̀, -ѧ́щ-ь
§98. Склонение действительных причастий	p098.htm	1	participle	творѧ́щ-и		nominative	singular	feminine				творѧ́щ-и
§98. Склонение действительных причастий	p098.htm	1	participle	творѧ̀, -ѧ́щ-е		nominative	singular	neuter				творѧ̀, -ѧ́щ-е
§98. Склонение действительных причастий	p098.htm	1	participle	творѧ̀, -ѧ́щ-ь		genitive	singular	masculine				творѧ́щ-а
§98. Склонение действительных причастий	p098.htm	1	participle	творѧ́щ-и		genitive	singular	feminine				творѧ́щ-и
§98. Склонение действительных причастий	p098.htm	1	participle	творѧ̀, -ѧ́щ-е		genitive	singular	neuter				творѧ́щ-а
§98. Склонение действительных причастий	p098.htm	1	participle	творѧ̀, -ѧ́щ-ь		dative	singular	masculine				творѧ́щ-ꙋ
§98. Склонение действительных причастий	p098.htm	1	participle	творѧ́щ-и		dative	singular	feminine				творѧ́щ-и
§98. Склонение действительных причастий	p098.htm	1	participle	творѧ̀, -ѧ́щ-е		dative	singular	neuter				творѧ́щ-ꙋ
§98. Склонение действительных причастий	p098.htm	1	participle	творѧ̀, -ѧ́щ-ь		accusative	singular	masculine				творѧ́щ-ъ, -а
