normalized_type	corpus_frequency	selector
предѣлѣ	12	sha256-mod-20
преемники	2	sha256-mod-20
преемникъ	2	sha256-mod-20
презорствѣ	2	sha256-mod-20
презѡрливыѧ	2	sha256-mod-20
преизлїютсѧ	2	sha256-mod-20
преити	12	sha256-mod-20
прейдꙋтъ	41	sha256-mod-20
преклоньсѧ	10	sha256-mod-20
прекормишасѧ	2	sha256-mod-20
прелагающїи	1	sha256-mod-20
прельщаемъ	2	sha256-mod-20
прельщаютсѧ	4	sha256-mod-20
прельщенме	1	sha256-mod-20
прелюбодѣйна	2	sha256-mod-20
прелюбодѣйнаѧ	2	sha256-mod-20
прелюбодѣѧнїи	4	sha256-mod-20
премнѡгимъ	2	sha256-mod-20
преможемъ	4	sha256-mod-20
премѣнѣ	2	sha256-mod-20
премꙋдры	5	sha256-mod-20
препираѧ	2	sha256-mod-20
преподобнїи	4	sha256-mod-20
препоѧши	14	sha256-mod-20
препѣтое	2	sha256-mod-20
преселникѡмъ	1	sha256-mod-20
преславенъ	2	sha256-mod-20
преставше	2	sha256-mod-20
престарѣлыхъ	2	sha256-mod-20
престающагѡ	2	sha256-mod-20
престꙋпившїи	2	sha256-mod-20
престꙋпити	22	sha256-mod-20
престꙋпитъ	20	sha256-mod-20
преходѡмъ	2	sha256-mod-20
преходѧщымъ	2	sha256-mod-20
преходѧщїи	2	sha256-mod-20
прещаше	12	sha256-mod-20
преѡгорченїи	2	sha256-mod-20
преѡдолѣ	8	sha256-mod-20
преѡдолѣвше	1	sha256-mod-20
преꙋтрꙋждена	2	sha256-mod-20
приближитисѧ	12	sha256-mod-20
приближитсѧ	26	sha256-mod-20
приближишасѧ	42	sha256-mod-20
прибѣжахъ	2	sha256-mod-20
привведенїе	2	sha256-mod-20
приведесѧ	10	sha256-mod-20
приведете	14	sha256-mod-20
приведохъ	16	sha256-mod-20
привлекꙋ	2	sha256-mod-20
привѣтствоваше	2	sha256-mod-20
пригвождше	2	sha256-mod-20
пригнахъ	2	sha256-mod-20
пригни	2	sha256-mod-20
придержати	2	sha256-mod-20
призрѣлъ	6	sha256-mod-20
призрѣти	12	sha256-mod-20
призывайте	6	sha256-mod-20
призыванїѧ	2	sha256-mod-20
призывающи	2	sha256-mod-20
прикасающисѧ	2	sha256-mod-20
приключенїе	2	sha256-mod-20
прикꙋпити	2	sha256-mod-20
прилагахꙋ	2	sha256-mod-20
прилѣжи	4	sha256-mod-20
прилꙋчахꙋсѧ	2	sha256-mod-20
примиренїи	2	sha256-mod-20
примирившесѧ	4	sha256-mod-20
примѣсисѧ	2	sha256-mod-20
примѣшатисѧ	4	sha256-mod-20
примѣшенїе	4	sha256-mod-20
принесени	4	sha256-mod-20
принесетсѧ	4	sha256-mod-20
принесꙋтъ	64	sha256-mod-20
приникнꙋвъ	4	sha256-mod-20
приносѧщымъ	8	sha256-mod-20
приносѧщꙋ	2	sha256-mod-20
приселитсѧ	2	sha256-mod-20
приселникꙋ	2	sha256-mod-20
присельника	2	sha256-mod-20
прискорбна	12	sha256-mod-20
приставленнїи	4	sha256-mod-20
приставника	6	sha256-mod-20
приставникѡвъ	4	sha256-mod-20
пристанетъ	2	sha256-mod-20
пристанища	2	sha256-mod-20
пристꙋпающымъ	6	sha256-mod-20
пристꙋпимъ	6	sha256-mod-20
пристꙋпитъ	28	sha256-mod-20
пристꙋпиша	65	sha256-mod-20
присєльницы	2	sha256-mod-20
присѣди	2	sha256-mod-20
притекающе	2	sha256-mod-20
притꙋпистасѧ	2	sha256-mod-20
причастишасѧ	2	sha256-mod-20
пришедшаго	2	sha256-mod-20
пришедъ	199	sha256-mod-20
пришлєцъ	8	sha256-mod-20
приѡбрѣтати	2	sha256-mod-20
приѡбщаетесѧ	2	sha256-mod-20
приѡбщенїи	1	sha256-mod-20
приꙋмолитсѧ	2	sha256-mod-20
прнзва	1	sha256-mod-20
проведе	16	sha256-mod-20
провидца	2	sha256-mod-20
проводѧй	2	sha256-mod-20
проглаголати	4	sha256-mod-20
прогнѣвавше	2	sha256-mod-20
продадѧтъ	4	sha256-mod-20
продаемыхъ	2	sha256-mod-20
проданъ	10	sha256-mod-20
проданїе	4	sha256-mod-20
продастесѧ	2	sha256-mod-20
продаѧхъ	2	sha256-mod-20
прозѧбаѧй	4	sha256-mod-20
прозѧбенїе	10	sha256-mod-20
произвѡльнаѧ	4	sha256-mod-20
прокажена	6	sha256-mod-20
проклинаетъ	4	sha256-mod-20
проклѧхъ	2	sha256-mod-20
проливающѧ	2	sha256-mod-20
промышленїемъ	2	sha256-mod-20
проповѣдавшꙋ	2	sha256-mod-20
прораститъ	7	sha256-mod-20
прорицаеши	6	sha256-mod-20
пророчествꙋющихъ	2	sha256-mod-20
просвѣщаѧй	2	sha256-mod-20
просила	6	sha256-mod-20
прославлѧти	2	sha256-mod-20
простертою	2	sha256-mod-20
прости	10	sha256-mod-20
простираетъ	4	sha256-mod-20
противльшымсѧ	4	sha256-mod-20
противлѧющагѡсѧ	2	sha256-mod-20
противлѧющїисѧ	8	sha256-mod-20
противоглаголю	2	sha256-mod-20
прохода	12	sha256-mod-20
проходѧщи	2	sha256-mod-20
прохождахꙋ	14	sha256-mod-20
прохожденїе	2	sha256-mod-20
прочтенꙋ	2	sha256-mod-20
прочтошасѧ	2	sha256-mod-20
прочїихъ	16	sha256-mod-20
прїимемъ	10	sha256-mod-20
прїѧ	40	sha256-mod-20
прїѧтое	2	sha256-mod-20
прїѧтый	2	sha256-mod-20
прѧдено	2	sha256-mod-20
прѧденѣхъ	2	sha256-mod-20
прⷣтеча	2	sha256-mod-20
прⷪ҇рочествꙋеши	2	sha256-mod-20
прⷪ҇рочєства	1	sha256-mod-20
прⷭ҇носꙋщнаѧ	2	sha256-mod-20
прⷭ҇ный	2	sha256-mod-20
прꙋгѡвъ	6	sha256-mod-20
прꙋжаетсѧ	2	sha256-mod-20
птолемаіды	10	sha256-mod-20
птолемаідѣ	8	sha256-mod-20
пшеницы	106	sha256-mod-20
пєсъ	2	sha256-mod-20
пїстїкіа	2	sha256-mod-20
пїю	24	sha256-mod-20
пїютъ	24	sha256-mod-20
пїѧницы	4	sha256-mod-20
пѡльскаѧ	10	sha256-mod-20
пѡсланнаѧ	6	sha256-mod-20
пѡсланныѧ	4	sha256-mod-20
пѣвницъ	2	sha256-mod-20
пѣнѧзей	8	sha256-mod-20
пѣхѡтныѧ	2	sha256-mod-20
пѣшихъ	16	sha256-mod-20
пѣшцами	2	sha256-mod-20
пѧтолѣтномꙋ	2	sha256-mod-20
пѧтсѡть	1	sha256-mod-20
пѧтьдесѧтоначальники	3	sha256-mod-20
пꙋпъ	2	sha256-mod-20
пꙋста	34	sha256-mod-20
пꙋстѣ	6	sha256-mod-20
пꙋти	828	sha256-mod-20
пꙋтємъ	66	sha256-mod-20
работающемꙋ	2	sha256-mod-20
работающихъ	4	sha256-mod-20
работꙋ	18	sha256-mod-20
равенъ	14	sha256-mod-20
равночⷭ҇тнꙋю	2	sha256-mod-20
радѣ	2	sha256-mod-20
радѣнїе	2	sha256-mod-20
раема	2	sha256-mod-20
раждаѧй	2	sha256-mod-20
раз̾ѧрисѧ	8	sha256-mod-20
разбїете	2	sha256-mod-20
разбѣгшымсѧ	2	sha256-mod-20
разварѧѧ	3	sha256-mod-20
развращенни	2	sha256-mod-20
развѣѧни	2	sha256-mod-20
разгнѣваетъ	2	sha256-mod-20
разгнѣвана	2	sha256-mod-20
разгнѣвлѧютъ	2	sha256-mod-20
разгнꙋтꙋю	2	sha256-mod-20
раздай	4	sha256-mod-20
раздражающе	2	sha256-mod-20
раздражившихъ	2	sha256-mod-20
раздѣливше	4	sha256-mod-20
раздѣливый	2	sha256-mod-20
раздѣлѧхꙋ	2	sha256-mod-20
раздѣлѧюща	2	sha256-mod-20
разжжєннымъ	2	sha256-mod-20
разлꙋченїе	2	sha256-mod-20
разоренъ	6	sha256-mod-20
разоренїи	6	sha256-mod-20
разорисѧ	8	sha256-mod-20
разорите	6	sha256-mod-20
разорѧѧ	4	sha256-mod-20
разрѣшатсѧ	2	sha256-mod-20
разрѣшисѧ	5	sha256-mod-20
разрѣшишасѧ	2	sha256-mod-20
разслабленна	3	sha256-mod-20
разслаблєнныѧ	2	sha256-mod-20
разслаблѧхꙋ	2	sha256-mod-20
разсѣетсѧ	2	sha256-mod-20
разсѣцаемый	2	sha256-mod-20
разсѣчеши	2	sha256-mod-20
разсѣчєнаѧ	2	sha256-mod-20
разсѣчєнныѧ	2	sha256-mod-20
разсꙋдивше	4	sha256-mod-20
разцвѣчєны	1	sha256-mod-20
разшириша	2	sha256-mod-20
разширѧетъ	2	sha256-mod-20
разширѧѧй	2	sha256-mod-20
разій	2	sha256-mod-20
разꙋмивыхъ	2	sha256-mod-20
разꙋмѣвати	2	sha256-mod-20
разꙋмѣвающꙋ	4	sha256-mod-20
разꙋмѣетсѧ	2	sha256-mod-20
раскаюсѧ	8	sha256-mod-20
раскаютсѧ	2	sha256-mod-20
раскопахъ	4	sha256-mod-20
распишеши	2	sha256-mod-20
расположеннꙋ	2	sha256-mod-20
расположенїе	2	sha256-mod-20
распрю	6	sha256-mod-20
распѧти	2	sha256-mod-20
распѧтсѧ	8	sha256-mod-20
растаютъ	6	sha256-mod-20
растимо	2	sha256-mod-20
растлистѣ	2	sha256-mod-20
растлиша	10	sha256-mod-20
растлѣвахꙋсѧ	2	sha256-mod-20
растлѣнъ	2	sha256-mod-20
расточаютъ	2	sha256-mod-20
расточаѧ	2	sha256-mod-20
расточишасѧ	8	sha256-mod-20
расіма	2	sha256-mod-20
расімски	2	sha256-mod-20
ратоваше	10	sha256-mod-20
ратїю	7	sha256-mod-20
рафы	2	sha256-mod-20
раѳѵмꙋ	2	sha256-mod-20
рва	18	sha256-mod-20
рвенїю	4	sha256-mod-20
ревекка	26	sha256-mod-20
ревекки	8	sha256-mod-20
ревнитель	10	sha256-mod-20
рекли	4	sha256-mod-20
рекомагѡ	2	sha256-mod-20
рекоста	28	sha256-mod-20
рекоша	385	sha256-mod-20
рекꙋще	28	sha256-mod-20
реѵма	2	sha256-mod-20
ржа	8	sha256-mod-20
рисеемъ	2	sha256-mod-20
ровека	2	sha256-mod-20
ровоамлихъ	2	sha256-mod-20
ровоамѡва	2	sha256-mod-20
родитєли	11	sha256-mod-20
родихомѣ	2	sha256-mod-20
рождшеебосѧ	2	sha256-mod-20
росный	2	sha256-mod-20
росходы	4	sha256-mod-20
росы	24	sha256-mod-20
рыбныхъ	2	sha256-mod-20
рыдала	2	sha256-mod-20
рыдахъ	2	sha256-mod-20
рыдаютъ	2	sha256-mod-20
рѡкеіма	2	sha256-mod-20
рѡмамѳїезеръ	2	sha256-mod-20
рѡсъ	8	sha256-mod-20
рѣхомъ	12	sha256-mod-20
рѣченный	1	sha256-mod-20
рѣчнаѧ	2	sha256-mod-20
рѣчь	8	sha256-mod-20
рѣшите	2	sha256-mod-20
рꙋгаемаго	2	sha256-mod-20
рꙋкотворенїихъ	2	sha256-mod-20
рꙋкотворенїємъ	2	sha256-mod-20
рꙋнами	2	sha256-mod-20
саамерїнъ	2	sha256-mod-20
саданіева	2	sha256-mod-20
саддꙋкейска	6	sha256-mod-20
садитъ	2	sha256-mod-20
садѡкова	10	sha256-mod-20
садѡковъ	10	sha256-mod-20
салманасаръ	2	sha256-mod-20
салмѡнъ	6	sha256-mod-20
самарѧнъ	2	sha256-mod-20
саморѡднаѧ	2	sha256-mod-20
самоѳракъ	2	sha256-mod-20
санаваллатъ	16	sha256-mod-20
санасівовыми	2	sha256-mod-20
сапожнагѡ	2	sha256-mod-20
сараевъ	2	sha256-mod-20
сараю	2	sha256-mod-20
саррꙋ	23	sha256-mod-20
саріда	4	sha256-mod-20
сарꙋіа	6	sha256-mod-20
сатѣхъ	4	sha256-mod-20
сафатовъ	8	sha256-mod-20
саѵа	4	sha256-mod-20
саѵле	16	sha256-mod-20
саꙋловꙋ	2	sha256-mod-20
саꙋлю	4	sha256-mod-20
свариша	6	sha256-mod-20
сведе	10	sha256-mod-20
сведени	4	sha256-mod-20
свидѣтелства	10	sha256-mod-20
свидѣтелствꙋющꙋ	1	sha256-mod-20
свидѣтельствꙋющымъ	1	sha256-mod-20
свидѣтелємъ	2	sha256-mod-20
свидѣтєлства	1	sha256-mod-20
свободисѧ	4	sha256-mod-20
свобѡдны	10	sha256-mod-20
свѣта	96	sha256-mod-20
свѣтлымъ	4	sha256-mod-20
свѣтлѡсти	2	sha256-mod-20
свѣтѧ	2	sha256-mod-20
свѣшенымъ	2	sha256-mod-20
свѧжитесѧ	2	sha256-mod-20
свѧза	34	sha256-mod-20
свѧзалъ	2	sha256-mod-20
свѧзаныѧ	1	sha256-mod-20
свѧтити	12	sha256-mod-20
свѧтитсѧ	5	sha256-mod-20
свѧщенническихъ	22	sha256-mod-20
свѧщєннаѧ	5	sha256-mod-20
сгараше	2	sha256-mod-20
севоімъ	2	sha256-mod-20
седрахъ	14	sha256-mod-20
седїꙋровъ	8	sha256-mod-20
секелагѣ	2	sha256-mod-20
селеміевъ	4	sha256-mod-20
селлꙋмъ	20	sha256-mod-20
сельнїи	5	sha256-mod-20
семеїана	2	sha256-mod-20
семеѡвымъ	2	sha256-mod-20
сеннааєвы	2	sha256-mod-20
сесаѳанѣ	2	sha256-mod-20
сестра	90	sha256-mod-20
сжигаємы	1	sha256-mod-20
сила	212	sha256-mod-20
силамъ	9	sha256-mod-20
сильны	22	sha256-mod-20
силѡмль	2	sha256-mod-20
силѡнітѧнина	2	sha256-mod-20
синетꙋ	20	sha256-mod-20
синихъ	2	sha256-mod-20
сирота	8	sha256-mod-20
сиротамъ	4	sha256-mod-20
сицевою	2	sha256-mod-20
сицевыѧ	2	sha256-mod-20
сицевіи	2	sha256-mod-20
сиѡна	32	sha256-mod-20
сиѳовъ	2	sha256-mod-20
сказꙋю	12	sha256-mod-20
скакати	2	sha256-mod-20
сканымъ	2	sha256-mod-20
сквернитисѧ	2	sha256-mod-20
сквернитєли	3	sha256-mod-20
скверностѧжатєльнымъ	1	sha256-mod-20
сквернъ	6	sha256-mod-20
скиптрѡвъ	2	sha256-mod-20
скитающихсѧ	4	sha256-mod-20
скончай	4	sha256-mod-20
скончаныхъ	2	sha256-mod-20
скопишасѧ	2	sha256-mod-20
скопцєвъ	2	sha256-mod-20
скопчо	2	sha256-mod-20
скорбѧхꙋ	4	sha256-mod-20
скорлꙋпы	2	sha256-mod-20
скорпію	3	sha256-mod-20
скотопитателей	2	sha256-mod-20
скрыхсѧ	4	sha256-mod-20
скрыюсѧ	10	sha256-mod-20
скрыютсѧ	3	sha256-mod-20
скѵѳскихъ	2	sha256-mod-20
скѵѳы	2	sha256-mod-20
скꙋдельницы	2	sha256-mod-20
скꙋдельничь	6	sha256-mod-20
скꙋдоꙋмный	2	sha256-mod-20
скꙋпомꙋ	2	sha256-mod-20
слабосердъ	2	sha256-mod-20
славнагѡ	9	sha256-mod-20
сладкихъ	2	sha256-mod-20
сладѡстнаѧ	2	sha256-mod-20
слазитъ	6	sha256-mod-20
сламꙋ	2	sha256-mod-20
слезѧтъ	2	sha256-mod-20
слезꙋ	5	sha256-mod-20
слитїѧ	2	sha256-mod-20
сличїѧ	2	sha256-mod-20
слышавши	6	sha256-mod-20
слышавшїи	24	sha256-mod-20
слышанꙋ	4	sha256-mod-20
слышатель	6	sha256-mod-20
слышатсѧ	6	sha256-mod-20
слышащїи	18	sha256-mod-20
слышиши	9	sha256-mod-20
слѣпи	10	sha256-mod-20
слꙋжбы	34	sha256-mod-20
слꙋжитєли	7	sha256-mod-20
слꙋжꙋ	8	sha256-mod-20
слꙋзи	6	sha256-mod-20
смарагдови	2	sha256-mod-20
смерзшисѧ	2	sha256-mod-20
смиритисѧ	8	sha256-mod-20
смоковничное	2	sha256-mod-20
смотрѧ	4	sha256-mod-20
смотрѧхꙋ	2	sha256-mod-20
смотрѧющымъ	2	sha256-mod-20
смысленнїи	6	sha256-mod-20
смєртныѧ	18	sha256-mod-20
смѣсиши	2	sha256-mod-20
смѣсникѡвъ	2	sha256-mod-20
смѧтошасѧ	32	sha256-mod-20
смѵрны	4	sha256-mod-20
смꙋщаетъ	8	sha256-mod-20
снабдѣти	6	sha256-mod-20
сниде	226	sha256-mod-20
снидесѧ	12	sha256-mod-20
снимаютъ	2	sha256-mod-20
снѣстсѧ	24	sha256-mod-20
собираемъ	2	sha256-mod-20
соблазнишасѧ	2	sha256-mod-20
соблꙋди	13	sha256-mod-20
соблꙋдитъ	4	sha256-mod-20
собранїи	24	sha256-mod-20
собрашасѧ	238	sha256-mod-20
совершатъ	10	sha256-mod-20
совершающихъ	2	sha256-mod-20
совершенныхъ	8	sha256-mod-20
совершителѧ	2	sha256-mod-20
совлекохсѧ	4	sha256-mod-20
совлекъ	4	sha256-mod-20
совокꙋплѧющымъ	2	sha256-mod-20
совраждꙋйтесѧ	4	sha256-mod-20
совратимсѧ	2	sha256-mod-20
совращающымъ	2	sha256-mod-20
совѣстехъ	2	sha256-mod-20
совѣщаваше	2	sha256-mod-20
совѣщаваютъ	1	sha256-mod-20
совѣщавъ	2	sha256-mod-20
соглѧдайте	12	sha256-mod-20
согл҃алъ	2	sha256-mod-20
сограждшагѡ	2	sha256-mod-20
согрѣшати	24	sha256-mod-20
согрѣшахꙋ	2	sha256-mod-20
согрѣшивый	2	sha256-mod-20
содомстѣй	4	sha256-mod-20
содѣѧвше	4	sha256-mod-20
создавшемъ	2	sha256-mod-20
создано	12	sha256-mod-20
создаста	2	sha256-mod-20
создашасѧ	6	sha256-mod-20
созидахъ	2	sha256-mod-20
созидающе	2	sha256-mod-20
созрѣваютъ	2	sha256-mod-20
сокровищствꙋетсѧ	2	sha256-mod-20
сокровєны	2	sha256-mod-20
сокрый	2	sha256-mod-20
сокрꙋшившꙋсѧ	2	sha256-mod-20
сокрꙋшєнїѧ	8	sha256-mod-20
солгахъ	4	sha256-mod-20
солжите	2	sha256-mod-20
соломѡнꙋ	138	sha256-mod-20
солꙋнѧне	2	sha256-mod-20
соморѡвъ	2	sha256-mod-20
соплетай	2	sha256-mod-20
сопредѣлныѧ	1	sha256-mod-20
сопротивишасѧ	9	sha256-mod-20
сопрѧгошасѧ	4	sha256-mod-20
составлено	4	sha256-mod-20
составлѧѧ	2	sha256-mod-20
состроитъ	2	sha256-mod-20
сосѣдѣхъ	2	sha256-mod-20
сосꙋдомъ	2	sha256-mod-20
сотворенѣмъ	2	sha256-mod-20
сотворити	437	sha256-mod-20
сотворѧетъ	2	sha256-mod-20
сотникъ	27	sha256-mod-20
сотрꙋ	12	sha256-mod-20
сохраненъ	4	sha256-mod-20
сохранѧтсѧ	12	sha256-mod-20
сохранѧѧй	8	sha256-mod-20
союзѣ	4	sha256-mod-20
соѡбщаютсѧ	2	sha256-mod-20
соѡбщникъ	1	sha256-mod-20
соѡбꙋченїи	2	sha256-mod-20
соѡдолѣвъ	2	sha256-mod-20
спасаѧй	4	sha256-mod-20
спасешисѧ	18	sha256-mod-20
спахꙋ	8	sha256-mod-20
спаѧны	4	sha256-mod-20
спаѧнїе	4	sha256-mod-20
спаѧнїѧ	4	sha256-mod-20
сплете	2	sha256-mod-20
сплетенїемъ	2	sha256-mod-20
сподобитъ	2	sha256-mod-20
спомоществꙋюще	2	sha256-mod-20
спѧщаго	2	sha256-mod-20
сп҃сенїю	2	sha256-mod-20
сп҃сешисѧ	6	sha256-mod-20
сп҃си	57	sha256-mod-20
сп҃сителѧ	16	sha256-mod-20
сражастасѧ	2	sha256-mod-20
сразишасѧ	12	sha256-mod-20
срамотою	2	sha256-mod-20
сребрениѣхъ	1	sha256-mod-20
среднѧѧ	8	sha256-mod-20
срѣтаѧ	4	sha256-mod-20
срѣте	56	sha256-mod-20
ставилъ	1	sha256-mod-20
ставша	4	sha256-mod-20
станꙋтъ	50	sha256-mod-20
старицамъ	2	sha256-mod-20
старчо	2	sha256-mod-20
старѣйшины	252	sha256-mod-20
стезьми	2	sha256-mod-20
стекꙋтъ	2	sha256-mod-20
стенѧщихъ	2	sha256-mod-20
степенїй	14	sha256-mod-20
стерпитъ	19	sha256-mod-20
стиснѧетсѧ	2	sha256-mod-20
стклѧно	4	sha256-mod-20
стоитъ	44	sha256-mod-20
столпахъ	2	sha256-mod-20
столпѡмъ	8	sha256-mod-20
стоначалникѡмъ	1	sha256-mod-20
стоѧнїихъ	2	sha256-mod-20
стоѧтъ	12	sha256-mod-20
стоѧще	22	sha256-mod-20
стоѧщꙋ	6	sha256-mod-20
стражбы	70	sha256-mod-20
страждꙋ	6	sha256-mod-20
страждꙋщихъ	2	sha256-mod-20
странное	2	sha256-mod-20
страннопрїимецъ	2	sha256-mod-20
страно	2	sha256-mod-20
странствованїѧ	2	sha256-mod-20
странствꙋѧ	2	sha256-mod-20
стратигъ	2	sha256-mod-20
стратигѡмъ	8	sha256-mod-20
страха	120	sha256-mod-20
страхꙋ	12	sha256-mod-20
страшливымъ	6	sha256-mod-20
страшнымъ	2	sha256-mod-20
стрегꙋщи	1	sha256-mod-20
строптивїи	2	sha256-mod-20
стѡгны	18	sha256-mod-20
стѧжаваѧй	2	sha256-mod-20
стѧжавшїи	2	sha256-mod-20
стѧжахъ	14	sha256-mod-20
ст҃ыми	26	sha256-mod-20
стꙋдены	2	sha256-mod-20
стꙋпень	2	sha256-mod-20
сходитесѧ	4	sha256-mod-20
сходѧщими	2	sha256-mod-20
сходѧщыѧсѧ	2	sha256-mod-20
сщ҃енницы	3	sha256-mod-20
сыиове	1	sha256-mod-20
сынми	56	sha256-mod-20
сынома	10	sha256-mod-20
сїай	2	sha256-mod-20
сїдѡнїѧ	2	sha256-mod-20
сїдѡнꙋ	4	sha256-mod-20
сїкімѡвъ	2	sha256-mod-20
сїрсавли	2	sha256-mod-20
сїѧнїе	6	sha256-mod-20
сїѧнїемъ	2	sha256-mod-20
сѡпѣли	2	sha256-mod-20
сѡсаннꙋ	4	sha256-mod-20
сѣдагѡ	2	sha256-mod-20
сѣдѣнїѧ	2	sha256-mod-20
сѣеши	10	sha256-mod-20
сѣкиры	6	sha256-mod-20
сѣтей	2	sha256-mod-20
сѣѧсте	2	sha256-mod-20
сѵрстѣй	6	sha256-mod-20
сѵрѧнъ	4	sha256-mod-20
сѷмеѡновыхъ	12	sha256-mod-20
сѷхемомъ	2	sha256-mod-20
сѷхемѣхъ	6	sha256-mod-20
сꙋавли	2	sha256-mod-20
сꙋббѡтахъ	6	sha256-mod-20
сꙋббѡтствовати	6	sha256-mod-20
сꙋгꙋба	12	sha256-mod-20
сꙋгꙋбъ	5	sha256-mod-20
сꙋгꙋбыми	2	sha256-mod-20
сꙋдимь	2	sha256-mod-20
сꙋдінъ	2	sha256-mod-20
сꙋдѡмъ	4	sha256-mod-20
сꙋдѧщь	2	sha256-mod-20
сꙋетнѣмъ	4	sha256-mod-20
сꙋрїсадаинъ	2	sha256-mod-20
сꙋхотою	2	sha256-mod-20
сꙋщагѡ	30	sha256-mod-20
сꙋщей	33	sha256-mod-20
сꙋщо	2	sha256-mod-20
сꙋщхъ	1	sha256-mod-20
тайнагѡ	2	sha256-mod-20
тайнѡ	20	sha256-mod-20
талантахъ	2	sha256-mod-20
танахꙋ	2	sha256-mod-20
таниса	2	sha256-mod-20
таѧжде	30	sha256-mod-20
твердаѧ	2	sha256-mod-20
твердымъ	2	sha256-mod-20
твердынѧ	2	sha256-mod-20
твердꙋ	4	sha256-mod-20
твоима	140	sha256-mod-20
творила	2	sha256-mod-20
творимое	2	sha256-mod-20
творца	4	sha256-mod-20
творю	93	sha256-mod-20
творѧщꙋ	8	sha256-mod-20
твєрди	2	sha256-mod-20
текохомъ	2	sha256-mod-20
тектонское	2	sha256-mod-20
текꙋщагѡ	2	sha256-mod-20
текꙋщыѧ	2	sha256-mod-20
текꙋщїи	2	sha256-mod-20
темъ	20	sha256-mod-20
теревінѳъ	9	sha256-mod-20
тернїю	2	sha256-mod-20
тернѡваѧ	2	sha256-mod-20
терпѧхꙋ	4	sha256-mod-20
тесаное	4	sha256-mod-20
тече	49	sha256-mod-20
тещею	2	sha256-mod-20
тещитъ	2	sha256-mod-20
тихѡ	6	sha256-mod-20
ткꙋщихъ	8	sha256-mod-20
тлѣетъ	2	sha256-mod-20
точила	22	sha256-mod-20
трапезъ	2	sha256-mod-20
требникъ	6	sha256-mod-20
трегꙋбительнагѡ	1	sha256-mod-20
трезвєннымъ	3	sha256-mod-20
трепещетъ	2	sha256-mod-20
трепещѧ	2	sha256-mod-20
третїѧ	42	sha256-mod-20
третїѧго	12	sha256-mod-20
тридесѧть	333	sha256-mod-20
трилѣтна	4	sha256-mod-20
трофіма	4	sha256-mod-20
трїе	82	sha256-mod-20
трѡглодѵтѧне	2	sha256-mod-20
трꙋбѧще	8	sha256-mod-20
трꙋдишисѧ	2	sha256-mod-20
трꙋдни	2	sha256-mod-20
трꙋждаемсѧ	6	sha256-mod-20
трꙋсъ	32	sha256-mod-20
тще	8	sha256-mod-20
тысѧща	129	sha256-mod-20
тысѧщеначальника	1	sha256-mod-20
тїмоѳеа	22	sha256-mod-20
тѡвітовꙋ	2	sha256-mod-20
тѡвїилева	2	sha256-mod-20
тѣлеси	17	sha256-mod-20
тѧжестехъ	1	sha256-mod-20
тѧжєсти	2	sha256-mod-20
тꙋчнѣй	2	sha256-mod-20
фалековъ	2	sha256-mod-20
фаранъ	4	sha256-mod-20
фараѡномъ	36	sha256-mod-20
фареса	7	sha256-mod-20
фарїсєй	29	sha256-mod-20
фарꙋіма	2	sha256-mod-20
фасієвы	2	sha256-mod-20
ферезєи	2	sha256-mod-20
ферідины	2	sha256-mod-20
феттію	2	sha256-mod-20
фїліппъ	39	sha256-mod-20
фїнеесовыхъ	4	sha256-mod-20
фїнїкійскїй	6	sha256-mod-20
фїнїкійскꙋю	2	sha256-mod-20
фѷлїстімскꙋ	8	sha256-mod-20
фѷлїстімѣ	2	sha256-mod-20
хазві	2	sha256-mod-20
халвани	2	sha256-mod-20
халдеємъ	14	sha256-mod-20
халевъ	50	sha256-mod-20
халезеовъ	2	sha256-mod-20
халкада	2	sha256-mod-20
ханаанстїи	2	sha256-mod-20
хармі	4	sha256-mod-20
харранѣ	4	sha256-mod-20
хасалѡнъ	2	sha256-mod-20
хваленъ	10	sha256-mod-20
хваленїемъ	2	sha256-mod-20
хвалисѧ	4	sha256-mod-20
хеврѡна	14	sha256-mod-20
хенереѳъ	6	sha256-mod-20
хереѳіемъ	2	sha256-mod-20
хеттеовыхъ	10	sha256-mod-20
ходисте	22	sha256-mod-20
хоррею	2	sha256-mod-20
хорреѡвъ	2	sha256-mod-20
хотѧщемꙋ	4	sha256-mod-20
хотѧщымъ	22	sha256-mod-20
храминахъ	8	sha256-mod-20
хранилищихъ	2	sha256-mod-20
хранилъ	2	sha256-mod-20
хранитисѧ	2	sha256-mod-20
хранѧй	37	sha256-mod-20
хранѧше	2	sha256-mod-20
хранѧщымъ	12	sha256-mod-20
хромоша	1	sha256-mod-20
хрѡмаѧ	2	sha256-mod-20
хрѷсоліѳъ	4	sha256-mod-20
хрⷭ҇тѡвымъ	4	sha256-mod-20
хрⷭ҇тꙋ	42	sha256-mod-20
хїлꙋѡнъ	2	sha256-mod-20
хꙋдожниково	2	sha256-mod-20
хꙋленїемъ	4	sha256-mod-20
хꙋлникъ	1	sha256-mod-20
хꙋльницы	1	sha256-mod-20
царевыма	2	sha256-mod-20
царехъ	14	sha256-mod-20
царскими	10	sha256-mod-20
царствахъ	10	sha256-mod-20
царствꙋю	4	sha256-mod-20
царствꙋющагѡ	2	sha256-mod-20
царюѧ	2	sha256-mod-20
царѣѧ	1	sha256-mod-20
цвѣти	12	sha256-mod-20
цр҃емъ	2	sha256-mod-20
