lexeme_id	system	analysis_rank	field	value	provenance	source_feature	source_form	crosscheck_features	authority
завидѣти|verb|8d009a50a4c91b6d	past-active-participle	0	formation	vush	dictionary-principal-part	verb:participle:past-active:citation	завидѣвъ		wiktionary-kaikki-2026-07-06
завидѣти|verb|8d009a50a4c91b6d	past-active-participle	0	stem	завидѣ	dictionary-principal-part	verb:participle:past-active:citation	завидѣвъ		wiktionary-kaikki-2026-07-06
завидѣти|verb|8d009a50a4c91b6d	present-active-participle	0	formation	yesht-soft	dictionary-principal-part	verb:participle:present-active:citation	завидѧ		wiktionary-kaikki-2026-07-06
завидѣти|verb|8d009a50a4c91b6d	present-active-participle	0	stem	завид	dictionary-principal-part	verb:participle:present-active:citation	завидѧ		wiktionary-kaikki-2026-07-06
заврѣти|verb|dea4ec340d943845	aspect	0	aspect	perfective	dictionary-headword-metadata	headword:aspect	perfective		wiktionary-kaikki-2026-07-06
зажещи|verb|5168f0364fa267df	aspect	0	aspect	perfective	dictionary-headword-metadata	headword:aspect	perfective		wiktionary-kaikki-2026-07-06
зажещи|verb|5168f0364fa267df	l-participle	0	stem	зажег	dictionary-principal-part	verb:l-participle:m:sg	зажеглъ	verb:l-participle:f:sg || verb:l-participle:n:sg || verb:l-participle:m:du || verb:l-participle:f:du || verb:l-participle:n:du || verb:l-participle:m:pl || verb:l-participle:f:pl || verb:l-participle:n:pl	wiktionary-kaikki-2026-07-06
зажещи|verb|5168f0364fa267df	past-active-participle	0	formation	ush	dictionary-principal-part	verb:participle:past-active:citation	зажегъ		wiktionary-kaikki-2026-07-06
зажещи|verb|5168f0364fa267df	past-active-participle	0	stem	зажег	dictionary-principal-part	verb:participle:past-active:citation	зажегъ		wiktionary-kaikki-2026-07-06
зажещи|verb|5168f0364fa267df	past-passive-participle	0	formation	en	dictionary-principal-part	verb:participle:past-passive:citation	зажеженъ		wiktionary-kaikki-2026-07-06
зажещи|verb|5168f0364fa267df	past-passive-participle	0	stem	зажеж	dictionary-principal-part	verb:participle:past-passive:citation	зажеженъ		wiktionary-kaikki-2026-07-06
зажещи|verb|5168f0364fa267df	present-active-participle	0	formation	yusht-hard	dictionary-principal-part	verb:participle:present-active:citation	зажегꙑ		wiktionary-kaikki-2026-07-06
зажещи|verb|5168f0364fa267df	present-active-participle	0	stem	зажег	dictionary-principal-part	verb:participle:present-active:citation	зажегꙑ		wiktionary-kaikki-2026-07-06
зажещи|verb|5168f0364fa267df	present-passive-participle	0	formation	om	dictionary-principal-part	verb:participle:present-passive:citation	зажегомъ		wiktionary-kaikki-2026-07-06
зажещи|verb|5168f0364fa267df	present-passive-participle	0	stem	зажег	dictionary-principal-part	verb:participle:present-passive:citation	зажегомъ		wiktionary-kaikki-2026-07-06
заклати|verb|d1992a3f01441d7a	aspect	0	aspect	perfective	dictionary-headword-metadata	headword:aspect	perfective		wiktionary-kaikki-2026-07-06
закленѫти|verb|c6778533658fe3fa	aspect	0	aspect	perfective	dictionary-headword-metadata	headword:aspect	perfective		wiktionary-kaikki-2026-07-06
запрѣти|verb|8467d2118b13040d	aspect	0	aspect	perfective	dictionary-headword-metadata	headword:aspect	perfective		wiktionary-kaikki-2026-07-06
запрѣтити|verb|ccbcec843b88251e	aspect	0	aspect	perfective	dictionary-headword-metadata	headword:aspect	perfective		wiktionary-kaikki-2026-07-06
запрѣтити|verb|ccbcec843b88251e	imperative	0	formation	i-series	dictionary-principal-part	verb:imperative:1:du	запрѣтивѣ	verb:imperative:1:du || verb:imperative:2:du || verb:imperative:1:pl || verb:imperative:2:pl	wiktionary-kaikki-2026-07-06
запрѣтити|verb|ccbcec843b88251e	imperative	0	stem	запрѣт	dictionary-principal-part	verb:imperative:2:sg	запрѣти	verb:imperative:1:du || verb:imperative:2:du || verb:imperative:1:pl || verb:imperative:2:pl	wiktionary-kaikki-2026-07-06
запрѣтити|verb|ccbcec843b88251e	imperfect	0	formation	a	dictionary-principal-part	verb:finite:imperfect:1:sg	запрѣщаахъ	verb:finite:imperfect:2:sg || verb:finite:imperfect:3:sg || verb:finite:imperfect:1:du || verb:finite:imperfect:2:du || verb:finite:imperfect:3:du || verb:finite:imperfect:1:pl || verb:finite:imperfect:2:pl || verb:finite:imperfect:3:pl	wiktionary-kaikki-2026-07-06
запрѣтити|verb|ccbcec843b88251e	imperfect	0	stem	запрѣща	dictionary-principal-part	verb:finite:imperfect:1:sg	запрѣщаахъ	verb:finite:imperfect:2:sg || verb:finite:imperfect:3:sg || verb:finite:imperfect:1:du || verb:finite:imperfect:2:du || verb:finite:imperfect:3:du || verb:finite:imperfect:1:pl || verb:finite:imperfect:2:pl || verb:finite:imperfect:3:pl	wiktionary-kaikki-2026-07-06
запрѣтити|verb|ccbcec843b88251e	imperfect	0	variant-policy	uncontracted-only	curated-grammar-override	verb:finite:imperfect:1:sg	запрѣщаахъ	verb:finite:imperfect:2:sg || verb:finite:imperfect:3:sg || verb:finite:imperfect:1:du || verb:finite:imperfect:2:du || verb:finite:imperfect:3:du || verb:finite:imperfect:1:pl || verb:finite:imperfect:2:pl || verb:finite:imperfect:3:pl	UT OCS Online lesson 1 §4.2 https://lrc.la.utexas.edu/eieol/ocsol/10#grammar_967
запрѣтити|verb|ccbcec843b88251e	l-participle	0	stem	запрѣти	dictionary-principal-part	verb:l-participle:m:sg	запрѣтилъ	verb:l-participle:f:sg || verb:l-participle:n:sg || verb:l-participle:m:du || verb:l-participle:f:du || verb:l-participle:n:du || verb:l-participle:m:pl || verb:l-participle:f:pl || verb:l-participle:n:pl	wiktionary-kaikki-2026-07-06
запрѣтити|verb|ccbcec843b88251e	past-active-participle	0	formation	ish	dictionary-principal-part	verb:participle:past-active:citation	запрѣщь		wiktionary-kaikki-2026-07-06
запрѣтити|verb|ccbcec843b88251e	past-active-participle	0	stem	запрѣщ	dictionary-principal-part	verb:participle:past-active:citation	запрѣщь		wiktionary-kaikki-2026-07-06
запрѣтити|verb|ccbcec843b88251e	past-active-participle	1	formation	vush	dictionary-principal-part	verb:participle:past-active:citation	запрѣтивъ		wiktionary-kaikki-2026-07-06
запрѣтити|verb|ccbcec843b88251e	past-active-participle	1	stem	запрѣти	dictionary-principal-part	verb:participle:past-active:citation	запрѣтивъ		wiktionary-kaikki-2026-07-06
запрѣтити|verb|ccbcec843b88251e	past-passive-participle	0	formation	en	dictionary-principal-part	verb:participle:past-passive:citation	запрѣщенъ		wiktionary-kaikki-2026-07-06
запрѣтити|verb|ccbcec843b88251e	past-passive-participle	0	stem	запрѣщ	dictionary-principal-part	verb:participle:past-passive:citation	запрѣщенъ		wiktionary-kaikki-2026-07-06
запрѣтити|verb|ccbcec843b88251e	present-active-participle	0	formation	yesht-soft	dictionary-principal-part	verb:participle:present-active:citation	запрѣтѧ		wiktionary-kaikki-2026-07-06
запрѣтити|verb|ccbcec843b88251e	present-active-participle	0	stem	запрѣт	dictionary-principal-part	verb:participle:present-active:citation	запрѣтѧ		wiktionary-kaikki-2026-07-06
запрѣтити|verb|ccbcec843b88251e	present-passive-participle	0	formation	im	dictionary-principal-part	verb:participle:present-passive:citation	запрѣтимъ		wiktionary-kaikki-2026-07-06
запрѣтити|verb|ccbcec843b88251e	present-passive-participle	0	stem	запрѣт	dictionary-principal-part	verb:participle:present-passive:citation	запрѣтимъ		wiktionary-kaikki-2026-07-06
защитити|verb|4d721aa7ddefd34f	aspect	0	aspect	perfective	dictionary-headword-metadata	headword:aspect	perfective		wiktionary-kaikki-2026-07-06
заѩти|verb|d45f659d41549f92	aspect	0	aspect	perfective	dictionary-headword-metadata	headword:aspect	perfective		wiktionary-kaikki-2026-07-06
заѩти|verb|d45f659d41549f92	imperfect	0	formation	yat-a	dictionary-principal-part	verb:finite:imperfect:1:sg	заимѣахъ	verb:finite:imperfect:2:sg || verb:finite:imperfect:3:sg || verb:finite:imperfect:1:du || verb:finite:imperfect:2:du || verb:finite:imperfect:3:du || verb:finite:imperfect:1:pl || verb:finite:imperfect:2:pl || verb:finite:imperfect:3:pl	wiktionary-kaikki-2026-07-06
заѩти|verb|d45f659d41549f92	imperfect	0	stem	заим	dictionary-principal-part	verb:finite:imperfect:1:sg	заимѣахъ	verb:finite:imperfect:2:sg || verb:finite:imperfect:3:sg || verb:finite:imperfect:1:du || verb:finite:imperfect:2:du || verb:finite:imperfect:3:du || verb:finite:imperfect:1:pl || verb:finite:imperfect:2:pl || verb:finite:imperfect:3:pl	wiktionary-kaikki-2026-07-06
заѩти|verb|d45f659d41549f92	imperfect	0	variant-policy	uncontracted-only	curated-grammar-override	verb:finite:imperfect:1:sg	заимѣахъ	verb:finite:imperfect:2:sg || verb:finite:imperfect:3:sg || verb:finite:imperfect:1:du || verb:finite:imperfect:2:du || verb:finite:imperfect:3:du || verb:finite:imperfect:1:pl || verb:finite:imperfect:2:pl || verb:finite:imperfect:3:pl	UT OCS Online lesson 1 §4.2 https://lrc.la.utexas.edu/eieol/ocsol/10#grammar_967
заѩти|verb|d45f659d41549f92	l-participle	0	stem	заѩ	dictionary-principal-part	verb:l-participle:m:sg	заѩлъ	verb:l-participle:f:sg || verb:l-participle:n:sg || verb:l-participle:m:du || verb:l-participle:f:du || verb:l-participle:n:du || verb:l-participle:m:pl || verb:l-participle:f:pl || verb:l-participle:n:pl	wiktionary-kaikki-2026-07-06
заѩти|verb|d45f659d41549f92	past-active-participle	0	formation	ush	dictionary-principal-part	verb:participle:past-active:citation	заимъ		wiktionary-kaikki-2026-07-06
заѩти|verb|d45f659d41549f92	past-active-participle	0	stem	заим	dictionary-principal-part	verb:participle:past-active:citation	заимъ		wiktionary-kaikki-2026-07-06
заѩти|verb|d45f659d41549f92	past-passive-participle	0	formation	t	dictionary-principal-part	verb:participle:past-passive:citation	заѩтъ		wiktionary-kaikki-2026-07-06
заѩти|verb|d45f659d41549f92	past-passive-participle	0	stem	заѩ	dictionary-principal-part	verb:participle:past-passive:citation	заѩтъ		wiktionary-kaikki-2026-07-06
заѩти|verb|d45f659d41549f92	present	0	class	IA1	dictionary-headword-metadata	headword:class	IA1		wiktionary-kaikki-2026-07-06
заѩти|verb|d45f659d41549f92	present	0	first-singular-stem	заим	dictionary-principal-part	verb:finite:present:1:sg	заимѫ		wiktionary-kaikki-2026-07-06
заѩти|verb|d45f659d41549f92	present	0	stem	заим	dictionary-principal-part	verb:finite:present:2:sg	заимеши	verb:finite:present:3:sg || verb:finite:present:1:du || verb:finite:present:2:du || verb:finite:present:3:du || verb:finite:present:1:pl || verb:finite:present:2:pl || verb:finite:present:3:pl	wiktionary-kaikki-2026-07-06
заѩти|verb|d45f659d41549f92	present-active-participle	0	formation	yusht-hard	dictionary-principal-part	verb:participle:present-active:citation	заимꙑ		wiktionary-kaikki-2026-07-06
заѩти|verb|d45f659d41549f92	present-active-participle	0	stem	заим	dictionary-principal-part	verb:participle:present-active:citation	заимꙑ		wiktionary-kaikki-2026-07-06
заѩти|verb|d45f659d41549f92	present-passive-participle	0	formation	om	dictionary-principal-part	verb:participle:present-passive:citation	заимомъ		wiktionary-kaikki-2026-07-06
заѩти|verb|d45f659d41549f92	present-passive-participle	0	stem	заим	dictionary-principal-part	verb:participle:present-passive:citation	заимомъ		wiktionary-kaikki-2026-07-06
звонити|verb|89d7d9abf6864a44	aspect	0	aspect	imperfective	dictionary-headword-metadata	headword:aspect	imperfective		wiktionary-kaikki-2026-07-06
звѧщи|verb|297d3f69521f95d5	aspect	0	aspect	imperfective	dictionary-headword-metadata	headword:aspect	imperfective		wiktionary-kaikki-2026-07-06
звѧщи|verb|297d3f69521f95d5	l-participle	0	stem	звѧг	dictionary-principal-part	verb:l-participle:m:sg	звѧглъ	verb:l-participle:f:sg || verb:l-participle:n:sg || verb:l-participle:m:du || verb:l-participle:f:du || verb:l-participle:n:du || verb:l-participle:m:pl || verb:l-participle:f:pl || verb:l-participle:n:pl	wiktionary-kaikki-2026-07-06
звѧщи|verb|297d3f69521f95d5	past-active-participle	0	formation	ush	dictionary-principal-part	verb:participle:past-active:citation	звѧгъ		wiktionary-kaikki-2026-07-06
звѧщи|verb|297d3f69521f95d5	past-active-participle	0	stem	звѧг	dictionary-principal-part	verb:participle:past-active:citation	звѧгъ		wiktionary-kaikki-2026-07-06
звѧщи|verb|297d3f69521f95d5	past-passive-participle	0	formation	en	dictionary-principal-part	verb:participle:past-passive:citation	звѧженъ		wiktionary-kaikki-2026-07-06
звѧщи|verb|297d3f69521f95d5	past-passive-participle	0	stem	звѧж	dictionary-principal-part	verb:participle:past-passive:citation	звѧженъ		wiktionary-kaikki-2026-07-06
звѧщи|verb|297d3f69521f95d5	present-active-participle	0	formation	yusht-hard	dictionary-principal-part	verb:participle:present-active:citation	звѧгꙑ		wiktionary-kaikki-2026-07-06
звѧщи|verb|297d3f69521f95d5	present-active-participle	0	stem	звѧг	dictionary-principal-part	verb:participle:present-active:citation	звѧгꙑ		wiktionary-kaikki-2026-07-06
звѧщи|verb|297d3f69521f95d5	present-passive-participle	0	formation	om	dictionary-principal-part	verb:participle:present-passive:citation	звѧгомъ		wiktionary-kaikki-2026-07-06
звѧщи|verb|297d3f69521f95d5	present-passive-participle	0	stem	звѧг	dictionary-principal-part	verb:participle:present-passive:citation	звѧгомъ		wiktionary-kaikki-2026-07-06
зинѫти|verb|c0d0536e3a787b5e	aspect	0	aspect	perfective	dictionary-headword-metadata	headword:aspect	perfective		wiktionary-kaikki-2026-07-06
знати|verb|4058357e72c4d409	aspect	0	aspect	imperfective	dictionary-headword-metadata	headword:aspect	imperfective		wiktionary-kaikki-2026-07-06
зъвати|verb|e525c6be1e8c06b7	aspect	0	aspect	imperfective	dictionary-headword-metadata	headword:aspect	imperfective		wiktionary-kaikki-2026-07-06
зъвати|verb|e525c6be1e8c06b7	imperfect	0	formation	a	dictionary-principal-part	verb:finite:imperfect:1:sg	зъваахъ	verb:finite:imperfect:2:sg || verb:finite:imperfect:3:sg || verb:finite:imperfect:1:du || verb:finite:imperfect:2:du || verb:finite:imperfect:3:du || verb:finite:imperfect:1:pl || verb:finite:imperfect:2:pl || verb:finite:imperfect:3:pl	wiktionary-kaikki-2026-07-06
зъвати|verb|e525c6be1e8c06b7	imperfect	0	stem	зъва	dictionary-principal-part	verb:finite:imperfect:1:sg	зъваахъ	verb:finite:imperfect:2:sg || verb:finite:imperfect:3:sg || verb:finite:imperfect:1:du || verb:finite:imperfect:2:du || verb:finite:imperfect:3:du || verb:finite:imperfect:1:pl || verb:finite:imperfect:2:pl || verb:finite:imperfect:3:pl	wiktionary-kaikki-2026-07-06
зъвати|verb|e525c6be1e8c06b7	imperfect	0	variant-policy	uncontracted-only	curated-grammar-override	verb:finite:imperfect:1:sg	зъваахъ	verb:finite:imperfect:2:sg || verb:finite:imperfect:3:sg || verb:finite:imperfect:1:du || verb:finite:imperfect:2:du || verb:finite:imperfect:3:du || verb:finite:imperfect:1:pl || verb:finite:imperfect:2:pl || verb:finite:imperfect:3:pl	UT OCS Online lesson 1 §4.2 https://lrc.la.utexas.edu/eieol/ocsol/10#grammar_967
зъвати|verb|e525c6be1e8c06b7	l-participle	0	stem	зъва	dictionary-principal-part	verb:l-participle:m:sg	зъвалъ	verb:l-participle:f:sg || verb:l-participle:n:sg || verb:l-participle:m:du || verb:l-participle:f:du || verb:l-participle:n:du || verb:l-participle:m:pl || verb:l-participle:f:pl || verb:l-participle:n:pl	wiktionary-kaikki-2026-07-06
зъвати|verb|e525c6be1e8c06b7	past-active-participle	0	formation	vush	dictionary-principal-part	verb:participle:past-active:citation	зъвавъ		wiktionary-kaikki-2026-07-06
зъвати|verb|e525c6be1e8c06b7	past-active-participle	0	stem	зъва	dictionary-principal-part	verb:participle:past-active:citation	зъвавъ		wiktionary-kaikki-2026-07-06
зъвати|verb|e525c6be1e8c06b7	past-passive-participle	0	formation	n	dictionary-principal-part	verb:participle:past-passive:citation	зъванъ		wiktionary-kaikki-2026-07-06
зъвати|verb|e525c6be1e8c06b7	past-passive-participle	0	stem	зъва	dictionary-principal-part	verb:participle:past-passive:citation	зъванъ		wiktionary-kaikki-2026-07-06
зъвати|verb|e525c6be1e8c06b7	present	0	class	IA2	dictionary-headword-metadata	headword:class	IA2		wiktionary-kaikki-2026-07-06
зъвати|verb|e525c6be1e8c06b7	present	0	first-singular-stem	зов	dictionary-principal-part	verb:finite:present:1:sg	зовѫ		wiktionary-kaikki-2026-07-06
зъвати|verb|e525c6be1e8c06b7	present	0	stem	зов	dictionary-principal-part	verb:finite:present:2:sg	зовеши	verb:finite:present:3:sg || verb:finite:present:1:du || verb:finite:present:2:du || verb:finite:present:3:du || verb:finite:present:1:pl || verb:finite:present:2:pl || verb:finite:present:3:pl	wiktionary-kaikki-2026-07-06
зъвати|verb|e525c6be1e8c06b7	present-active-participle	0	formation	yusht-hard	dictionary-principal-part	verb:participle:present-active:citation	зовꙑ		wiktionary-kaikki-2026-07-06
зъвати|verb|e525c6be1e8c06b7	present-active-participle	0	stem	зов	dictionary-principal-part	verb:participle:present-active:citation	зовꙑ		wiktionary-kaikki-2026-07-06
зъвати|verb|e525c6be1e8c06b7	present-passive-participle	0	formation	om	dictionary-principal-part	verb:participle:present-passive:citation	зовомъ		wiktionary-kaikki-2026-07-06
зъвати|verb|e525c6be1e8c06b7	present-passive-participle	0	stem	зов	dictionary-principal-part	verb:participle:present-passive:citation	зовомъ		wiktionary-kaikki-2026-07-06
зьдати|verb|84404ae1c655f014	aspect	0	aspect	imperfective	dictionary-headword-metadata	headword:aspect	imperfective		wiktionary-kaikki-2026-07-06
зьрѣти|verb|a1d5acde60818c29	aspect	0	aspect	imperfective	dictionary-headword-metadata	headword:aspect	imperfective		wiktionary-kaikki-2026-07-06
зьрѣти|verb|a1d5acde60818c29	imperative	0	formation	i-series	dictionary-principal-part	verb:imperative:1:du	зьривѣ	verb:imperative:1:du || verb:imperative:2:du || verb:imperative:1:pl || verb:imperative:2:pl	wiktionary-kaikki-2026-07-06
зьрѣти|verb|a1d5acde60818c29	imperative	0	stem	зьр	dictionary-principal-part	verb:imperative:2:sg	зьри	verb:imperative:1:du || verb:imperative:2:du || verb:imperative:1:pl || verb:imperative:2:pl	wiktionary-kaikki-2026-07-06
зьрѣти|verb|a1d5acde60818c29	imperfect	0	formation	yat-a	dictionary-principal-part	verb:finite:imperfect:1:sg	зьрѣахъ	verb:finite:imperfect:2:sg || verb:finite:imperfect:3:sg || verb:finite:imperfect:1:du || verb:finite:imperfect:2:du || verb:finite:imperfect:3:du || verb:finite:imperfect:1:pl || verb:finite:imperfect:2:pl || verb:finite:imperfect:3:pl	wiktionary-kaikki-2026-07-06
зьрѣти|verb|a1d5acde60818c29	imperfect	0	stem	зьр	dictionary-principal-part	verb:finite:imperfect:1:sg	зьрѣахъ	verb:finite:imperfect:2:sg || verb:finite:imperfect:3:sg || verb:finite:imperfect:1:du || verb:finite:imperfect:2:du || verb:finite:imperfect:3:du || verb:finite:imperfect:1:pl || verb:finite:imperfect:2:pl || verb:finite:imperfect:3:pl	wiktionary-kaikki-2026-07-06
зьрѣти|verb|a1d5acde60818c29	imperfect	0	variant-policy	uncontracted-only	curated-grammar-override	verb:finite:imperfect:1:sg	зьрѣахъ	verb:finite:imperfect:2:sg || verb:finite:imperfect:3:sg || verb:finite:imperfect:1:du || verb:finite:imperfect:2:du || verb:finite:imperfect:3:du || verb:finite:imperfect:1:pl || verb:finite:imperfect:2:pl || verb:finite:imperfect:3:pl	UT OCS Online lesson 1 §4.2 https://lrc.la.utexas.edu/eieol/ocsol/10#grammar_967
зьрѣти|verb|a1d5acde60818c29	l-participle	0	stem	зьрѣ	dictionary-principal-part	verb:l-participle:m:sg	зьрѣлъ	verb:l-participle:f:sg || verb:l-participle:n:sg || verb:l-participle:m:du || verb:l-participle:f:du || verb:l-participle:n:du || verb:l-participle:m:pl || verb:l-participle:f:pl || verb:l-participle:n:pl	wiktionary-kaikki-2026-07-06
зьрѣти|verb|a1d5acde60818c29	past-active-participle	0	formation	vush	dictionary-principal-part	verb:participle:past-active:citation	зьрѣвъ		wiktionary-kaikki-2026-07-06
зьрѣти|verb|a1d5acde60818c29	past-active-participle	0	stem	зьрѣ	dictionary-principal-part	verb:participle:past-active:citation	зьрѣвъ		wiktionary-kaikki-2026-07-06
зьрѣти|verb|a1d5acde60818c29	past-passive-participle	0	formation	n	dictionary-principal-part	verb:participle:past-passive:citation	зьрѣнъ		wiktionary-kaikki-2026-07-06
зьрѣти|verb|a1d5acde60818c29	past-passive-participle	0	stem	зьрѣ	dictionary-principal-part	verb:participle:past-passive:citation	зьрѣнъ		wiktionary-kaikki-2026-07-06
зьрѣти|verb|a1d5acde60818c29	present	0	class	II2	dictionary-headword-metadata	headword:class	II2		wiktionary-kaikki-2026-07-06
зьрѣти|verb|a1d5acde60818c29	present	0	first-singular-stem	зьр	dictionary-principal-part	verb:finite:present:1:sg	зьрѭ		wiktionary-kaikki-2026-07-06
зьрѣти|verb|a1d5acde60818c29	present	0	stem	зьр	dictionary-principal-part	verb:finite:present:2:sg	зьриши	verb:finite:present:3:sg || verb:finite:present:1:du || verb:finite:present:2:du || verb:finite:present:3:du || verb:finite:present:1:pl || verb:finite:present:2:pl || verb:finite:present:3:pl	wiktionary-kaikki-2026-07-06
зьрѣти|verb|a1d5acde60818c29	present-active-participle	0	formation	yesht-soft	dictionary-principal-part	verb:participle:present-active:citation	зьрѧ		wiktionary-kaikki-2026-07-06
зьрѣти|verb|a1d5acde60818c29	present-active-participle	0	stem	зьр	dictionary-principal-part	verb:participle:present-active:citation	зьрѧ		wiktionary-kaikki-2026-07-06
зьрѣти|verb|a1d5acde60818c29	present-passive-participle	0	formation	im	dictionary-principal-part	verb:participle:present-passive:citation	зьримъ		wiktionary-kaikki-2026-07-06
зьрѣти|verb|a1d5acde60818c29	present-passive-participle	0	stem	зьр	dictionary-principal-part	verb:participle:present-passive:citation	зьримъ		wiktionary-kaikki-2026-07-06
зѧбнѫти|verb|c95dcfd58ac30a57	aspect	0	aspect	imperfective	dictionary-headword-metadata	headword:aspect	imperfective		wiktionary-kaikki-2026-07-06
избавити|verb|16126e36730f8207	aspect	0	aspect	perfective	dictionary-headword-metadata	headword:aspect	perfective		wiktionary-kaikki-2026-07-06
избавити|verb|16126e36730f8207	imperative	0	formation	i-series	dictionary-principal-part	verb:imperative:1:du	избавивѣ	verb:imperative:1:du || verb:imperative:2:du || verb:imperative:1:pl || verb:imperative:2:pl	wiktionary-kaikki-2026-07-06
избавити|verb|16126e36730f8207	imperative	0	stem	избав	dictionary-principal-part	verb:imperative:2:sg	избави	verb:imperative:1:du || verb:imperative:2:du || verb:imperative:1:pl || verb:imperative:2:pl	wiktionary-kaikki-2026-07-06
избавити|verb|16126e36730f8207	imperfect	0	formation	a	dictionary-principal-part	verb:finite:imperfect:1:sg	избавлꙗахъ	verb:finite:imperfect:2:sg || verb:finite:imperfect:3:sg || verb:finite:imperfect:1:du || verb:finite:imperfect:2:du || verb:finite:imperfect:3:du || verb:finite:imperfect:1:pl || verb:finite:imperfect:2:pl || verb:finite:imperfect:3:pl	wiktionary-kaikki-2026-07-06
избавити|verb|16126e36730f8207	imperfect	0	stem	избавлꙗ	dictionary-principal-part	verb:finite:imperfect:1:sg	избавлꙗахъ	verb:finite:imperfect:2:sg || verb:finite:imperfect:3:sg || verb:finite:imperfect:1:du || verb:finite:imperfect:2:du || verb:finite:imperfect:3:du || verb:finite:imperfect:1:pl || verb:finite:imperfect:2:pl || verb:finite:imperfect:3:pl	wiktionary-kaikki-2026-07-06
избавити|verb|16126e36730f8207	imperfect	0	variant-policy	uncontracted-only	curated-grammar-override	verb:finite:imperfect:1:sg	избавлꙗахъ	verb:finite:imperfect:2:sg || verb:finite:imperfect:3:sg || verb:finite:imperfect:1:du || verb:finite:imperfect:2:du || verb:finite:imperfect:3:du || verb:finite:imperfect:1:pl || verb:finite:imperfect:2:pl || verb:finite:imperfect:3:pl	UT OCS Online lesson 1 §4.2 https://lrc.la.utexas.edu/eieol/ocsol/10#grammar_967
избавити|verb|16126e36730f8207	l-participle	0	stem	избави	dictionary-principal-part	verb:l-participle:m:sg	избавилъ	verb:l-participle:f:sg || verb:l-participle:n:sg || verb:l-participle:m:du || verb:l-participle:f:du || verb:l-participle:n:du || verb:l-participle:m:pl || verb:l-participle:f:pl || verb:l-participle:n:pl	wiktionary-kaikki-2026-07-06
избавити|verb|16126e36730f8207	past-active-participle	0	formation	ish	dictionary-principal-part	verb:participle:past-active:citation	избавл҄ь		wiktionary-kaikki-2026-07-06
избавити|verb|16126e36730f8207	past-active-participle	0	stem	избавл҄	dictionary-principal-part	verb:participle:past-active:citation	избавл҄ь		wiktionary-kaikki-2026-07-06
избавити|verb|16126e36730f8207	past-active-participle	1	formation	vush	dictionary-principal-part	verb:participle:past-active:citation	избавивъ		wiktionary-kaikki-2026-07-06
избавити|verb|16126e36730f8207	past-active-participle	1	stem	избави	dictionary-principal-part	verb:participle:past-active:citation	избавивъ		wiktionary-kaikki-2026-07-06
избавити|verb|16126e36730f8207	past-passive-participle	0	formation	n	dictionary-principal-part	verb:participle:past-passive:citation	избавлѥнъ		wiktionary-kaikki-2026-07-06
избавити|verb|16126e36730f8207	past-passive-participle	0	stem	избавлѥ	dictionary-principal-part	verb:participle:past-passive:citation	избавлѥнъ		wiktionary-kaikki-2026-07-06
избавити|verb|16126e36730f8207	present	0	class	II1	dictionary-headword-metadata	headword:class	II1		wiktionary-kaikki-2026-07-06
избавити|verb|16126e36730f8207	present	0	first-singular-stem	избавл	dictionary-principal-part	verb:finite:present:1:sg	избавлѭ		wiktionary-kaikki-2026-07-06
избавити|verb|16126e36730f8207	present	0	stem	избав	dictionary-principal-part	verb:finite:present:2:sg	избавиши	verb:finite:present:3:sg || verb:finite:present:1:du || verb:finite:present:2:du || verb:finite:present:3:du || verb:finite:present:1:pl || verb:finite:present:2:pl || verb:finite:present:3:pl	wiktionary-kaikki-2026-07-06
избавити|verb|16126e36730f8207	present-active-participle	0	formation	yesht-soft	dictionary-principal-part	verb:participle:present-active:citation	избавѧ		wiktionary-kaikki-2026-07-06
избавити|verb|16126e36730f8207	present-active-participle	0	stem	избав	dictionary-principal-part	verb:participle:present-active:citation	избавѧ		wiktionary-kaikki-2026-07-06
избавити|verb|16126e36730f8207	present-passive-participle	0	formation	im	dictionary-principal-part	verb:participle:present-passive:citation	избавимъ		wiktionary-kaikki-2026-07-06
избавити|verb|16126e36730f8207	present-passive-participle	0	stem	избав	dictionary-principal-part	verb:participle:present-passive:citation	избавимъ		wiktionary-kaikki-2026-07-06
избити|verb|8409fbbbc5cb1d2c	aspect	0	aspect	perfective	dictionary-headword-metadata	headword:aspect	perfective		wiktionary-kaikki-2026-07-06
избьрати|verb|dcb43f73be862357	aspect	0	aspect	perfective	dictionary-headword-metadata	headword:aspect	perfective		wiktionary-kaikki-2026-07-06
избꙑти|verb|73c1f94d1135fc8e	aspect	0	aspect	perfective	dictionary-headword-metadata	headword:aspect	perfective		wiktionary-kaikki-2026-07-06
изгнати|verb|99e881de2ea4c89c	aspect	0	aspect	perfective	dictionary-headword-metadata	headword:aspect	perfective		wiktionary-kaikki-2026-07-06
изгънати|verb|bfea9303b29b9937	aspect	0	aspect	perfective	dictionary-headword-metadata	headword:aspect	perfective		wiktionary-kaikki-2026-07-06
изгꙑбати|verb|795c71a2066f19e1	aspect	0	aspect	perfective	dictionary-headword-metadata	headword:aspect	perfective		wiktionary-kaikki-2026-07-06
изити|verb|0f496bf1da69c01e	aspect	0	aspect	perfective	dictionary-headword-metadata	headword:aspect	perfective		wiktionary-kaikki-2026-07-06
